,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-12-26 16:04:59,2024-12-26 11:09:40,17273,107.0,1437,103,871,221.0,7727.0,9841,2024-10-15 19:41:54,rel_2_0_36,51432.0,152848679.0,100.0,The Database Toolkit for Python.,940562.0,940562.0,750.0,https://pypi.org/project/sqlalchemy,152847537.0,45,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787,13.0,812,141,570,89.0,910.0,8123,2024-11-09 20:43:58,3.4.3,,11179516.0,63.0,GraphQL framework for Python.,25078.0,25078.0,211.0,https://pypi.org/project/graphene,11179516.0,39,True,1,,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,18.0,1159,136,1145,297.0,1406.0,4272,2024-09-19 08:33:36,0.29.1,,1233208.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25926.0,25926.0,398.0,https://pypi.org/project/mongoengine,1233208.0,39,True,1,,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-12-26 15:49:14,2024-12-26 15:49:14,602,50.0,634,138,582,176.0,162.0,14875,2024-08-31 09:42:46,0.0.22,,2565262.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",18933.0,18933.0,82.0,https://pypi.org/project/sqlmodel,2565262.0,37,True,1,fastapi/sqlmodel,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-12-26 16:25:22,2024-12-26 16:25:22,1336,50.0,394,48,621,481.0,634.0,4743,2024-12-23 22:49:12,0.23.0,18.0,206959.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8915.0,8915.0,151.0,https://pypi.org/project/tortoise-orm,206959.0,36,True,2,,
5,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-12-17 04:25:56,2024-11-18 11:51:39,766,17.0,388,46,587,11.0,267.0,4767,2024-11-03 13:22:10,14.0.0,330.0,152126.0,100.0,Ready-to-use and customizable users management for FastAPI.,4308.0,4308.0,69.0,https://pypi.org/project/fastapi-users,152121.0,33,True,1,,
6,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-11-20 17:55:12,2024-11-20 17:55:12,1838,2.0,202,91,308,,,2446,2024-09-18 23:23:42,3.5.3,38.0,2795643.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,107175.0,107175.0,54.0,https://pypi.org/project/motor,2795643.0,33,True,2,,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-12-19 11:58:39,2024-12-19 11:58:39,1891,40.0,178,40,666,32.0,285.0,2229,2024-12-19 11:56:49,0.24,,513939.0,44.0,Python library for implementing GraphQL servers using schema-first approach.,1769.0,1769.0,78.0,https://pypi.org/project/ariadne,513939.0,33,True,2,,
8,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-12-25 15:42:46,2024-12-25 11:03:59,2297,177.0,140,14,1144,12.0,228.0,1231,2024-12-21 15:37:54,0.12.34,,784296.0,65.0,FastAPI pagination.,3137.0,3137.0,49.0,https://pypi.org/project/fastapi-pagination,784296.0,33,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-12-23 09:01:59,2024-12-20 17:58:08,6005,149.0,1070,239,2031,,,4169,2024-10-02 23:57:07,4.9.2,575.0,41422726.0,41.0,PyMongo - the Official MongoDB Python driver.,,,221.0,https://pypi.org/project/pymongo,41422718.0,32,True,3,,
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-12-25 23:32:32,2024-12-25 23:32:31,544,24.0,220,18,406,84.0,361.0,2115,2024-12-08 22:54:22,1.28.0,,257345.0,100.0,Asynchronous Python ODM for MongoDB.,3195.0,3195.0,101.0,https://pypi.org/project/beanie,257345.0,31,True,3,BeanieODM/beanie,
11,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-12-19 02:53:25,2024-12-09 02:48:51,1411,13.0,88,17,899,67.0,199.0,1688,2024-12-06 10:47:54,0.20.2,,60203.0,80.0,python async orm with fastapi in mind and pydantic validation.,1054.0,1054.0,41.0,https://pypi.org/project/ormar,60203.0,31,True,2,,
12,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2024-11-04 08:50:50,2024-11-04 08:33:57,376,8.0,193,17,432,45.0,202.0,1973,2024-10-28 13:15:26,0.20.1,,111491.0,41.0,SQLAlchemy Admin for FastAPI and Starlette.,1250.0,1250.0,63.0,https://pypi.org/project/sqladmin,111491.0,30,True,1,,5.0
