,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-04-01 20:28:36,2026-04-01 19:48:10,18003,112.0,1641,104,1053,193.0,7990.0,11691,2026-03-02 15:28:58,rel_2_0_48,7503.0,341054006.0,100.0,The Database Toolkit for Python.,1176669.0,1176669.0,824.0,https://pypi.org/project/sqlalchemy,341053881.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-04-02 16:14:56,2026-04-02 09:45:56,1131,184.0,785,133,960,57.0,291.0,17773,2026-02-21 16:39:33,0.0.37,,13013932.0,36.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",30960.0,30960.0,110.0,https://pypi.org/project/sqlmodel,13013932.0,39,True,1,fastapi/sqlmodel,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-03-10 15:14:11,2025-09-02 20:46:15,4355,,1162,132,1168,306.0,1412.0,4349,2026-03-10 15:14:11,0.29.3,,2308401.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,27949.0,27949.0,401.0,https://pypi.org/project/mongoengine,2308401.0,38,True,1,,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,807,140,577,92.0,912.0,8247,2024-11-09 20:43:58,3.4.3,,33146153.0,63.0,GraphQL framework for Python.,30731.0,30731.0,211.0,https://pypi.org/project/graphene,33146153.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-04-01 22:21:05,2026-03-31 10:36:11,1478,66.0,468,43,814,457.0,786.0,5537,2026-03-21 20:03:05,1.1.7,18.0,525046.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10490.0,10490.0,169.0,https://pypi.org/project/tortoise-orm,525046.0,37,True,2,,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-03-27 09:35:28,2026-03-27 09:35:27,2325,258.0,188,38,741,27.0,305.0,2334,2026-03-16 10:19:56,1.0.0,157.0,3545750.0,60.0,Python library for implementing GraphQL servers using schema-first approach.,2034.0,2034.0,87.0,https://pypi.org/project/ariadne,3545749.0,37,True,1,,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-04-02 05:43:49,2026-04-02 05:42:38,3019,215.0,155,13,1514,5.0,274.0,1638,2026-03-28 12:50:49,0.15.12,,3398860.0,90.0,FastAPI pagination.,4569.0,4569.0,57.0,https://pypi.org/project/fastapi-pagination,3398860.0,37,True,1,,
7,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-03-30 19:35:58,2026-03-29 11:57:21,626,47.0,278,19,525,70.0,439.0,2670,2026-03-27 03:54:07,2.1.0,,2276209.0,100.0,Asynchronous Python ODM for MongoDB.,4553.0,4553.0,130.0,https://pypi.org/project/beanie,2276209.0,34,True,2,BeanieODM/beanie,1.0
8,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-03-09 11:04:29,2026-03-04 23:45:08,1902,8.0,209,83,371,,,2525,2025-05-14 19:00:46,3.7.1,119.0,8232941.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,128154.0,128154.0,60.0,https://pypi.org/project/motor,8232940.0,34,True,2,,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-03-30 11:30:36,2026-03-27 08:58:32,817,7.0,490,53,619,4.0,292.0,6065,2026-03-27 09:01:35,15.0.5,493.0,1215384.0,100.0,Ready-to-use and customizable users management for FastAPI.,5593.0,5593.0,78.0,https://pypi.org/project/fastapi-users,1215378.0,33,True,1,,
