,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-11-14 12:52:59,2024-11-13 16:22:41,17219,118.0,1420,103,860,226.0,7700.0,9666,2024-10-15 19:41:54,rel_2_0_36,51307.0,146893642.0,100.0,The Database Toolkit for Python.,907017.0,907017.0,742.0,https://pypi.org/project/sqlalchemy,146892476.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,97.0,1159,136,1156,297.0,1412.0,4242,2024-09-19 08:33:36,0.29.1,,1525032.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25549.0,25549.0,399.0,https://pypi.org/project/mongoengine,1525032.0,40,True,1,,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787,13.0,809,141,569,89.0,908.0,8093,2024-11-09 20:43:58,3.4.3,,13040756.0,63.0,GraphQL framework for Python.,24346.0,24346.0,210.0,https://pypi.org/project/graphene,13040756.0,38,True,1,1.0,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-11-11 17:52:35,2024-11-08 09:27:42,580,66.0,621,143,561,176.0,160.0,14533,2024-08-31 09:42:46,0.0.22,,2396770.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",17307.0,17307.0,81.0,https://pypi.org/project/sqlmodel,2396770.0,37,True,1,1.0,fastapi/sqlmodel
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-11-14 08:34:53,2024-11-14 08:34:53,1305,26.0,389,51,588,510.0,584.0,4673,2024-10-14 08:04:06,0.21.7,16.0,298297.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8655.0,8655.0,149.0,https://pypi.org/project/tortoise-orm,298297.0,35,True,2,,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-11-12 19:00:11,2024-11-12 19:00:11,1837,15.0,201,91,308,,,2429,2024-09-18 23:23:42,3.5.3,33.0,2844389.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,103490.0,103490.0,54.0,https://pypi.org/project/motor,2844389.0,35,True,2,,
6,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-11-14 18:08:04,2024-11-14 18:08:03,2246,83.0,600,23,1756,425.0,776.0,736,2024-11-08 19:33:19,0.49b1,,6537326.0,43.0,OpenTelemetry instrumentation for Python modules.,2292.0,2292.0,313.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,6537326.0,35,True,1,,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-11-13 14:12:16,2024-11-13 14:11:40,765,17.0,380,46,580,9.0,267.0,4665,2024-11-03 13:22:10,14.0.0,303.0,139895.0,100.0,Ready-to-use and customizable users management for FastAPI.,4152.0,4152.0,69.0,https://pypi.org/project/fastapi-users,139891.0,33,True,1,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-11-12 16:45:39,2024-11-12 14:32:41,5975,216.0,1061,239,1998,,,4150,2024-10-02 23:57:07,4.9.2,504.0,35070111.0,41.0,PyMongo - the Official MongoDB Python driver.,,,219.0,https://pypi.org/project/pymongo,35070104.0,33,True,3,,
9,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-11-13 03:23:55,2024-11-13 03:23:47,2201,177.0,136,13,1097,11.0,220.0,1197,2024-10-08 17:02:15,0.12.31,,801998.0,62.0,FastAPI pagination.,2961.0,2961.0,48.0,https://pypi.org/project/fastapi-pagination,801998.0,33,True,1,,
10,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,,179,39,662,32.0,283.0,2216,2024-03-18 10:27:12,0.23.0,,534203.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1723.0,1723.0,77.0,https://pypi.org/project/ariadne,534203.0,31,True,2,,
11,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-10-28 20:37:18,2024-10-28 20:37:17,536,38.0,216,18,395,81.0,353.0,2067,2024-10-07 17:49:00,1.27.0,,254471.0,100.0,Asynchronous Python ODM for MongoDB.,3003.0,3003.0,96.0,https://pypi.org/project/beanie,254471.0,31,True,3,-1.0,BeanieODM/beanie
12,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2024-11-04 08:50:50,2024-11-04 08:33:57,376,16.0,187,17,428,42.0,199.0,1914,2024-10-28 13:15:26,0.20.1,,124032.0,41.0,SQLAlchemy Admin for FastAPI and Starlette.,1168.0,1168.0,63.0,https://pypi.org/project/sqladmin,124032.0,31,True,1,,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2024-11-07 05:04:51,2024-11-07 05:04:51,1852,33.0,90,16,516,122.0,307.0,1447,2024-10-23 21:43:51,1.22.0,,115644.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",409.0,409.0,46.0,https://pypi.org/project/piccolo,115644.0,30,True,2,,
