,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-12-31 16:22:43,2025-12-31 14:46:57,17884,195.0,1589,103,1017,193.0,7941.0,11333,2025-12-09 21:05:22,rel_2_0_45,8017.0,239736203.0,100.0,The Database Toolkit for Python.,1161253.0,1161253.0,806.0,https://pypi.org/project/sqlalchemy,239736063.0,47,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-12-30 15:03:11,2025-12-30 15:03:11,945,146.0,749,135,842,60.0,285.0,17416,2025-12-28 12:34:35,0.0.31,,7213284.0,30.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29873.0,29873.0,100.0,https://pypi.org/project/sqlmodel,7213284.0,38,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,803,140,574,90.0,912.0,8243,2024-11-09 20:43:58,3.4.3,,23151975.0,63.0,GraphQL framework for Python.,30003.0,30003.0,211.0,https://pypi.org/project/graphene,23151975.0,36,True,1,,-1.0
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-12-30 04:12:30,2025-12-30 04:12:29,1412,13.0,442,42,734,475.0,738.0,5430,2025-12-24 01:14:05,0.25.3,18.0,457445.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10381.0,10381.0,161.0,https://pypi.org/project/tortoise-orm,457445.0,36,True,2,,
4,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355,,1164,131,1166,304.0,1411.0,4354,2024-09-19 08:33:36,0.29.1,,1574745.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27847.0,27847.0,401.0,https://pypi.org/project/mongoengine,1574745.0,36,True,1,,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-12-29 15:16:37,2025-12-29 15:16:34,1894,15.0,208,84,360,,,2522,2025-05-14 19:00:46,3.7.1,74.0,6525486.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,127218.0,127218.0,59.0,https://pypi.org/project/motor,6525485.0,35,True,2,,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-01-01 11:30:16,2026-01-01 11:26:46,2804,165.0,151,12,1399,6.0,261.0,1588,2025-12-19 18:25:02,0.15.4,,2400296.0,82.0,FastAPI pagination.,4448.0,4448.0,54.0,https://pypi.org/project/fastapi-pagination,2400296.0,35,True,1,,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-12-25 18:32:17,2025-12-25 18:31:42,810,41.0,478,51,612,5.0,290.0,5899,2025-12-19 09:43:56,15.0.3,467.0,549185.0,100.0,Ready-to-use and customizable users management for FastAPI.,5481.0,5481.0,76.0,https://pypi.org/project/fastapi-users,549179.0,34,True,1,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-12-30 16:41:37,2025-12-30 16:41:37,6517,69.0,1101,230,2666,,,4325,2025-12-02 19:15:26,4.15.5,4178.0,70515466.0,58.0,PyMongo - the Official MongoDB Python driver.,,,237.0,https://pypi.org/project/pymongo,70515414.0,33,True,3,,
9,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067,46.0,189,38,692,37.0,291.0,2311,2025-04-18 08:27:47,0.26.2,67.0,1085693.0,51.0,Python library for implementing GraphQL servers using schema-first approach.,2014.0,2014.0,85.0,https://pypi.org/project/ariadne,1085693.0,33,True,2,,-1.0
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-12-22 19:29:15,2025-11-20 18:45:39,579,3.0,268,19,473,94.0,412.0,2615,2025-11-20 18:47:01,2.0.1,,1356009.0,100.0,Asynchronous Python ODM for MongoDB.,4462.0,4462.0,119.0,https://pypi.org/project/beanie,1356009.0,32,True,3,BeanieODM/beanie,
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-01-01 17:01:53,2025-12-30 08:53:41,403,10.0,258,16,488,72.0,215.0,2588,2025-11-24 12:52:23,0.22.0,,381889.0,43.0,SQLAlchemy Admin for FastAPI and Starlette.,1786.0,1786.0,84.0,https://pypi.org/project/sqladmin,381889.0,31,True,1,,
12,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2025-12-31 09:32:02,2025-12-31 09:32:00,2745,120.0,826,22,2475,553.0,948.0,972,2025-12-24 13:21:00,opentelemetry-instrumentation-openai-v2==2.3b0,,31599518.0,75.0,OpenTelemetry instrumentation for Python modules.,,,408.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,31599518.0,31,True,1,,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2025-12-16 15:37:36,2025-12-16 15:37:36,1935,24.0,96,16,588,68.0,440.0,1843,2025-10-21 23:03:55,1.30.0,,72770.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",508.0,508.0,52.0,https://pypi.org/project/piccolo,72770.0,30,True,2,,
14,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,108,5,235,42.0,63.0,1399,2025-03-19 19:38:47,7.1.0,,5972049.0,14.0,Instrument your FastAPI with Prometheus metrics.,6894.0,6894.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,5972049.0,29,True,3,,-1.0
15,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2025-12-10 02:07:59,2025-12-10 02:06:57,1431,1.0,92,16,935,70.0,202.0,1785,2024-12-06 10:47:54,0.20.2,,313479.0,80.0,python async orm with fastapi in mind and pydantic validation.,1102.0,1102.0,44.0,https://pypi.org/project/ormar,313479.0,28,True,3,,-2.0
16,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-01-01 15:20:44,2025-12-28 14:18:11,3626,61.0,599,39,2822,380.0,750.0,4577,2025-12-28 14:18:35,0.288.1,525.0,569.0,100.0,A GraphQL library for Python that leverages type annotations.,,,302.0,https://pypi.org/project/strawberry,532.0,27,True,3,,
17,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2025-08-10 12:25:45,2025-08-08 15:15:46,261,,103,16,126,45.0,64.0,1846,,,,3721819.0,,A rate limiter for Starlette and FastAPI.,8177.0,8177.0,26.0,https://pypi.org/project/slowapi,3721819.0,27,True,1,,
18,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2025-12-22 21:41:51,2025-12-02 10:04:39,1373,12.0,56,14,682,7.0,59.0,1129,2025-05-31 14:53:11,1.4.3,,30421.0,45.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,241.0,241.0,21.0,https://pypi.org/project/authx,30421.0,27,True,2,,
19,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,Apache-2.0,2019-06-21 15:51:20,2025-12-31 10:43:11,2025-12-16 09:52:41,500,15.0,135,26,568,15.0,284.0,260,,,,59087.0,,Dapr SDK for Python.,914.0,914.0,86.0,https://pypi.org/project/dapr-ext-fastapi,59087.0,26,True,1,,-1.0
20,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,2020-05-14 18:03:48,2026-01-01 03:00:42,2026-01-01 03:00:41,5384,231.0,40,8,1994,118.0,476.0,232,2025-12-19 08:03:04,0.15.3,,9041.0,80.0,Software for technical documentation and requirements management.,15.0,15.0,34.0,https://pypi.org/project/strictdoc,9041.0,26,True,1,,
21,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406,,443,42,51,56.0,73.0,3660,2021-08-31 03:28:51,1.0.3,,8755.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",507.0,507.0,18.0,https://pypi.org/project/fastapi-admin,8755.0,25,True,3,,
22,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2025-01-23 21:09:34,2025-01-07 22:21:10,560,,88,17,312,87.0,90.0,1143,2024-04-26 23:28:12,1.0.2,,69827.0,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3584.0,3584.0,19.0,https://pypi.org/project/odmantic,69827.0,25,True,3,,
23,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,148,44,475,45.0,263.0,2808,,,,18649.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2502.0,2502.0,45.0,https://pypi.org/project/gino,18649.0,24,True,3,,
24,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2025-12-16 20:14:29,2025-12-16 20:12:24,758,124.0,99,9,184,17.0,92.0,1453,2025-12-16 20:14:26,0.20.1,,,42.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",206.0,206.0,22.0,,,24,True,1,benavlabs/fastcrud,
25,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2025-11-01 08:01:26,2025-07-25 06:56:51,359,,79,10,139,7.0,115.0,659,2025-07-25 06:57:46,5.2.0,,229949.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",146.0,146.0,33.0,https://pypi.org/project/fastapi-azure-auth,229949.0,24,True,2,,
26,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931,,88,15,563,213.0,205.0,2105,2024-08-16 02:54:35,0.15.0,,529008.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,529008.0,23,True,3,,
27,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482,,67,10,94,1.0,58.0,816,2024-12-14 08:17:42,1.10.3,13.0,41574.0,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1126.0,1126.0,15.0,https://pypi.org/project/fastapi-login,41574.0,23,True,2,maxrdu/fastapi_login,
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2025-12-17 08:52:17,2025-12-17 08:52:17,745,3.0,44,5,253,34.0,146.0,459,2025-07-29 08:25:27,1.12.0,,18716.0,63.0,A powerful web admin for your database.,,,22.0,https://pypi.org/project/piccolo-admin,18716.0,20,True,3,,
29,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,95,40,78,17.0,64.0,1874,2021-11-29 09:20:38,0.3.1,,9173.0,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,9173.0,19,True,3,,
