,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-02-10 12:41:53,2026-02-10 12:41:52,412,18.0,264,16,499,74.0,217.0,2661,2026-02-04 08:17:02,0.23.0,,603383.0,44.0,SQLAlchemy Admin for FastAPI and Starlette.,1817.0,1817.0,84.0,https://pypi.org/project/sqladmin,603383.0,32,True,1,,
12,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-02-19 12:28:56,2026-02-19 12:28:56,587,8.0,273,19,495,87.0,420.0,2644,2025-11-20 18:47:01,2.0.1,,1318416.0,100.0,Asynchronous Python ODM for MongoDB.,4509.0,4509.0,123.0,https://pypi.org/project/beanie,1318416.0,32,True,3,1.0,BeanieODM/beanie
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-02-16 10:45:11,2026-02-16 10:45:09,2813,122.0,854,22,2587,562.0,973.0,993,2026-01-27 22:15:15,opentelemetry-instrumentation-google-genai==0.6b0,,43340865.0,76.0,OpenTelemetry instrumentation for Python modules.,,,421.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,43340865.0,31,True,1,,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2026-02-12 17:31:35,2026-02-11 13:05:06,1946,14.0,96,16,597,24.0,488.0,1859,2026-02-11 00:23:55,1.32.0,,173034.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",516.0,516.0,52.0,https://pypi.org/project/piccolo,173034.0,30,True,3,,
15,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,111,5,237,42.0,63.0,1428,2025-03-19 19:38:47,7.1.0,,9989128.0,14.0,Instrument your FastAPI with Prometheus metrics.,7287.0,7287.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,9989128.0,29,True,3,,
16,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2026-02-01 04:14:39,2026-01-25 11:23:24,601,41.0,88,17,343,86.0,91.0,1167,2026-01-24 18:02:42,1.1.0,,84323.0,23.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3586.0,3586.0,22.0,https://pypi.org/project/odmantic,84323.0,29,True,3,,
17,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2026-02-19 10:36:03,2026-02-16 15:43:59,1436,71.0,56,14,711,,67.0,1145,2026-02-19 10:36:03,1.5.1,,45111.0,47.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,241.0,241.0,22.0,https://pypi.org/project/authx,45111.0,29,True,2,,
18,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-02-19 15:27:41,2026-02-19 15:27:39,3753,152.0,604,39,2961,383.0,772.0,4605,2026-02-19 15:28:10,0.296.2,557.0,1133.0,100.0,A GraphQL library for Python that leverages type annotations.,,,307.0,https://pypi.org/project/strawberry,1083.0,28,True,3,1.0,
19,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2025-08-10 12:25:45,2025-08-08 15:15:46,261,,107,17,128,50.0,64.0,1915,,,,6213806.0,,A rate limiter for Starlette and FastAPI.,8837.0,8837.0,26.0,https://pypi.org/project/slowapi,6213806.0,27,True,1,,
20,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,Apache-2.0,2019-06-21 15:51:20,2026-02-16 20:32:06,2026-02-16 20:27:03,520,25.0,137,26,608,19.0,286.0,264,,,,69686.0,,Dapr SDK for Python.,948.0,948.0,88.0,https://pypi.org/project/dapr-ext-fastapi,69686.0,27,True,1,,
21,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,2020-05-14 18:03:48,2026-02-11 23:11:01,2026-02-11 23:09:00,5484,201.0,41,10,2036,118.0,484.0,251,2026-02-11 23:11:02,0.17.1,,10576.0,87.0,Software for technical documentation and requirements management.,16.0,16.0,35.0,https://pypi.org/project/strictdoc,10576.0,26,True,1,,
22,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406,,450,44,51,59.0,73.0,3712,2021-08-31 03:28:51,1.0.3,,11431.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",509.0,509.0,19.0,https://pypi.org/project/fastapi-admin,11431.0,25,True,3,,
23,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,148,44,475,45.0,263.0,2812,,,,22934.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2502.0,2502.0,45.0,https://pypi.org/project/gino,22934.0,24,True,3,,
24,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2026-01-27 20:01:28,2026-01-27 20:01:28,804,71.0,104,11,191,17.0,94.0,1481,2026-01-23 19:30:32,0.21.0,,,43.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",207.0,207.0,25.0,,,24,True,1,,benavlabs/fastcrud
25,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931,,88,15,563,213.0,205.0,2111,2024-08-16 02:54:35,0.15.0,,683617.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,683617.0,23,True,3,,
26,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482,,68,10,94,1.0,58.0,824,2024-12-14 08:17:42,1.10.3,16.0,47176.0,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1130.0,1130.0,15.0,https://pypi.org/project/fastapi-login,47176.0,23,True,2,,maxrdu/fastapi_login
27,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2025-11-01 08:01:26,2025-07-25 06:56:51,359,,78,10,139,7.0,116.0,668,2025-07-25 06:57:46,5.2.0,,356346.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",146.0,146.0,33.0,https://pypi.org/project/fastapi-azure-auth,356346.0,23,True,2,,
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2026-01-31 05:16:36,2026-01-31 05:16:36,746,3.0,44,5,254,33.0,147.0,467,2025-07-29 08:25:27,1.12.0,,61024.0,63.0,A powerful web admin for your database.,,,23.0,https://pypi.org/project/piccolo-admin,61024.0,21,True,3,1.0,
29,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,Apache-2.0,2020-11-06 09:27:57,2026-02-06 08:40:24,2026-02-06 08:40:21,73,7.0,70,6,27,26.0,24.0,741,2026-02-06 06:59:44,0.2.0,,428924.0,8.0,A request rate limiter for fastapi.,,,12.0,https://pypi.org/project/fastapi-limiter,428924.0,20,True,3,,
30,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,95,40,78,17.0,64.0,1874,2021-11-29 09:20:38,0.3.1,,16280.0,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,16280.0,19,True,3,,
31,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149,,35,20,492,12.0,131.0,854,2021-11-15 11:05:03,1.4.1,,6054.0,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,6054.0,19,True,3,,
32,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,MIT,2020-07-23 09:40:19,2024-04-12 06:58:02,2020-11-11 05:05:27,123,,138,8,26,47.0,36.0,830,2020-11-06 11:15:11,0.5.0,,90981.0,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,4.0,https://pypi.org/project/fastapi-jwt-auth,90981.0,18,False,3,,
33,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26,2024-04-09 04:47:10,2024-04-09 04:47:04,96,,43,11,27,10.0,13.0,758,2020-09-25 16:25:49,0.2.1,,96571.0,5.0,Adds simple SQLAlchemy support to FastAPI.,3.0,3.0,10.0,https://pypi.org/project/fastapi-sqlalchemy,96571.0,18,True,3,,
34,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61,,37,5,40,30.0,19.0,441,2022-01-06 12:47:03,0.4.3,,79898.0,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",,,6.0,https://pypi.org/project/fastapi-cloudauth,79898.0,17,True,3,,
35,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,MIT,2020-02-07 14:58:15,2023-08-02 13:24:12,2022-05-15 23:48:21,59,,9,2,6,,4.0,246,2022-03-11 11:15:48,0.5.0,86.0,15113.0,5.0,Implements authentication and authorization as FastAPI dependencies.,131.0,131.0,3.0,https://pypi.org/project/fastapi-security,15112.0,17,True,3,,
36,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,MIT,2020-08-27 07:16:16,2023-12-19 20:22:23,2023-07-18 14:06:25,88,,31,1,18,1.0,10.0,473,2023-07-18 14:06:40,1.3.0,,64601.0,3.0,Drop-in API-key based security for FastAPI.,,,7.0,https://pypi.org/project/fastapi-simple-security,64601.0,16,True,3,,
37,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,MIT,2020-10-26 16:11:14,2025-04-04 14:05:18,2025-04-04 01:02:24,72,,25,8,13,1.0,14.0,231,2025-04-04 14:05:18,0.1.17,,1482.0,1.0,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,8.0,https://pypi.org/project/fastapi-chameleon,1482.0,14,True,1,,
38,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,MIT,2020-10-26 21:44:13,2024-11-16 02:53:24,2024-11-16 02:53:22,22,,11,1,6,,,160,,,,377.0,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,377.0,10,True,3,,
39,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30,,7,2,24,5.0,1.0,112,,,,69.0,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,69.0,7,True,3,,
40,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1,,10,3,4,1.0,1.0,263,,,,11.0,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,11.0,6,False,3,,
