,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-10-19 17:06:59,2023-10-19 17:06:43,16616,162.0,1206,89,690,177.0,7330.0,7859,2023-10-12 20:52:08,rel_2_0_22,46060.0,95019332,100.0,The Database Toolkit for Python.,650258.0,650258.0,661.0,https://pypi.org/project/sqlalchemy,95018392,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-10-07 15:27:00,2023-10-04 06:58:22,4085,3.0,1141,139,1105,346.0,1322.0,4068,2023-03-03 10:21:35,0.27.0,,947205,41.0,A Python Object-Document-Mapper for working with MongoDB.,21721.0,21721.0,387.0,https://pypi.org/project/mongoengine,947205,37,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-10-06 20:15:26,2023-10-06 20:15:26,1755,5.0,797,143,539,102.0,875.0,7813,2023-07-26 06:47:55,3.3.0,,1720152,59.0,GraphQL framework for Python.,18988.0,18988.0,207.0,https://pypi.org/project/graphene,1720152,36,True,1,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-10-12 20:15:50,2023-08-01 09:19:41,246,10.0,459,149,255,179.0,147.0,10912,2022-08-30 17:56:11,0.0.8,,535683,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",7744.0,7744.0,53.0,https://pypi.org/project/sqlmodel,535683,34,True,1,1.0
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-09-08 01:39:49,2023-09-05 16:58:54,1745,12.0,190,89,225,,,2225,2023-08-31 20:43:19,3.3.1,,1156612,12.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,72098.0,72098.0,45.0,https://pypi.org/project/motor,1156612,34,True,2,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-10-15 03:27:38,2023-10-13 01:32:04,1189,9.0,333,41,483,460.0,499.0,3870,2023-08-11 03:42:54,0.20.0,13.0,95680,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6442.0,6442.0,123.0,https://pypi.org/project/tortoise-orm,95680,33,True,2,-1.0
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-10-19 14:08:24,2023-10-15 09:16:28,2967,112.0,448,44,2229,339.0,501.0,3493,2023-10-15 09:16:57,0.209.7,438.0,565,100.0,A GraphQL library for Python that leverages type annotations.,2333.0,2333.0,224.0,https://pypi.org/project/strawberry,478,32,True,2,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-09-24 11:03:36,2023-08-26 08:23:06,716,11.0,309,36,545,6.0,243.0,3488,2023-08-26 08:37:15,12.1.2,86.0,61780,97.0,Ready-to-use and customizable users management for FastAPI.,2110.0,2110.0,62.0,https://pypi.org/project/fastapi-users,61779,32,True,1,1.0
8,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-10-18 14:10:12,2023-10-11 12:06:18,1684,5.0,172,39,630,44.0,252.0,2074,2023-06-27 14:25:22,0.20.1,,189733,38.0,Python library for implementing GraphQL servers using schema-first approach.,1389.0,1389.0,70.0,https://pypi.org/project/ariadne,189733,32,True,2,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-10-19 17:55:43,2023-10-19 16:56:22,5438,79.0,1016,239,1395,,,3938,2023-08-22 13:42:54,4.5.0,,22752968,28.0,PyMongo - the Official MongoDB Python driver.,,,205.0,https://pypi.org/project/pymongo,22752968,31,True,3,
