,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-03-26 14:25:25,2026-03-26 14:01:05,17995,112.0,1637,104,1050,189.0,7985.0,11704,2026-03-02 15:28:58,rel_2_0_48,7481.0,337224372.0,100.0,The Database Toolkit for Python.,1175097.0,1175097.0,822.0,https://pypi.org/project/sqlalchemy,337224246.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-03-25 12:51:41,2026-03-25 12:51:40,1125,187.0,783,133,952,57.0,288.0,17753,2026-02-21 16:39:33,0.0.37,,12831306.0,36.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",30855.0,30855.0,109.0,https://pypi.org/project/sqlmodel,12831306.0,39,True,1,fastapi/sqlmodel,-1.0
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-03-10 15:14:11,2025-09-02 20:46:15,4355,,1161,132,1168,306.0,1412.0,4350,2026-03-10 15:14:11,0.29.3,,2306089.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,27940.0,27940.0,401.0,https://pypi.org/project/mongoengine,2306089.0,38,True,1,,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,808,140,577,92.0,912.0,8245,2024-11-09 20:43:58,3.4.3,,32552511.0,63.0,GraphQL framework for Python.,30666.0,30666.0,211.0,https://pypi.org/project/graphene,32552511.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-03-26 16:50:23,2026-03-21 12:05:51,1474,63.0,468,42,807,457.0,786.0,5529,2026-03-21 20:03:05,1.1.7,18.0,503852.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10478.0,10478.0,169.0,https://pypi.org/project/tortoise-orm,503852.0,37,True,2,,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-03-25 16:00:25,2026-03-25 16:00:24,2319,252.0,188,38,741,28.0,304.0,2331,2026-03-16 10:19:56,1.0.0,157.0,3512811.0,60.0,Python library for implementing GraphQL servers using schema-first approach.,2032.0,2032.0,87.0,https://pypi.org/project/ariadne,3512810.0,37,True,1,,1.0
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-03-26 17:27:44,2026-03-26 03:11:05,3001,198.0,154,13,1506,5.0,273.0,1637,2026-03-19 18:20:17,0.15.11,,3495752.0,89.0,FastAPI pagination.,4557.0,4557.0,57.0,https://pypi.org/project/fastapi-pagination,3495752.0,37,True,1,,1.0
7,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-03-09 11:04:29,2026-03-04 23:45:08,1902,9.0,209,83,371,,,2524,2025-05-14 19:00:46,3.7.1,119.0,8503083.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,128063.0,128063.0,60.0,https://pypi.org/project/motor,8503082.0,34,True,2,,-1.0
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-03-12 07:27:22,2026-03-12 07:26:49,815,5.0,487,53,617,4.0,292.0,6059,2026-02-05 09:37:04,15.0.4,491.0,974822.0,100.0,Ready-to-use and customizable users management for FastAPI.,5576.0,5576.0,77.0,https://pypi.org/project/fastapi-users,974816.0,33,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-03-23 18:56:16,2026-03-23 18:56:12,6559,46.0,1103,230,2735,,,4342,2026-01-07 18:15:35,4.16.0,4951.0,91080779.0,59.0,PyMongo - the Official MongoDB Python driver.,,,237.0,https://pypi.org/project/pymongo,91080718.0,33,True,3,,
