,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-09-05 15:55:29,2024-09-05 15:54:33,17134,137.0,1387,101,832,222.0,7658.0,9380,2024-09-05 15:54:22,rel_1_4_54,48097.0,152615608.0,100.0,The Database Toolkit for Python.,854318.0,854318.0,730.0,https://pypi.org/project/sqlalchemy,152614490.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-09-06 07:13:07,2024-09-06 07:13:07,4262,55.0,1157,137,1138,336.0,1367.0,4212,2024-08-26 21:57:08,0.29.0,,1324232.0,45.0,A Python Object-Document-Mapper for working with MongoDB.,24951.0,24951.0,396.0,https://pypi.org/project/mongoengine,1324232.0,40,True,1,2.0,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-08-08 09:49:26,2024-08-08 09:49:26,1774,15.0,805,141,566,91.0,905.0,8054,2023-07-26 06:47:55,3.3.0,,10061376.0,59.0,GraphQL framework for Python.,23026.0,23026.0,209.0,https://pypi.org/project/graphene,10061376.0,37,True,1,1.0,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-09-03 22:32:16,2024-09-03 14:13:37,542,107.0,581,144,480,175.0,159.0,14013,2024-08-31 09:42:46,0.0.22,,1728132.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",15083.0,15083.0,79.0,https://pypi.org/project/sqlmodel,1728132.0,36,True,1,-1.0,fastapi/sqlmodel
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-03 19:41:52,2024-09-03 19:41:52,1829,25.0,201,92,298,,,2402,2024-07-10 21:16:01,3.5.1,7.0,2030524.0,16.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,98706.0,98706.0,54.0,https://pypi.org/project/motor,2030524.0,35,True,2,,
5,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-09-04 17:45:07,2024-09-04 17:45:06,2187,143.0,568,21,1666,402.0,748.0,695,2024-08-28 21:28:30,0.48b0,,5621322.0,40.0,OpenTelemetry instrumentation for Python modules.,1981.0,1981.0,297.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5621322.0,35,True,1,1.0,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-09-04 00:26:52,2024-08-27 07:55:16,1284,40.0,369,47,559,510.0,558.0,4525,2024-08-17 08:35:50,0.21.6,15.0,201873.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8211.0,8211.0,142.0,https://pypi.org/project/tortoise-orm,201873.0,34,True,2,-1.0,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-09-06 03:29:30,2024-09-06 03:27:33,2065,143.0,130,11,1031,17.0,199.0,1142,2024-07-02 15:00:27,0.12.26,,1042176.0,57.0,FastAPI pagination.,2747.0,2747.0,46.0,https://pypi.org/project/fastapi-pagination,1042176.0,33,True,1,1.0,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-09-06 00:34:01,2024-09-06 00:34:01,5797,140.0,1051,241,1837,,,4110,2024-06-26 18:56:53,4.8.0,23.0,32128268.0,37.0,PyMongo - the Official MongoDB Python driver.,,,217.0,https://pypi.org/project/pymongo,32128268.0,32,True,3,,
9,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,18.0,179,39,660,31.0,283.0,2186,2024-03-18 10:27:12,0.23.0,,264409.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1670.0,1670.0,76.0,https://pypi.org/project/ariadne,264409.0,32,True,2,-1.0,
