,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-04-06 14:50:16,2023-04-05 23:37:03,16162,354.0,1082,92,598,164.0,7054.0,7042,2023-04-05 23:36:49,rel_2_0_9,40693.0,70062676,100.0,The Database Toolkit for Python.,544302.0,544302.0,611.0,https://pypi.org/project/sqlalchemy,70061730,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-03-03 20:31:34,2023-03-03 10:15:06,4071,29.0,1143,137,1096,345.0,1306.0,3973,2023-03-03 10:21:35,0.27.0,,1167873,41.0,A Python Object-Document-Mapper for working with MongoDB.,19798.0,19798.0,385.0,https://pypi.org/project/mongoengine,1167873,39,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-03-17 17:59:41,2023-03-13 20:24:16,1742,6.0,780,143,520,102.0,871.0,7637,2023-03-13 20:25:52,3.2.2,,2167156,58.0,GraphQL framework for Python.,17003.0,17003.0,198.0,https://pypi.org/project/graphene,2167156,35,True,1,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-04-05 10:57:16,2023-02-12 13:56:56,1159,4.0,300,41,456,396.0,473.0,3473,2023-01-30 02:31:19,0.19.3,10.0,98361,100.0,"Familiar asyncio ORM for python, built with relations in mind.",5300.0,5300.0,118.0,https://pypi.org/project/tortoise-orm,98361,33,True,2,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-04-06 17:06:30,2023-03-21 23:59:13,1718,8.0,178,88,197,,,2138,2023-04-03 20:26:32,3.1.2,,1363401,9.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,55143.0,55143.0,42.0,https://pypi.org/project/motor,1363401,33,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-03-30 10:43:41,2023-03-28 12:56:50,1567,35.0,161,40,607,45.0,235.0,1982,2023-03-28 13:00:46,0.19.1,,167143,36.0,Python library for implementing GraphQL servers using schema-first approach.,1168.0,1168.0,65.0,https://pypi.org/project/ariadne,167143,33,True,2,
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-04-06 17:55:34,2023-04-06 13:01:56,2654,150.0,379,42,1916,263.0,435.0,3066,2023-04-06 13:02:19,0.170.0,419.0,543,100.0,A GraphQL library for Python that leverages type annotations.,1691.0,1691.0,190.0,https://pypi.org/project/strawberry,484,32,True,3,
7,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-04-05 23:49:59,2023-02-21 11:02:54,236,8.0,403,131,229,177.0,145.0,9677,2022-08-30 17:56:11,0.0.8,,370283,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",5472.0,5472.0,54.0,https://pypi.org/project/sqlmodel,370283,31,True,1,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-04-05 18:24:34,2023-04-05 18:24:27,5236,48.0,987,238,1179,,,3814,2022-11-17 21:50:05,4.3.3,,20290538,25.0,PyMongo - the Official MongoDB Python driver.,,,196.0,https://pypi.org/project/pymongo,20290538,31,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-04-05 12:35:26,2023-03-23 17:21:26,674,21.0,255,33,515,5.0,223.0,2610,2023-03-20 14:08:00,10.4.1,29.0,41926,91.0,Ready-to-use and customizable users management for FastAPI.,1010.0,1010.0,55.0,https://pypi.org/project/fastapi-users,41926,31,True,1,
