,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-07-16 12:43:13,2026-07-16 01:52:41,18162,144.0,1696,108,1142,181.0,8062.0,11999,2026-06-15 15:41:27,rel_2_0_51,6428.0,402652060.0,100.0,The Database Toolkit for Python.,1195288.0,1195288.0,853.0,https://pypi.org/project/sqlalchemy,402651957.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-07-13 11:34:58,2026-07-13 11:34:57,1301,127.0,825,128,1087,1.0,348.0,18201,2026-06-25 13:01:25,0.0.39,,19229815.0,38.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",32261.0,32261.0,112.0,https://pypi.org/project/sqlmodel,19229815.0,39,True,1,fastapi/sqlmodel,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-06-23 22:16:49,2026-06-23 22:16:49,4371,13.0,1160,132,1183,306.0,1420.0,4348,2026-03-10 15:14:11,0.29.3,,2353816.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,28044.0,28044.0,402.0,https://pypi.org/project/mongoengine,2353816.0,39,True,1,,6.0
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,802,138,578,92.0,911.0,8234,2024-11-09 20:43:58,3.4.3,,39094658.0,63.0,GraphQL framework for Python.,31600.0,31600.0,212.0,https://pypi.org/project/graphene,39094658.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-07-06 15:08:13,2026-07-06 15:08:10,1510,26.0,495,43,875,467.0,796.0,5607,2026-03-21 20:03:05,1.1.7,24.0,613685.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10632.0,10632.0,178.0,https://pypi.org/project/tortoise-orm,613685.0,36,True,2,,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-07-13 15:53:25,2026-07-13 15:53:17,1914,12.0,209,82,393,,,2530,2025-05-14 19:00:46,3.7.1,189.0,10012038.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,129224.0,129224.0,62.0,https://pypi.org/project/motor,10012036.0,35,True,2,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-06-15 11:20:51,2026-06-15 11:20:50,2381,32.0,193,38,751,30.0,307.0,2347,2026-06-15 11:04:06,1.1.0,456.0,1510045.0,65.0,Python library for implementing GraphQL servers using schema-first approach. Created with by Mirumee.,2057.0,2057.0,88.0,https://pypi.org/project/ariadne,1510041.0,34,True,2,,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-07-14 16:07:51,2026-07-14 16:07:48,4027,140.0,642,40,3201,383.0,804.0,4688,2026-07-13 20:56:10,0.321.0,830.0,841.0,100.0,A GraphQL library for Python that leverages type annotations.,5887.0,5887.0,325.0,https://pypi.org/project/strawberry,749.0,33,True,3,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-07-16 16:50:51,2026-07-16 16:50:51,6690,116.0,1116,226,2932,,,4354,2026-04-20 16:45:35,4.17.0,6040.0,114467646.0,60.0,PyMongo - the Official MongoDB Python driver.,,,245.0,https://pypi.org/project/pymongo,114467575.0,33,True,3,,
9,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/smithyhq/sqladmin,https://github.com/smithyhq/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-07-13 20:40:29,2026-07-13 10:13:23,491,56.0,285,14,565,42.0,270.0,2800,2026-07-13 10:29:36,0.29.0,,880969.0,53.0,SQLAlchemy Admin for FastAPI and Starlette.,1888.0,1888.0,103.0,https://pypi.org/project/sqladmin,880969.0,33,True,1,smithyhq/sqladmin,
10,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-06-22 12:37:13,2026-06-22 12:36:40,818,1.0,500,53,627,4.0,292.0,6192,2026-03-27 09:01:35,15.0.5,582.0,1566953.0,100.0,Ready-to-use and customizable users management for FastAPI.,5758.0,5758.0,78.0,https://pypi.org/project/fastapi-users,1566946.0,32,True,1,,
11,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-07-13 20:19:49,2026-03-29 11:57:21,626,,297,19,539,70.0,443.0,2686,2026-03-27 03:54:07,2.1.0,,1739619.0,100.0,Asynchronous Python ODM for MongoDB.,4656.0,4656.0,130.0,https://pypi.org/project/beanie,1739619.0,32,True,3,BeanieODM/beanie,
12,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/ormar-orm/ormar,https://github.com/ormar-orm/ormar,MIT,2020-08-02 06:34:03,2026-07-15 15:16:49,2026-07-15 02:27:30,1680,109.0,96,15,1201,32.0,247.0,1806,2026-06-08 16:37:26,0.26.0,,152032.0,87.0,python async orm with fastapi in mind and pydantic validation.,1108.0,1108.0,55.0,https://pypi.org/project/ormar,152032.0,32,True,2,ormar-orm/ormar,
13,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2026-07-13 15:50:09,2026-06-23 09:37:43,484,30.0,118,5,263,44.0,70.0,1474,2026-06-23 09:44:32,8.0.2,,15137551.0,17.0,Instrument your FastAPI with Prometheus metrics.,8657.0,8657.0,35.0,https://pypi.org/project/prometheus-fastapi-instrumentator,15137551.0,32,True,1,,
14,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-07-16 17:21:11,2026-07-16 17:02:55,3066,159.0,978,23,3058,545.0,1097.0,1073,2026-07-16 15:26:29,0.65b0,,88077103.0,91.0,OpenTelemetry instrumentation for Python modules.,,,476.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,88077103.0,32,True,1,,1.0
15,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2026-07-12 17:31:25,2026-06-13 12:01:00,267,3.0,123,15,145,53.0,65.0,2033,2026-06-13 12:06:33,0.1.10,,20120958.0,1.0,A rate limiter for Starlette and FastAPI.,11512.0,11512.0,28.0,https://pypi.org/project/slowapi,20120958.0,30,True,1,,
