,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-04-04 09:09:29,2024-04-01 23:29:06,16911,150.0,1292,96,772,211.0,7502.0,8667,2024-03-23 21:53:32,rel_2_0_29,47945.0,111116807.0,100.0,The Database Toolkit for Python.,748787.0,748787.0,702.0,https://pypi.org/project/sqlalchemy,111115765.0,45,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-04-01 01:35:28,2024-03-10 11:56:26,4154,22.0,1150,137,1120,344.0,1343.0,4154,2024-03-07 17:35:36,0.28.2,,1313969.0,44.0,A Python Object-Document-Mapper for working with MongoDB.,23498.0,23498.0,391.0,https://pypi.org/project/mongoengine,1313969.0,39,True,1,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-04-04 14:59:07,2024-04-02 01:51:04,385,18.0,534,152,351,173.0,154.0,12770,2024-02-17 13:54:28,0.0.16,,1238243.0,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",10965.0,10965.0,72.0,https://pypi.org/project/sqlmodel,1238243.0,36,True,1,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-03-24 05:13:00,2023-10-06 20:15:26,1755,,799,143,542,109.0,877.0,7957,2023-07-26 06:47:55,3.3.0,,6594385.0,59.0,GraphQL framework for Python.,20546.0,20546.0,207.0,https://pypi.org/project/graphene,6594385.0,36,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-04-01 14:00:51,2024-04-01 14:00:51,1791,29.0,203,91,268,,,2315,2024-03-26 18:57:20,3.4.0,,1638729.0,14.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,85949.0,85949.0,52.0,https://pypi.org/project/motor,1638729.0,35,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-04-04 14:16:46,2024-04-03 15:45:29,1821,109.0,177,39,654,29.0,274.0,2134,2024-03-18 10:27:12,0.23.0,,263418.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1554.0,1554.0,73.0,https://pypi.org/project/ariadne,263418.0,34,True,2,
6,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-04-04 17:16:32,2024-04-04 17:10:30,1966,108.0,476,16,1370,371.0,620.0,599,2024-03-28 19:31:45,0.45b0,,3634701.0,37.0,OpenTelemetry instrumentation for Python modules.,1318.0,1318.0,241.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,3634701.0,34,True,1,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-04-03 22:23:07,2024-04-03 22:23:04,1812,203.0,115,10,897,15.0,179.0,991,2024-03-19 20:19:09,0.12.21,,535258.0,52.0,FastAPI pagination.,2140.0,2140.0,40.0,https://pypi.org/project/fastapi-pagination,535258.0,33,True,1,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-04-04 11:17:10,2024-04-03 21:07:41,5579,84.0,1037,239,1566,,,4034,2024-02-21 21:43:51,4.6.2,,26147950.0,31.0,PyMongo - the Official MongoDB Python driver.,,,210.0,https://pypi.org/project/pymongo,26147950.0,32,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-03-28 22:24:30,2024-03-11 13:16:20,744,25.0,348,41,562,6.0,254.0,3999,2024-03-11 13:30:38,13.0.0,183.0,91076.0,99.0,Ready-to-use and customizable users management for FastAPI.,3030.0,3030.0,65.0,https://pypi.org/project/fastapi-users,91073.0,32,True,1,
