,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-12-10 20:45:00,2025-12-10 20:44:28,17872,226.0,1584,103,1010,190.0,7938.0,11244,2025-12-09 21:05:22,rel_2_0_45,6822.0,247450822.0,100.0,The Database Toolkit for Python.,1159362.0,1159362.0,805.0,https://pypi.org/project/sqlalchemy,247450701.0,47,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-12-10 16:05:16,2025-12-10 16:03:58,887,123.0,745,135,810,62.0,283.0,17290,2025-10-08 16:38:41,0.0.27,,7966166.0,26.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29685.0,29685.0,98.0,https://pypi.org/project/sqlmodel,7966166.0,38,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,802,140,573,90.0,912.0,8240,2024-11-09 20:43:58,3.4.3,,26420017.0,63.0,GraphQL framework for Python.,29941.0,29941.0,211.0,https://pypi.org/project/graphene,26420017.0,37,True,1,,
3,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355,,1164,131,1166,304.0,1411.0,4355,2024-09-19 08:33:36,0.29.1,,1709874.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27835.0,27835.0,401.0,https://pypi.org/project/mongoengine,1709874.0,36,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-12-08 11:31:41,2025-12-08 11:31:38,1890,16.0,208,84,356,,,2525,2025-05-14 19:00:46,3.7.1,74.0,8018283.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,127094.0,127094.0,59.0,https://pypi.org/project/motor,8018282.0,35,True,2,,
5,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2025-12-11 03:16:52,2025-12-11 03:16:44,2771,159.0,151,12,1375,10.0,256.0,1587,2025-12-06 13:54:08,0.15.2,,2711794.0,80.0,FastAPI pagination.,4436.0,4436.0,54.0,https://pypi.org/project/fastapi-pagination,2711794.0,35,True,1,,6.0
6,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-11-24 11:48:32,2025-10-25 06:56:02,797,28.0,476,51,608,4.0,289.0,5867,2025-10-25 06:53:51,15.0.1,454.0,615936.0,100.0,Ready-to-use and customizable users management for FastAPI.,5467.0,5467.0,74.0,https://pypi.org/project/fastapi-users,615930.0,34,True,1,,
7,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-12-09 01:00:15,2025-12-09 01:00:15,1405,7.0,443,42,726,472.0,732.0,5409,2025-06-05 10:42:46,0.25.1,18.0,534274.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10368.0,10368.0,160.0,https://pypi.org/project/tortoise-orm,534274.0,34,True,2,,
8,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067,57.0,188,38,692,37.0,291.0,2310,2025-04-18 08:27:47,0.26.2,67.0,1650096.0,51.0,Python library for implementing GraphQL servers using schema-first approach.,2009.0,2009.0,85.0,https://pypi.org/project/ariadne,1650096.0,34,True,2,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-12-11 15:58:54,2025-12-11 15:58:53,6496,82.0,1100,229,2644,,,4314,2025-12-02 19:15:26,4.15.5,4134.0,74494748.0,58.0,PyMongo - the Official MongoDB Python driver.,,,234.0,https://pypi.org/project/pymongo,74494695.0,33,True,3,,
