,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-11-27 17:26:40,2025-11-27 16:32:32,17823,192.0,1579,103,1006,196.0,7927.0,11182,2025-10-10 14:39:20,rel_2_0_44,6948.0,241646459.0,100.0,The Database Toolkit for Python.,1157259.0,1157259.0,801.0,https://pypi.org/project/sqlalchemy,241646333.0,47,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-11-25 10:27:49,2025-11-25 10:27:48,881,129.0,741,137,801,62.0,283.0,17193,2025-10-08 16:38:41,0.0.27,,7762365.0,26.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29557.0,29557.0,98.0,https://pypi.org/project/sqlmodel,7762365.0,38,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,802,140,573,90.0,912.0,8239,2024-11-09 20:43:58,3.4.3,,25870432.0,63.0,GraphQL framework for Python.,29870.0,29870.0,211.0,https://pypi.org/project/graphene,25870432.0,38,True,1,,
3,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355,6.0,1164,131,1166,304.0,1411.0,4357,2024-09-19 08:33:36,0.29.1,,1702624.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27800.0,27800.0,401.0,https://pypi.org/project/mongoengine,1702624.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-11-27 05:19:05,2025-11-27 05:19:05,1403,5.0,444,43,719,472.0,728.0,5393,2025-06-05 10:42:46,0.25.1,18.0,453052.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10350.0,10350.0,160.0,https://pypi.org/project/tortoise-orm,453052.0,35,True,2,,1.0
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-11-24 11:54:48,2025-11-24 11:54:44,1888,14.0,210,84,354,,,2528,2025-05-14 19:00:46,3.7.1,74.0,7866711.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,126975.0,126975.0,59.0,https://pypi.org/project/motor,7866710.0,35,True,2,,
6,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-11-24 11:48:32,2025-10-25 06:56:02,797,28.0,475,51,608,4.0,289.0,5857,2025-10-25 06:53:51,15.0.1,450.0,627862.0,100.0,Ready-to-use and customizable users management for FastAPI.,5455.0,5455.0,74.0,https://pypi.org/project/fastapi-users,627856.0,34,True,1,,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067,57.0,187,38,691,37.0,290.0,2309,2025-04-18 08:27:47,0.26.2,67.0,2003997.0,51.0,Python library for implementing GraphQL servers using schema-first approach.,2003.0,2003.0,85.0,https://pypi.org/project/ariadne,2003997.0,34,True,2,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-11-26 16:20:58,2025-11-25 20:36:33,6481,82.0,1102,229,2624,,,4311,2025-11-11 21:13:24,4.15.4,4325.0,70935024.0,57.0,PyMongo - the Official MongoDB Python driver.,,,234.0,https://pypi.org/project/pymongo,70934968.0,33,True,3,,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-11-24 19:50:37,2025-11-20 18:45:39,579,5.0,262,18,468,92.0,411.0,2611,2025-11-20 18:47:01,2.0.1,,1178361.0,100.0,Asynchronous Python ODM for MongoDB.,4443.0,4443.0,119.0,https://pypi.org/project/beanie,1178361.0,32,True,3,BeanieODM/beanie,
10,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2025-11-27 08:39:58,2025-11-27 08:39:57,399,10.0,250,15,473,72.0,212.0,2567,2025-11-24 12:52:23,0.22.0,,412998.0,43.0,SQLAlchemy Admin for FastAPI and Starlette.,1776.0,1776.0,81.0,https://pypi.org/project/sqladmin,412998.0,31,True,1,,1.0
