,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-02-24 16:47:01,2026-02-24 16:46:37,17957,132.0,1625,103,1038,192.0,7966.0,11639,2026-02-24 16:34:33,rel_2_0_47,7815.0,297808419.0,100.0,The Database Toolkit for Python.,1170302.0,1170302.0,813.0,https://pypi.org/project/sqlalchemy,297808285.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-02-25 22:09:36,2026-02-25 10:31:10,1065,182.0,768,134,915,57.0,288.0,17672,2026-02-21 16:39:33,0.0.37,,10734225.0,36.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",30522.0,30522.0,105.0,https://pypi.org/project/sqlmodel,10734225.0,38,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,805,140,575,92.0,912.0,8250,2024-11-09 20:43:58,3.4.3,,28931885.0,63.0,GraphQL framework for Python.,30461.0,30461.0,211.0,https://pypi.org/project/graphene,28931885.0,37,True,1,,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-02-19 21:00:51,2026-02-19 14:37:14,1459,56.0,458,42,781,456.0,777.0,5510,2026-02-19 21:00:51,1.1.5,18.0,465999.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10448.0,10448.0,167.0,https://pypi.org/project/tortoise-orm,465999.0,37,True,2,,
4,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-02-26 03:08:45,2026-02-26 03:08:38,2937,196.0,154,13,1472,5.0,272.0,1628,2026-02-08 13:13:30,0.15.10,,3559306.0,88.0,FastAPI pagination.,4526.0,4526.0,56.0,https://pypi.org/project/fastapi-pagination,3559306.0,37,True,1,,
5,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355,,1163,132,1168,306.0,1411.0,4351,2024-09-19 08:33:36,0.29.1,,2077423.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27915.0,27915.0,401.0,https://pypi.org/project/mongoengine,2077423.0,36,True,1,,
6,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-02-25 19:02:43,2026-02-17 13:45:36,1901,13.0,209,83,369,,,2526,2025-05-14 19:00:46,3.7.1,119.0,8105029.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,127819.0,127819.0,60.0,https://pypi.org/project/motor,8105028.0,35,True,2,,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-02-25 16:39:54,2026-02-25 16:39:53,2211,144.0,187,37,719,34.0,297.0,2318,2026-02-19 11:48:41,0.29.0,147.0,1894256.0,58.0,Python library for implementing GraphQL servers using schema-first approach.,2025.0,2025.0,87.0,https://pypi.org/project/ariadne,1894255.0,35,True,2,,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-02-05 09:35:13,2026-02-05 09:33:33,814,17.0,480,53,615,4.0,292.0,6016,2026-02-05 09:37:04,15.0.4,490.0,704236.0,100.0,Ready-to-use and customizable users management for FastAPI.,5550.0,5550.0,76.0,https://pypi.org/project/fastapi-users,704230.0,34,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-02-26 17:59:44,2026-02-23 18:18:24,6546,65.0,1102,229,2710,,,4333,2026-01-07 18:15:35,4.16.0,4914.0,80696369.0,59.0,PyMongo - the Official MongoDB Python driver.,,,237.0,https://pypi.org/project/pymongo,80696308.0,33,True,3,,
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-02-26 17:02:54,2026-02-26 13:26:15,592,13.0,276,19,499,87.0,420.0,2649,2025-11-20 18:47:01,2.0.1,,1594194.0,100.0,Asynchronous Python ODM for MongoDB.,4517.0,4517.0,125.0,https://pypi.org/project/beanie,1594194.0,33,True,3,BeanieODM/beanie,1.0
11,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2026-02-26 15:32:19,2026-02-26 14:56:04,1527,97.0,95,16,1033,57.0,217.0,1801,2026-02-22 13:51:43,0.23.0,,951211.0,83.0,python async orm with fastapi in mind and pydantic validation.,1105.0,1105.0,47.0,https://pypi.org/project/ormar,951211.0,33,True,2,,
12,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-02-10 12:41:53,2026-02-10 12:41:52,412,13.0,265,16,500,75.0,217.0,2668,2026-02-04 08:17:02,0.23.0,,637014.0,44.0,SQLAlchemy Admin for FastAPI and Starlette.,1819.0,1819.0,84.0,https://pypi.org/project/sqladmin,637014.0,32,True,1,,
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-02-26 15:33:17,2026-02-26 15:33:15,2828,128.0,861,23,2621,566.0,979.0,998,2026-02-20 21:56:24,opentelemetry-instrumentation-google-genai==0.7b0,,44298580.0,78.0,OpenTelemetry instrumentation for Python modules.,,,422.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,44298580.0,31,True,1,,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2026-02-26 16:22:34,2026-02-26 14:11:56,1948,16.0,98,16,598,25.0,492.0,1864,2026-02-11 00:23:55,1.32.0,,200990.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",516.0,516.0,53.0,https://pypi.org/project/piccolo,200990.0,30,True,3,,
15,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,111,5,237,42.0,63.0,1433,2025-03-19 19:38:47,7.1.0,,10548153.0,14.0,Instrument your FastAPI with Prometheus metrics.,7346.0,7346.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,10548153.0,29,True,3,,
16,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2026-02-01 04:14:39,2026-01-25 11:23:24,601,41.0,88,17,343,86.0,91.0,1167,2026-01-24 18:02:42,1.1.0,,86233.0,23.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3586.0,3586.0,22.0,https://pypi.org/project/odmantic,86233.0,29,True,3,,
