,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-02-13 16:32:13,2025-02-13 16:31:56,17329,101.0,1459,100,887,215.0,7765.0,10021,2025-02-06 20:10:15,rel_2_0_38,51281.0,153612387.0,100.0,The Database Toolkit for Python.,982343.0,982343.0,760.0,https://pypi.org/project/sqlalchemy,153611296.0,45,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787,,811,141,571,91.0,910.0,8141,2024-11-09 20:43:58,3.4.3,,11423621.0,63.0,GraphQL framework for Python.,25945.0,25945.0,211.0,https://pypi.org/project/graphene,11423621.0,37,True,1,,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,,1161,136,1146,301.0,1406.0,4284,2024-09-19 08:33:36,0.29.1,,1217880.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,26339.0,26339.0,398.0,https://pypi.org/project/mongoengine,1217880.0,37,True,1,,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-02-12 13:35:43,2025-02-12 13:35:42,1363,58.0,399,45,653,476.0,656.0,4843,2025-01-23 11:42:31,0.24.0,18.0,230054.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",9221.0,9221.0,154.0,https://pypi.org/project/tortoise-orm,230054.0,36,True,2,,
4,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-02-10 22:51:25,2025-01-02 21:16:45,604,24.0,650,137,604,177.0,162.0,15183,2024-08-31 09:42:46,0.0.22,,3030966.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",21047.0,21047.0,83.0,https://pypi.org/project/sqlmodel,3030966.0,35,True,1,fastapi/sqlmodel,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-02-06 15:23:01,2025-02-06 15:23:01,1853,16.0,205,88,320,,,2463,2025-01-29 21:14:45,3.7.0,54.0,3064465.0,21.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,111540.0,111540.0,56.0,https://pypi.org/project/motor,3064465.0,35,True,2,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-02-10 17:12:36,2025-02-07 12:19:26,1942,91.0,179,39,677,35.0,285.0,2237,2025-02-10 17:12:37,0.25.2,,499573.0,47.0,Python library for implementing GraphQL servers using schema-first approach.,1803.0,1803.0,82.0,https://pypi.org/project/ariadne,499573.0,35,True,2,,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2025-02-13 03:30:57,2025-02-13 03:30:49,2400,195.0,143,14,1194,9.0,233.0,1274,2025-02-02 15:11:19,0.13.0a1,,960096.0,66.0,FastAPI pagination.,3402.0,3402.0,51.0,https://pypi.org/project/fastapi-pagination,960096.0,33,True,1,,1.0
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-01-04 13:18:26,2025-01-04 13:16:19,769,4.0,397,46,589,12.0,267.0,4879,2025-01-04 13:31:56,14.0.1,344.0,230750.0,100.0,Ready-to-use and customizable users management for FastAPI.,4490.0,4490.0,69.0,https://pypi.org/project/fastapi-users,230745.0,32,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-02-13 15:56:56,2025-02-12 17:15:54,6105,129.0,1075,238,2143,,,4181,2025-02-10 21:14:40,4.11.1,1135.0,38701078.0,43.0,PyMongo - the Official MongoDB Python driver.,,,222.0,https://pypi.org/project/pymongo,38701062.0,32,True,3,,1.0
