,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
0,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-05-26 22:06:07,2025-05-22 09:28:09,690.0,65.0,694.0,138.0,668.0,176.0,164.0,16051.0,2025-03-07 05:43:05,0.0.24,23.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",27317.0,27317.0,92.0,https://pypi.org/project/sqlmodel,3592922.0,3592922.0,38,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,,MIT,2012-03-05 12:10:20,2025-04-09 22:28:04,2025-04-09 22:28:03,4343.0,27.0,1160.0,135.0,1155.0,304.0,1409.0,4320.0,2024-09-19 08:33:36,0.29.1,46.0,A Python Object-Document-Mapper for working with MongoDB.,27479.0,27479.0,399.0,https://pypi.org/project/mongoengine,1251760.0,1251760.0,38,True,1,,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787.0,,804.0,141.0,571.0,91.0,911.0,8184.0,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,28520.0,28520.0,211.0,https://pypi.org/project/graphene,15591722.0,15591722.0,36,True,1,,
3,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,,Apache-2.0,2013-01-11 21:34:44,2025-05-14 18:57:50,2025-05-14 18:57:49,1866.0,11.0,205.0,86.0,332.0,,,2495.0,2025-05-14 19:00:46,3.7.1,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,123733.0,123733.0,57.0,https://pypi.org/project/motor,5978587.0,5978588.0,36,True,2,72.0,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,,Apache-2.0,2018-03-29 16:52:10,2025-05-26 08:52:14,2025-05-26 08:52:13,1386.0,14.0,423.0,46.0,689.0,456.0,714.0,5099.0,2025-04-14 11:41:57,0.25.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10062.0,10062.0,157.0,https://pypi.org/project/tortoise-orm,223991.0,223991.0,35,True,1,18.0,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,,BSD-3-Clause,2018-07-09 09:46:17,2025-04-18 07:41:34,2025-04-18 07:38:22,1998.0,13.0,186.0,39.0,686.0,37.0,288.0,2272.0,2025-04-18 08:27:47,0.26.2,51.0,Python library for implementing GraphQL servers using schema-first approach.,1929.0,1929.0,84.0,https://pypi.org/project/ariadne,720376.0,720376.0,34,True,2,48.0,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,,MIT,2020-11-06 18:05:12,2025-05-27 15:55:39,2025-05-27 15:55:39,2520.0,103.0,146.0,13.0,1253.0,11.0,241.0,1351.0,2025-04-24 16:51:17,0.13.1,70.0,FastAPI pagination.,4163.0,4163.0,51.0,https://pypi.org/project/fastapi-pagination,1183034.0,1183034.0,34,True,1,,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,,MIT,2019-10-05 15:40:31,2025-05-14 04:58:51,2025-01-04 13:16:19,769.0,,432.0,48.0,594.0,14.0,268.0,5236.0,2025-01-04 13:31:56,14.0.1,100.0,Ready-to-use and customizable users management for FastAPI.,5192.0,5192.0,68.0,https://pypi.org/project/fastapi-users,298986.0,298991.0,32,True,1,361.0,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,,Apache-2.0,2009-01-15 15:18:06,2025-05-28 19:44:54,2025-05-28 19:44:54,6291.0,166.0,1076.0,236.0,2349.0,,,4224.0,2025-05-14 19:18:18,4.13.0,48.0,PyMongo - the Official MongoDB Python driver.,,,223.0,https://pypi.org/project/pymongo,48241761.0,48241789.0,32,True,3,2034.0,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-05-26 18:58:42,2025-05-06 10:20:03,556.0,7.0,246.0,17.0,443.0,94.0,379.0,2335.0,2025-01-06 17:53:05,1.29.0,100.0,Asynchronous Python ODM for MongoDB.,4183.0,4183.0,106.0,https://pypi.org/project/beanie,954940.0,954940.0,32,True,3,,
10,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,,Apache-2.0,2019-11-08 18:23:43,2025-05-29 16:09:05,2025-05-29 16:09:04,2520.0,120.0,697.0,23.0,2125.0,505.0,854.0,845.0,2025-05-16 19:04:12,0.54b1,57.0,OpenTelemetry instrumentation for Python modules.,5.0,5.0,357.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,13785642.0,13785642.0,31,True,1,,
