,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
0,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-11-04 08:32:57,2025-11-04 08:32:56,855.0,123.0,741.0,138.0,782.0,61.0,284.0,17074.0,2025-10-08 16:38:41,0.0.27,26.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29400.0,29400.0,98.0,https://pypi.org/project/sqlmodel,7106562.0,7106562.0,38,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787.0,,801.0,140.0,572.0,90.0,912.0,8233.0,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,29813.0,29813.0,211.0,https://pypi.org/project/graphene,24893989.0,24893989.0,38,True,1,,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355.0,10.0,1167.0,131.0,1165.0,304.0,1411.0,4347.0,2024-09-19 08:33:36,0.29.1,46.0,A Python Object-Document-Mapper for working with MongoDB.,27790.0,27790.0,401.0,https://pypi.org/project/mongoengine,1708880.0,1708880.0,38,True,1,,
3,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,,Apache-2.0,2013-01-11 21:34:44,2025-11-03 14:22:05,2025-11-03 14:22:02,1886.0,13.0,211.0,84.0,352.0,,,2516.0,2025-05-14 19:00:46,3.7.1,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,126791.0,126791.0,59.0,https://pypi.org/project/motor,7577988.0,7577989.0,35,True,2,74.0,-1.0
4,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,,MIT,2019-10-05 15:40:31,2025-10-27 04:11:21,2025-10-25 06:56:02,797.0,28.0,476.0,50.0,607.0,4.0,288.0,5702.0,2025-10-25 06:53:51,15.0.1,100.0,Ready-to-use and customizable users management for FastAPI.,5435.0,5435.0,74.0,https://pypi.org/project/fastapi-users,607891.0,607897.0,34,True,1,442.0,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,,Apache-2.0,2018-03-29 16:52:10,2025-09-23 12:07:12,2025-09-23 12:07:12,1399.0,5.0,441.0,43.0,714.0,470.0,727.0,5364.0,2025-06-05 10:42:46,0.25.1,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10328.0,10328.0,160.0,https://pypi.org/project/tortoise-orm,401689.0,401689.0,34,True,1,18.0,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067.0,57.0,186.0,39.0,691.0,37.0,290.0,2306.0,2025-04-18 08:27:47,0.26.2,51.0,Python library for implementing GraphQL servers using schema-first approach.,2002.0,2002.0,85.0,https://pypi.org/project/ariadne,1565345.0,1565345.0,34,True,2,66.0,
7,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,,Apache-2.0,2009-01-15 15:18:06,2025-11-05 18:20:51,2025-11-05 18:20:45,6469.0,99.0,1099.0,230.0,2603.0,,,4292.0,2025-10-07 22:08:50,4.15.3,56.0,PyMongo - the Official MongoDB Python driver.,,,231.0,https://pypi.org/project/pymongo,65058653.0,65058712.0,33,True,3,4574.0,
8,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-11-03 19:46:59,2025-09-27 17:39:46,576.0,6.0,258.0,18.0,466.0,92.0,406.0,2483.0,2025-07-20 07:17:27,2.0.0,100.0,Asynchronous Python ODM for MongoDB.,4431.0,4431.0,119.0,https://pypi.org/project/beanie,1423084.0,1423084.0,32,True,3,,
9,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,,BSD-3-Clause,2021-12-22 10:09:54,2025-10-03 07:00:34,2025-10-03 07:00:34,393.0,4.0,246.0,15.0,469.0,74.0,208.0,2436.0,2025-07-02 09:40:46,0.21.0,42.0,SQLAlchemy Admin for FastAPI and Starlette.,1771.0,1771.0,77.0,https://pypi.org/project/sqladmin,448456.0,448456.0,31,True,1,,
