,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
10,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,,BSD-3-Clause,2021-12-22 10:09:54,2026-02-10 12:41:53,2026-02-10 12:41:52,412.0,19.0,265.0,16.0,499.0,74.0,217.0,2655.0,2026-02-04 08:17:02,0.23.0,44.0,SQLAlchemy Admin for FastAPI and Starlette.,1816.0,1816.0,84.0,https://pypi.org/project/sqladmin,573377.0,573377.0,32,True,1,,
11,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-02-11 11:14:59,2026-02-11 10:03:08,580.0,2.0,271.0,19.0,481.0,91.0,416.0,2641.0,2025-11-20 18:47:01,2.0.1,100.0,Asynchronous Python ODM for MongoDB.,4505.0,4505.0,119.0,https://pypi.org/project/beanie,1273639.0,1273639.0,31,True,3,,
12,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,,Apache-2.0,2019-11-08 18:23:43,2026-02-11 03:00:28,2026-02-10 17:16:29,2811.0,128.0,844.0,23.0,2568.0,559.0,968.0,992.0,2026-01-27 22:15:15,opentelemetry-instrumentation-google-genai==0.6b0,76.0,OpenTelemetry instrumentation for Python modules.,,,420.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,42447798.0,42447798.0,31,True,1,,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,,MIT,2018-10-27 20:53:26,2026-02-12 17:31:35,2026-02-11 13:05:06,1946.0,16.0,96.0,16.0,597.0,29.0,483.0,1857.0,2026-02-11 00:23:55,1.32.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",516.0,516.0,52.0,https://pypi.org/project/piccolo,126708.0,126708.0,30,True,2,,
14,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454.0,,110.0,5.0,237.0,42.0,63.0,1426.0,2025-03-19 19:38:47,7.1.0,14.0,Instrument your FastAPI with Prometheus metrics.,7253.0,7253.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,9322449.0,9322449.0,29,True,3,,
15,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,,ISC,2020-05-01 13:59:45,2026-02-01 04:14:39,2026-01-25 11:23:24,601.0,41.0,88.0,17.0,343.0,86.0,91.0,1166.0,2026-01-24 18:02:42,1.1.0,23.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3586.0,3586.0,22.0,https://pypi.org/project/odmantic,80728.0,80728.0,29,True,3,,
16,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,,MIT,2021-08-23 16:18:04,2026-02-11 10:57:46,2026-02-11 10:57:46,1433.0,68.0,56.0,14.0,709.0,,67.0,1141.0,2026-01-04 17:52:45,1.5.0,46.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,241.0,241.0,22.0,https://pypi.org/project/authx,46509.0,46509.0,29,True,2,,1.0
17,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,,MIT,2018-12-21 08:56:55,2026-02-12 17:18:21,2026-02-12 17:18:19,3732.0,136.0,601.0,39.0,2950.0,378.0,766.0,4610.0,2026-02-07 08:31:25,0.291.3,100.0,A GraphQL library for Python that leverages type annotations.,,,306.0,https://pypi.org/project/strawberry,943.0,988.0,27,True,3,544.0,
18,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,,MIT,2020-02-21 12:56:20,2025-08-10 12:25:45,2025-08-08 15:15:46,261.0,,107.0,17.0,128.0,50.0,64.0,1908.0,,,,A rate limiter for Starlette and FastAPI.,8729.0,8729.0,26.0,https://pypi.org/project/slowapi,5716960.0,5716960.0,27,True,1,,
19,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,,Apache-2.0,2019-06-21 15:51:20,2026-02-12 09:04:25,2026-02-12 08:16:54,518.0,27.0,137.0,26.0,602.0,19.0,286.0,265.0,,,,Dapr SDK for Python.,944.0,944.0,88.0,https://pypi.org/project/dapr-ext-fastapi,73311.0,73311.0,27,True,1,,
20,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,,2020-05-14 18:03:48,2026-02-11 23:11:01,2026-02-11 23:09:00,5484.0,217.0,41.0,10.0,2035.0,118.0,484.0,249.0,2026-02-11 23:11:02,0.17.1,87.0,Software for technical documentation and requirements management.,16.0,16.0,35.0,https://pypi.org/project/strictdoc,10538.0,10538.0,26,True,1,,
21,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406.0,,451.0,44.0,51.0,59.0,73.0,3705.0,2021-08-31 03:28:51,1.0.3,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",508.0,508.0,19.0,https://pypi.org/project/fastapi-admin,11064.0,11064.0,25,True,3,,
22,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128.0,,148.0,44.0,475.0,45.0,263.0,2812.0,,,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2502.0,2502.0,45.0,https://pypi.org/project/gino,21123.0,21123.0,24,True,3,,
23,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2026-01-27 20:01:28,2026-01-27 20:01:28,804.0,82.0,105.0,10.0,191.0,16.0,94.0,1479.0,2026-01-23 19:30:32,0.21.0,43.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",207.0,207.0,25.0,,,,24,True,1,,
24,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931.0,,88.0,15.0,563.0,213.0,205.0,2111.0,2024-08-16 02:54:35,0.15.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,649900.0,649900.0,23,True,3,,
25,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482.0,,68.0,10.0,94.0,1.0,58.0,823.0,2024-12-14 08:17:42,1.10.3,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1130.0,1130.0,15.0,https://pypi.org/project/fastapi-login,47467.0,47467.0,23,True,2,14.0,
26,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,,MIT,2021-08-10 19:46:24,2025-11-01 08:01:26,2025-07-25 06:56:51,359.0,,78.0,10.0,139.0,7.0,116.0,667.0,2025-07-25 06:57:46,5.2.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",146.0,146.0,33.0,https://pypi.org/project/fastapi-azure-auth,346402.0,346402.0,23,True,2,,
27,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,,Apache-2.0,2020-11-06 09:27:57,2026-02-06 08:40:24,2026-02-06 08:40:21,73.0,7.0,70.0,6.0,27.0,26.0,24.0,739.0,2026-02-06 06:59:44,0.2.0,8.0,A request rate limiter for fastapi.,,,12.0,https://pypi.org/project/fastapi-limiter,407313.0,407313.0,20,True,3,,1.0
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,,MIT,2019-06-25 19:24:31,2026-01-31 05:16:36,2026-01-31 05:16:36,746.0,3.0,44.0,5.0,254.0,34.0,146.0,467.0,2025-07-29 08:25:27,1.12.0,63.0,A powerful web admin for your database.,,,23.0,https://pypi.org/project/piccolo-admin,43659.0,43659.0,20,True,3,,
29,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125.0,,95.0,40.0,78.0,17.0,64.0,1874.0,2021-11-29 09:20:38,0.3.1,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,16568.0,16568.0,19,True,3,,
30,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149.0,,35.0,20.0,492.0,12.0,131.0,854.0,2021-11-15 11:05:03,1.4.1,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,5306.0,5306.0,19,True,3,,
31,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,,MIT,2020-07-23 09:40:19,2024-04-12 06:58:02,2020-11-11 05:05:27,123.0,,138.0,8.0,26.0,47.0,36.0,829.0,2020-11-06 11:15:11,0.5.0,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,4.0,https://pypi.org/project/fastapi-jwt-auth,90570.0,90570.0,18,False,3,,
32,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,,MIT,2019-11-03 16:30:26,2024-04-09 04:47:10,2024-04-09 04:47:04,96.0,,43.0,11.0,27.0,10.0,13.0,757.0,2020-09-25 16:25:49,0.2.1,5.0,Adds simple SQLAlchemy support to FastAPI.,3.0,3.0,10.0,https://pypi.org/project/fastapi-sqlalchemy,93179.0,93179.0,18,True,3,,
33,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,,MIT,2020-07-28 17:48:32,2023-05-17 13:14:36,2022-05-12 10:03:14,61.0,,37.0,5.0,40.0,30.0,19.0,441.0,2022-01-06 12:47:03,0.4.3,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",,,6.0,https://pypi.org/project/fastapi-cloudauth,77759.0,77759.0,17,True,3,,
34,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,,MIT,2020-02-07 14:58:15,2023-08-02 13:24:12,2022-05-15 23:48:21,59.0,,9.0,2.0,6.0,,4.0,246.0,2022-03-11 11:15:48,0.5.0,5.0,Implements authentication and authorization as FastAPI dependencies.,131.0,131.0,3.0,https://pypi.org/project/fastapi-security,13959.0,13960.0,17,True,3,86.0,
35,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,,MIT,2020-08-27 07:16:16,2023-12-19 20:22:23,2023-07-18 14:06:25,88.0,,31.0,1.0,18.0,1.0,10.0,472.0,2023-07-18 14:06:40,1.3.0,3.0,Drop-in API-key based security for FastAPI.,,,7.0,https://pypi.org/project/fastapi-simple-security,63524.0,63524.0,16,True,3,,
36,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,,MIT,2020-10-26 16:11:14,2025-04-04 14:05:18,2025-04-04 01:02:24,72.0,,25.0,8.0,13.0,1.0,14.0,231.0,2025-04-04 14:05:18,0.1.17,1.0,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,8.0,https://pypi.org/project/fastapi-chameleon,1468.0,1468.0,14,True,1,,
37,fastapi-jinja,AGeekInside/fastapi-jinja,fastapi-jinja,['observability'],restful-api-templating,https://github.com/AGeekInside/fastapi-jinja,https://github.com/AGeekInside/fastapi-jinja,,MIT,2020-10-26 21:44:13,2024-11-16 02:53:24,2024-11-16 02:53:22,22.0,,11.0,1.0,6.0,,,160.0,,,,Adds integration of the Jinja template language to FastAPI.,,,5.0,https://pypi.org/project/fastapi-jinja,383.0,383.0,10,True,3,,
38,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,,,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/sqlalchemy,280914062.0,280914062.0,9,False,3,,-37.0
39,fastapi-opentracing,wesdu/fastapi-opentracing,fastapi-opentracing,['observability'],restful-api-observability,https://github.com/wesdu/fastapi-opentracing,https://github.com/wesdu/fastapi-opentracing,,MIT,2020-09-28 06:56:37,2023-02-06 03:09:19,2022-01-19 03:50:12,30.0,,7.0,2.0,24.0,5.0,1.0,112.0,,,,fastapi opentracing middleware works on k8s.,,,5.0,https://pypi.org/project/fastapi-opentracing,68.0,68.0,7,True,3,,
40,fastapi-auth,dmontagu/fastapi-auth,fastapi-auth,['authentication'],restful-api-authentication,https://github.com/dmontagu/fastapi-auth,https://github.com/dmontagu/fastapi-auth,,MIT,2019-12-18 03:00:54,2023-02-14 21:35:21,2019-12-18 04:11:46,1.0,,10.0,3.0,4.0,1.0,1.0,263.0,,,,Auth for use with FastAPI.,,,,https://pypi.org/project/fastapi-auth,11.0,11.0,6,False,3,,
