,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-02-16 16:20:15,2023-02-16 02:38:47,16000,357.0,1045,90,574,148.0,6955.0,6769,2023-02-10 00:15:13,rel_2_0_3,39898.0,61533896,100.0,The Database Toolkit for Python.,522596.0,522596.0,599.0,https://pypi.org/project/sqlalchemy,61532923,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-02-09 09:30:25,2023-01-28 21:19:21,4051,39.0,1138,136,1089,340.0,1302.0,3943,2023-01-20 22:17:59,0.26.0,,924568,40.0,A Python Object-Document-Mapper for working with MongoDB.,19353.0,19353.0,385.0,https://pypi.org/project/mongoengine,924568,39,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-02-14 19:43:48,2022-12-25 21:59:05,1736,8.0,775,145,516,103.0,868.0,7574,2022-12-11 20:07:51,3.2.1,,2111468,57.0,GraphQL framework for Python.,16544.0,16544.0,196.0,https://pypi.org/project/graphene,2111468,35,True,1,-1.0
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-02-16 06:33:14,2023-02-12 13:56:56,1159,9.0,295,40,447,385.0,469.0,3384,2023-01-30 02:31:19,0.19.3,9.0,87661,100.0,"Familiar asyncio ORM for python, built with relations in mind.",5019.0,5019.0,118.0,https://pypi.org/project/tortoise-orm,87661,33,True,2,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-02-16 14:14:31,2023-02-15 20:15:34,1712,7.0,177,90,191,,,2107,2022-10-25 20:56:31,3.1.1,,1232125,8.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,51265.0,51265.0,41.0,https://pypi.org/project/motor,1232125,33,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-02-16 16:34:49,2023-02-16 12:24:23,1542,19.0,155,40,590,39.0,227.0,1958,2023-01-09 11:42:59,0.17.1,,180470,30.0,Python library for implementing GraphQL servers using schema-first approach.,1128.0,1128.0,62.0,https://pypi.org/project/ariadne,180470,33,True,2,
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-02-16 07:01:15,2023-02-15 22:39:00,2574,132.0,357,41,1814,250.0,411.0,2945,2023-02-13 00:11:07,0.156.4,426.0,452,100.0,A GraphQL library for Python that leverages type annotations.,1552.0,1552.0,177.0,https://pypi.org/project/strawberry,392,32,True,3,
7,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-02-15 12:39:26,2023-02-03 17:53:01,234,8.0,398,124,225,178.0,144.0,9380,2022-08-30 17:56:11,0.0.8,,323309,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",5099.0,5099.0,54.0,https://pypi.org/project/sqlmodel,323309,31,True,1,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-02-14 16:13:38,2023-02-14 16:10:11,668,15.0,240,34,510,2.0,220.0,2479,2023-02-13 16:56:40,10.4.0,19.0,35415,90.0,Ready-to-use and customizable users management for FastAPI.,886.0,886.0,54.0,https://pypi.org/project/fastapi-users,35415,31,True,1,1.0
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-02-15 21:03:12,2023-02-15 21:03:12,5213,35.0,979,238,1155,,,3788,2022-11-17 21:50:05,4.3.3,,20012267,25.0,PyMongo - the Official MongoDB Python driver.,,,195.0,https://pypi.org/project/pymongo,20012267,30,True,3,
10,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-02-15 02:58:44,2023-01-29 12:20:16,1160,22.0,62,16,549,52.0,173.0,1242,2023-01-29 12:21:40,0.12.1,,23049,76.0,python async orm with fastapi in mind and pydantic validation.,653.0,653.0,30.0,https://pypi.org/project/ormar,23049,29,True,2,
11,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-02-01 23:54:47,2023-01-31 18:48:45,1648,44.0,66,11,364,73.0,200.0,973,2023-01-07 16:03:08,0.105.0,,9464,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",238.0,238.0,38.0,https://pypi.org/project/piccolo,9464,29,True,2,1.0
