,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-01-29 19:40:56,2025-01-29 15:10:09,17297,86.0,1447,102,878,218.0,7748.0,9968,2025-01-09 22:43:36,rel_2_0_37,51464.0,148995501.0,100.0,The Database Toolkit for Python.,968923.0,968923.0,754.0,https://pypi.org/project/sqlalchemy,148994383.0,45,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787,4.0,810,141,570,89.0,910.0,8138,2024-11-09 20:43:58,3.4.3,,10859215.0,63.0,GraphQL framework for Python.,25660.0,25660.0,211.0,https://pypi.org/project/graphene,10859215.0,38,True,1,,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,,1160,136,1145,300.0,1406.0,4280,2024-09-19 08:33:36,0.29.1,,1110926.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,26213.0,26213.0,398.0,https://pypi.org/project/mongoengine,1110926.0,37,True,1,,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-01-27 17:55:36,2025-01-02 21:16:45,604,26.0,647,137,595,177.0,162.0,15103,2024-08-31 09:42:46,0.0.22,,2644431.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",20471.0,20471.0,83.0,https://pypi.org/project/sqlmodel,2644431.0,36,True,1,fastapi/sqlmodel,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-01-28 14:12:15,2025-01-28 14:12:15,1358,60.0,398,46,646,473.0,654.0,4814,2025-01-23 11:42:31,0.24.0,18.0,204280.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",9126.0,9126.0,154.0,https://pypi.org/project/tortoise-orm,204280.0,36,True,2,,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-01-29 21:14:00,2025-01-29 21:13:59,1852,16.0,203,89,318,,,2454,2025-01-29 21:14:45,3.7.0,52.0,2713884.0,21.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,110246.0,110246.0,56.0,https://pypi.org/project/motor,2713884.0,35,True,2,,1.0
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-01-30 14:08:49,2025-01-30 13:32:20,1906,55.0,179,40,670,35.0,285.0,2237,2024-12-19 11:56:49,0.24,,453051.0,44.0,Python library for implementing GraphQL servers using schema-first approach.,1793.0,1793.0,80.0,https://pypi.org/project/ariadne,453051.0,34,True,2,,1.0
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-01-04 13:18:26,2025-01-04 13:16:19,769,19.0,395,46,589,12.0,267.0,4847,2025-01-04 13:31:56,14.0.1,341.0,188349.0,100.0,Ready-to-use and customizable users management for FastAPI.,4430.0,4430.0,69.0,https://pypi.org/project/fastapi-users,188344.0,33,True,1,,
8,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2025-01-30 03:54:10,2025-01-30 03:54:04,2364,175.0,140,14,1179,11.0,230.0,1262,2024-12-21 15:37:54,0.12.34,,898238.0,65.0,FastAPI pagination.,3333.0,3333.0,49.0,https://pypi.org/project/fastapi-pagination,898238.0,33,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-01-29 23:46:36,2025-01-29 23:46:36,6057,94.0,1070,239,2098,,,4178,2025-01-28 16:06:14,4.11,995.0,38517277.0,42.0,PyMongo - the Official MongoDB Python driver.,,,221.0,https://pypi.org/project/pymongo,38517263.0,31,True,3,,-1.0
