,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-06-27 22:33:10,2026-06-27 22:32:39,18142,135.0,1685,108,1126,184.0,8053.0,11955,2026-06-15 15:41:27,rel_2_0_51,6124.0,390703335.0,100.0,The Database Toolkit for Python.,1192367.0,1192367.0,849.0,https://pypi.org/project/sqlalchemy,390703237.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-07-02 15:12:10,2026-07-02 15:12:09,1283,141.0,823,129,1074,1.0,347.0,18159,2026-06-25 13:01:25,0.0.39,,19220464.0,38.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",32066.0,32066.0,112.0,https://pypi.org/project/sqlmodel,19220464.0,39,True,1,fastapi/sqlmodel,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-06-23 22:16:49,2026-06-23 22:16:49,4371,13.0,1161,132,1183,306.0,1420.0,4349,2026-03-10 15:14:11,0.29.3,,2306657.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,28024.0,28024.0,402.0,https://pypi.org/project/mongoengine,2306657.0,39,True,1,,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,802,138,578,92.0,911.0,8236,2024-11-09 20:43:58,3.4.3,,37223072.0,63.0,GraphQL framework for Python.,31453.0,31453.0,212.0,https://pypi.org/project/graphene,37223072.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-06-23 15:33:16,2026-06-23 15:33:13,1508,30.0,489,43,864,467.0,793.0,5596,2026-03-21 20:03:05,1.1.7,24.0,569168.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10619.0,10619.0,178.0,https://pypi.org/project/tortoise-orm,569168.0,36,True,2,,
5,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-07-02 03:04:42,2026-06-29 03:20:49,3206,182.0,162,13,1639,5.0,278.0,1670,2026-06-16 17:25:28,0.15.15,,3627465.0,93.0,FastAPI pagination.,4678.0,4678.0,61.0,https://pypi.org/project/fastapi-pagination,3627465.0,36,True,1,,
6,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-06-29 13:22:33,2026-06-22 19:14:11,1910,8.0,209,82,390,,,2530,2025-05-14 19:00:46,3.7.1,173.0,9343555.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,129118.0,129118.0,62.0,https://pypi.org/project/motor,9343553.0,34,True,2,,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-06-15 11:20:51,2026-06-15 11:20:50,2381,38.0,193,38,750,30.0,307.0,2343,2026-06-15 11:04:06,1.1.0,448.0,1477039.0,65.0,Python library for implementing GraphQL servers using schema-first approach. Created with by Mirumee.,2056.0,2056.0,88.0,https://pypi.org/project/ariadne,1477035.0,34,True,2,,-1.0
8,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-07-02 10:58:16,2026-07-02 10:58:13,4005,147.0,636,40,3177,380.0,803.0,4678,2026-07-02 10:58:21,0.320.1,809.0,1013.0,100.0,A GraphQL library for Python that leverages type annotations.,5850.0,5850.0,325.0,https://pypi.org/project/strawberry,940.0,33,True,3,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-07-01 18:52:26,2026-07-01 18:52:26,6670,108.0,1117,227,2906,,,4349,2026-04-20 16:45:35,4.17.0,5667.0,111281766.0,60.0,PyMongo - the Official MongoDB Python driver.,,,242.0,https://pypi.org/project/pymongo,111281700.0,33,True,3,,
10,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/smithyhq/sqladmin,https://github.com/smithyhq/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-07-01 17:12:48,2026-06-08 11:14:58,463,43.0,282,14,553,54.0,256.0,2757,2026-06-08 11:17:34,0.27.2,,846439.0,51.0,SQLAlchemy Admin for FastAPI and Starlette.,1884.0,1884.0,99.0,https://pypi.org/project/sqladmin,846439.0,33,True,1,smithyhq/sqladmin,
11,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-06-22 12:37:13,2026-06-22 12:36:40,818,1.0,499,53,626,4.0,292.0,6182,2026-03-27 09:01:35,15.0.5,579.0,1810641.0,100.0,Ready-to-use and customizable users management for FastAPI.,5738.0,5738.0,78.0,https://pypi.org/project/fastapi-users,1810634.0,32,True,1,,
12,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-06-29 19:43:12,2026-03-29 11:57:21,626,,295,19,538,70.0,443.0,2683,2026-03-27 03:54:07,2.1.0,,1995795.0,100.0,Asynchronous Python ODM for MongoDB.,4643.0,4643.0,130.0,https://pypi.org/project/beanie,1995795.0,32,True,3,BeanieODM/beanie,1.0
13,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/ormar-orm/ormar,https://github.com/ormar-orm/ormar,MIT,2020-08-02 06:34:03,2026-07-02 02:34:10,2026-07-02 02:34:02,1672,118.0,95,15,1190,32.0,246.0,1806,2026-06-08 16:37:26,0.26.0,,153032.0,87.0,python async orm with fastapi in mind and pydantic validation.,1108.0,1108.0,55.0,https://pypi.org/project/ormar,153032.0,32,True,2,ormar-orm/ormar,
14,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2026-07-01 05:33:26,2026-06-23 09:37:43,484,30.0,117,5,263,42.0,69.0,1471,2026-06-23 09:44:32,8.0.2,,14591034.0,17.0,Instrument your FastAPI with Prometheus metrics.,8494.0,8494.0,35.0,https://pypi.org/project/prometheus-fastapi-instrumentator,14591034.0,32,True,1,,
15,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-07-02 12:25:36,2026-07-01 21:38:18,3042,149.0,972,22,3032,544.0,1079.0,1070,2026-06-24 15:19:50,0.64b0,,82967925.0,89.0,OpenTelemetry instrumentation for Python modules.,,,467.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,82967925.0,31,True,3,,
16,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2026-06-25 13:01:43,2026-06-13 12:01:00,267,3.0,122,15,145,53.0,65.0,2023,2026-06-13 12:06:33,0.1.10,,18812685.0,1.0,A rate limiter for Starlette and FastAPI.,11283.0,11283.0,28.0,https://pypi.org/project/slowapi,18812685.0,30,True,1,,
