,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-09-14 15:49:53,2023-09-14 15:49:37,16538,167.0,1189,92,670,173.0,7283.0,7739,2023-08-15 18:50:48,rel_2_0_20,45712.0,90563481,100.0,The Database Toolkit for Python.,631497.0,631497.0,649.0,https://pypi.org/project/sqlalchemy,90562529,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-08-26 15:29:20,2023-04-18 19:22:32,4081,,1142,139,1101,344.0,1320.0,4048,2023-03-03 10:21:35,0.27.0,,927596,41.0,A Python Object-Document-Mapper for working with MongoDB.,21390.0,21390.0,387.0,https://pypi.org/project/mongoengine,927596,37,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-09-04 23:32:33,2023-08-30 21:41:17,1754,7.0,793,143,537,102.0,874.0,7778,2023-07-26 06:47:55,3.3.0,,1749545,59.0,GraphQL framework for Python.,18716.0,18716.0,206.0,https://pypi.org/project/graphene,1749545,36,True,1,
3,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-09-08 01:39:49,2023-09-05 16:58:54,1745,15.0,190,87,225,,,2209,2023-08-31 20:43:19,3.3.1,,1148223,12.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,69396.0,69396.0,45.0,https://pypi.org/project/motor,1148223,34,True,2,
4,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-08-14 22:59:59,2023-08-01 09:19:41,246,10.0,453,143,252,179.0,146.0,10634,2022-08-30 17:56:11,0.0.8,,537748,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",7257.0,7257.0,53.0,https://pypi.org/project/sqlmodel,537748,33,True,1,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-09-02 05:02:14,2023-08-30 02:01:45,1184,9.0,325,40,478,449.0,492.0,3808,2023-08-11 03:42:54,0.20.0,13.0,94041,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6255.0,6255.0,122.0,https://pypi.org/project/tortoise-orm,94041,33,True,2,
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-09-14 15:35:16,2023-09-14 15:35:14,2930,153.0,438,43,2192,322.0,491.0,3433,2023-09-14 15:35:42,0.207.0,381.0,491,100.0,A GraphQL library for Python that leverages type annotations.,2196.0,2196.0,220.0,https://pypi.org/project/strawberry,415,32,True,2,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-06-27 14:25:22,2023-06-27 14:21:08,1679,20.0,172,40,628,44.0,251.0,2068,2023-06-27 14:25:22,0.20.1,,353439,38.0,Python library for implementing GraphQL servers using schema-first approach.,1344.0,1344.0,69.0,https://pypi.org/project/ariadne,353439,32,True,2,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-09-13 23:18:56,2023-09-13 18:31:43,5412,120.0,1012,238,1370,,,3919,2023-08-22 13:42:54,4.5.0,,21849174,28.0,PyMongo - the Official MongoDB Python driver.,,,205.0,https://pypi.org/project/pymongo,21849174,31,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-08-29 15:20:27,2023-08-26 08:23:06,716,25.0,301,36,544,3.0,241.0,3378,2023-08-26 08:37:15,12.1.2,79.0,53993,97.0,Ready-to-use and customizable users management for FastAPI.,1922.0,1922.0,62.0,https://pypi.org/project/fastapi-users,53992,31,True,1,
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-09-14 17:27:39,2023-09-14 05:01:46,421,20.0,149,16,259,51.0,249.0,1428,2023-09-14 05:03:57,1.22.5,,119875,100.0,Asynchronous Python ODM for MongoDB.,1443.0,1443.0,57.0,https://pypi.org/project/beanie,119875,31,True,3,2.0
11,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-09-14 02:09:34,2023-09-14 02:07:26,1277,61.0,72,16,705,64.0,176.0,1427,2023-06-18 17:05:55,0.12.2,,41478,77.0,python async orm with fastapi in mind and pydantic validation.,872.0,872.0,33.0,https://pypi.org/project/ormar,41478,31,True,2,
12,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-09-14 03:25:56,2023-09-14 03:25:48,1374,214.0,103,8,668,6.0,140.0,823,2023-08-24 08:16:55,0.12.9,,290443,40.0,FastAPI pagination.,1553.0,1553.0,37.0,https://pypi.org/project/fastapi-pagination,290443,31,True,1,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-09-11 19:45:44,2023-09-11 19:45:00,1716,28.0,74,13,413,88.0,236.0,1099,2023-09-11 19:45:44,0.121.0,,12672,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",281.0,281.0,42.0,https://pypi.org/project/piccolo,12672,29,True,3,
