,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-04-27 13:51:51,2023-04-27 13:50:56,16235,340.0,1103,91,611,169.0,7091.0,7155,2023-04-27 01:55:48,rel_2_0_11,41147.0,70068330,100.0,The Database Toolkit for Python.,555539.0,555539.0,620.0,https://pypi.org/project/sqlalchemy,70067374,45,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-04-27 00:59:01,2023-04-18 19:22:32,4081,28.0,1145,136,1099,345.0,1308.0,3984,2023-03-03 10:21:35,0.27.0,,1136420,41.0,A Python Object-Document-Mapper for working with MongoDB.,20009.0,20009.0,385.0,https://pypi.org/project/mongoengine,1136420,39,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-04-14 05:15:33,2023-03-13 20:24:16,1742,6.0,787,143,522,102.0,871.0,7655,2023-03-13 20:25:52,3.2.2,,2106027,58.0,GraphQL framework for Python.,17250.0,17250.0,198.0,https://pypi.org/project/graphene,2106027,36,True,1,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-04-27 11:46:17,2023-04-27 11:46:13,1171,13.0,305,40,459,400.0,473.0,3515,2023-01-30 02:31:19,0.19.3,10.0,88240,100.0,"Familiar asyncio ORM for python, built with relations in mind.",5406.0,5406.0,120.0,https://pypi.org/project/tortoise-orm,88240,34,True,2,
4,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-04-24 18:01:36,2023-04-24 18:01:35,1588,50.0,161,40,613,47.0,237.0,1998,2023-03-28 13:00:46,0.19.1,,159278,36.0,Python library for implementing GraphQL servers using schema-first approach.,1189.0,1189.0,67.0,https://pypi.org/project/ariadne,159278,34,True,2,1.0
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-04-12 19:30:06,2023-04-12 19:30:05,1720,9.0,180,88,198,,,2145,2023-04-03 20:26:32,3.1.2,,1323121,9.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,57213.0,57213.0,42.0,https://pypi.org/project/motor,1323121,33,True,2,
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-04-26 19:05:28,2023-04-25 20:51:43,2682,136.0,392,44,1946,264.0,443.0,3161,2023-04-25 20:52:02,0.174.0,443.0,592,100.0,A GraphQL library for Python that leverages type annotations.,1747.0,1747.0,196.0,https://pypi.org/project/strawberry,529,32,True,3,
7,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-04-26 18:45:51,2023-02-21 11:02:54,236,8.0,407,132,232,176.0,146.0,9782,2022-08-30 17:56:11,0.0.8,,373501,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",5683.0,5683.0,54.0,https://pypi.org/project/sqlmodel,373501,31,True,1,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-04-26 23:22:00,2023-04-25 22:28:10,5247,46.0,990,239,1193,,,3831,2022-11-17 21:50:05,4.3.3,,19132694,25.0,PyMongo - the Official MongoDB Python driver.,,,197.0,https://pypi.org/project/pymongo,19132694,31,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-04-27 11:38:26,2023-04-27 11:38:19,686,23.0,260,33,523,3.0,227.0,2680,2023-04-14 14:11:38,10.4.2,32.0,47926,92.0,Ready-to-use and customizable users management for FastAPI.,1118.0,1118.0,57.0,https://pypi.org/project/fastapi-users,47926,31,True,1,
10,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-04-27 04:10:04,2023-04-27 04:09:55,1046,215.0,90,8,507,6.0,114.0,691,2023-04-18 09:17:03,0.12.2,,217861,33.0,FastAPI pagination.,1187.0,1187.0,30.0,https://pypi.org/project/fastapi-pagination,217861,30,True,1,
11,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-04-26 03:05:51,2023-04-26 03:05:42,1192,33.0,62,16,597,55.0,173.0,1310,2023-01-29 12:21:40,0.12.1,,20068,76.0,python async orm with fastapi in mind and pydantic validation.,737.0,737.0,30.0,https://pypi.org/project/ormar,20068,29,True,2,
12,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-04-22 02:37:55,2023-03-31 19:43:43,383,10.0,112,15,217,39.0,202.0,1169,2023-04-12 08:10:30,1.18.0,,53715,92.0,Asynchronous Python ODM for MongoDB.,961.0,961.0,43.0,https://pypi.org/project/beanie,53715,29,True,3,
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2023-04-25 22:12:02,2023-04-25 17:44:11,1769,60.0,338,14,1049,267.0,443.0,432,2023-03-22 16:52:12,0.38b0,,629446,30.0,OpenTelemetry instrumentation for Python modules.,5.0,5.0,193.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,629446,29,True,1,
14,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2023-04-27 01:36:26,2023-04-06 07:22:11,748,37.0,44,14,402,138.0,156.0,1114,2023-03-05 18:54:43,0.8.2,,14497,28.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,211.0,211.0,21.0,https://pypi.org/project/prisma,14497,28,True,3,
15,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-04-26 09:46:05,2023-04-26 09:43:21,1670,26.0,68,12,384,81.0,212.0,1010,2023-04-26 09:46:05,0.110.0,,13016,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",255.0,255.0,39.0,https://pypi.org/project/piccolo,13016,28,True,3,
16,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2023-04-19 17:55:26,2023-04-19 17:55:19,412,40.0,58,4,169,21.0,50.0,520,2023-03-20 20:07:18,6.0.0,,220965,10.0,Instrument your FastAPI app.,609.0,609.0,24.0,https://pypi.org/project/prometheus-fastapi-instrumentator,220965,27,True,3,
17,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/MushroomMaula/fastapi_login,https://github.com/MushroomMaula/fastapi_login,MIT,2019-10-21 14:47:00,2023-03-27 14:47:53,2023-03-27 14:44:49,451,24.0,48,5,53,6.0,45.0,456,2023-03-27 14:40:30,1.9.0,3.0,14551,18.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,456.0,456.0,12.0,https://pypi.org/project/fastapi-login,14551,25,True,2,
18,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,143,49,472,45.0,262.0,2560,,,,20202,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2119.0,2119.0,46.0,https://pypi.org/project/gino,20202,24,True,3,
19,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2023-04-10 02:17:58,2023-04-10 02:17:56,370,7.0,243,32,34,28.0,67.0,1809,2021-08-31 03:28:51,1.0.3,,3546,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",124.0,124.0,12.0,https://pypi.org/project/fastapi-admin,3546,24,True,1,
20,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/Intility/fastapi-azure-auth,https://github.com/Intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2023-04-14 08:15:17,2023-04-04 11:43:33,259,23.0,43,8,72,4.0,54.0,250,2023-04-04 11:49:37,4.0.0,,19303,19.0,"Easy and secure implementation of Azure AD for your FastAPI APIs B2C, single- and multi-tenant support.",29.0,29.0,17.0,https://pypi.org/project/fastapi-azure-auth,19303,23,True,2,
21,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2023-04-21 07:58:32,2023-04-21 07:57:29,253,30.0,99,9,280,13.0,104.0,871,2023-04-21 07:57:44,0.10.3,,20390,26.0,SQLAlchemy Admin for FastAPI and Starlette.,,,27.0,https://pypi.org/project/sqladmin,20390,22,True,3,
22,fastapi-sqlalchemy,mfreeborn/fastapi-sqlalchemy,fastapi-sqlalchemy,[],database-orm-integrations,https://github.com/mfreeborn/fastapi-sqlalchemy,https://github.com/mfreeborn/fastapi-sqlalchemy,MIT,2019-11-03 16:30:26,2023-02-14 21:41:04,2022-09-25 17:19:06,53,,33,11,25,10.0,9.0,499,2020-09-25 16:25:49,0.2.1,,49086,5.0,Adds simple SQLAlchemy support to FastAPI.,1165.0,1165.0,5.0,https://pypi.org/project/fastapi-sqlalchemy,49086,22,True,3,
23,fastapi-limiter,long2ice/fastapi-limiter,fastapi-limiter,['rate-limiting'],restful-api-rate-limiting,https://github.com/long2ice/fastapi-limiter,https://github.com/long2ice/fastapi-limiter,Apache-2.0,2020-11-06 09:27:57,2023-04-14 08:03:52,2022-11-24 13:13:44,45,,32,7,11,10.0,12.0,250,2022-11-16 14:00:58,0.1.5,,22079,6.0,A request rate limiter for fastapi.,238.0,238.0,6.0,https://pypi.org/project/fastapi-limiter,22079,22,True,1,
24,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2023-04-17 07:57:21,2022-01-20 14:55:31,1149,,39,21,478,9.0,131.0,844,2021-11-15 11:05:03,1.4.1,,1625,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,1625,21,True,3,
25,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2023-04-18 05:29:38,2023-01-03 19:16:25,478,,72,21,211,43.0,80.0,788,2023-01-03 20:08:22,0.9.2,,13531,18.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,,17.0,https://pypi.org/project/odmantic,13531,21,True,3,
26,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2023-04-27 06:12:13,2023-04-27 06:12:11,516,83.0,31,10,379,,23.0,481,2023-02-17 20:35:58,0.9.0,,376,28.0,Ready to use and Customizable Authentications and Authorisations Management for FastAPI.,6.0,6.0,12.0,https://pypi.org/project/authx,376,21,True,2,
27,fastapi-cloudauth,tokusumi/fastapi-cloudauth,fastapi-cloudauth,['authentication'],restful-api-authentication,https://github.com/tokusumi/fastapi-cloudauth,https://github.com/tokusumi/fastapi-cloudauth,MIT,2020-07-28 17:48:32,2023-03-14 11:50:30,2022-05-12 10:03:14,61,,31,4,38,26.0,18.0,274,2022-01-06 12:47:03,0.4.3,,23535,10.0,"Simple integration between FastAPI and cloud authentication services (AWS Cognito, Auth0, Firebase Authentication).",64.0,64.0,6.0,https://pypi.org/project/fastapi-cloudauth,23535,20,True,3,
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2023-04-26 22:26:00,2023-04-26 22:21:54,623,19.0,31,6,173,27.0,85.0,220,2023-04-26 22:26:00,0.48.0,,1834,28.0,A powerful web admin for your database.,,,17.0,https://pypi.org/project/piccolo-admin,1834,20,True,3,
29,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,92,39,78,15.0,64.0,1714,2021-11-29 09:20:38,0.3.1,,4410,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,4410,18,True,3,
30,fastapi-jwt-auth,IndominusByte/fastapi-jwt-auth,fastapi-jwt-auth,['authentication'],restful-api-authentication,https://github.com/IndominusByte/fastapi-jwt-auth,https://github.com/IndominusByte/fastapi-jwt-auth,MIT,2020-07-23 09:40:19,2022-10-30 06:32:55,2020-11-11 05:05:27,123,,85,7,17,44.0,36.0,503,2020-11-06 11:15:11,0.5.0,,37200,5.0,"FastAPI extension that provides JWT Auth support (secure, easy to use, and lightweight).",,,3.0,https://pypi.org/project/fastapi-jwt-auth,37200,17,True,3,
31,fastapi-simple-security,mrtolkien/fastapi_simple_security,fastapi-simple-security,['authentication'],restful-api-authentication,https://github.com/mrtolkien/fastapi_simple_security,https://github.com/mrtolkien/fastapi_simple_security,MIT,2020-08-27 07:16:16,2023-03-24 14:09:26,2022-11-28 05:26:04,66,,29,1,13,1.0,8.0,188,2022-10-19 08:06:27,1.2.0,,665,2.0,"API-key based security utilities for FastAPI, focused on simplicity of use.",,,5.0,https://pypi.org/project/fastapi-simple-security,665,14,True,3,
32,fastapi-security,jacobsvante/fastapi-security,fastapi-security,['authentication'],restful-api-authentication,https://github.com/jacobsvante/fastapi-security,https://github.com/jacobsvante/fastapi-security,MIT,2020-02-07 14:58:15,2022-10-01 23:44:25,2022-05-15 23:48:21,59,,4,2,5,,3.0,112,2022-03-11 11:15:48,0.5.0,17.0,2983,5.0,Implements authentication and authorization as FastAPI dependencies.,35.0,35.0,3.0,https://pypi.org/project/fastapi-security,2983,14,True,3,
33,fastapi-chameleon,mikeckennedy/fastapi-chameleon,fastapi-chameleon,['observability'],restful-api-templating,https://github.com/mikeckennedy/fastapi-chameleon,https://github.com/mikeckennedy/fastapi-chameleon,MIT,2020-10-26 16:11:14,2023-02-11 22:11:31,2023-02-11 22:11:27,56,5.0,23,8,12,1.0,12.0,128,,,,268,,Adds integration of the Chameleon template language to FastAPI. #pypackage.,,,7.0,https://pypi.org/project/fastapi-chameleon,268,12,True,1,
