,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-06-06 13:53:20,2024-06-06 13:53:04,16994,139.0,1331,98,795,216.0,7558.0,9013,2024-05-05 18:04:05,rel_2_0_30,48108.0,116238232.0,100.0,The Database Toolkit for Python.,790680.0,790680.0,713.0,https://pypi.org/project/sqlalchemy,116237187.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-04-24 15:32:09,2024-03-10 11:56:26,4154,6.0,1152,137,1122,348.0,1346.0,4175,2024-03-07 17:35:36,0.28.2,,1087245.0,44.0,A Python Object-Document-Mapper for working with MongoDB.,24142.0,24142.0,391.0,https://pypi.org/project/mongoengine,1087245.0,38,True,1,-1.0,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-06-05 01:52:55,2024-06-05 01:52:54,435,59.0,563,150,404,176.0,155.0,13334,2024-06-04 03:29:16,0.0.19,,1382561.0,18.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",12530.0,12530.0,77.0,https://pypi.org/project/sqlmodel,1382561.0,37,True,1,1.0,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-05-20 00:09:33,2024-05-16 08:17:46,1759,4.0,801,143,551,112.0,877.0,8001,2023-07-26 06:47:55,3.3.0,,8186561.0,59.0,GraphQL framework for Python.,21498.0,21498.0,207.0,https://pypi.org/project/graphene,8186561.0,36,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-06-03 06:25:22,2024-06-03 06:25:22,1244,50.0,349,44,528,499.0,539.0,4320,2024-06-01 10:00:19,0.21.3,13.0,142652.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",7759.0,7759.0,134.0,https://pypi.org/project/tortoise-orm,142652.0,35,True,2,,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-06-05 20:18:24,2024-06-05 20:18:23,1802,21.0,203,92,279,,,2348,2024-03-26 18:57:20,3.4.0,,1978805.0,14.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,91267.0,91267.0,52.0,https://pypi.org/project/motor,1978805.0,35,True,2,,
6,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-06-06 17:17:43,2024-06-05 22:27:12,2040,151.0,514,19,1484,406.0,657.0,630,2024-05-31 16:18:22,0.46b0,,5098475.0,38.0,OpenTelemetry instrumentation for Python modules.,1525.0,1525.0,261.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5098475.0,34,True,1,,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-04-12 04:44:54,2024-04-09 09:00:03,1833,24.0,176,40,656,32.0,277.0,2154,2024-03-18 10:27:12,0.23.0,,209170.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1616.0,1616.0,74.0,https://pypi.org/project/ariadne,209170.0,33,True,2,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-06-06 17:16:04,2024-06-06 16:01:24,5654,101.0,1044,240,1655,,,4067,2024-06-04 19:31:04,4.7.3,,29164142.0,35.0,PyMongo - the Official MongoDB Python driver.,,,214.0,https://pypi.org/project/pymongo,29164142.0,32,True,3,,
9,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-06-06 15:20:34,2024-06-06 15:20:00,1917,158.0,122,10,952,16.0,191.0,1065,2024-04-26 18:21:57,0.12.24,,608507.0,55.0,FastAPI pagination.,2374.0,2374.0,43.0,https://pypi.org/project/fastapi-pagination,608507.0,32,True,1,,
