,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-03-07 01:18:38,2024-03-05 14:30:49,16853,139.0,1272,95,760,208.0,7473.0,8516,2024-03-04 13:41:20,rel_2_0_28,48226.0,108385567.0,100.0,The Database Toolkit for Python.,731100.0,731100.0,693.0,https://pypi.org/project/sqlalchemy,108384519.0,45,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-03-07 17:35:35,2024-03-07 17:14:54,4148,48.0,1146,137,1118,340.0,1343.0,4140,2024-03-07 17:35:36,0.28.2,,1349382.0,44.0,A Python Object-Document-Mapper for working with MongoDB.,23213.0,23213.0,391.0,https://pypi.org/project/mongoengine,1349382.0,40,True,1,2.0
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-03-07 14:19:26,2024-02-17 13:53:16,376,11.0,511,148,334,173.0,153.0,12475,2024-02-17 13:54:28,0.0.16,,924753.0,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",10160.0,10160.0,71.0,https://pypi.org/project/sqlmodel,924753.0,35,True,1,-1.0
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-02-18 00:38:53,2023-10-06 20:15:26,1755,,798,143,541,107.0,877.0,7931,2023-07-26 06:47:55,3.3.0,,2865112.0,59.0,GraphQL framework for Python.,20162.0,20162.0,207.0,https://pypi.org/project/graphene,2865112.0,35,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-03-04 19:26:29,2024-03-04 19:26:28,1781,22.0,201,91,260,,,2294,2023-11-14 21:54:12,3.3.2,,1575121.0,13.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,83682.0,83682.0,50.0,https://pypi.org/project/motor,1575121.0,35,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-02-29 17:08:34,2024-02-29 17:08:34,1809,103.0,176,39,650,31.0,272.0,2121,2024-01-31 15:58:31,0.22.0,,228927.0,42.0,Python library for implementing GraphQL servers using schema-first approach.,1528.0,1528.0,72.0,https://pypi.org/project/ariadne,228927.0,34,True,2,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-03-07 03:14:36,2024-03-07 03:12:00,1757,200.0,113,9,866,9.0,178.0,973,2024-03-05 12:30:31,0.12.19,,527828.0,50.0,FastAPI pagination.,2054.0,2054.0,40.0,https://pypi.org/project/fastapi-pagination,527828.0,33,True,1,1.0
7,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-03-05 16:41:24,2024-02-13 12:48:28,1194,3.0,339,43,496,496.0,508.0,4142,2023-08-11 03:42:54,0.20.0,13.0,123595.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",7249.0,7249.0,126.0,https://pypi.org/project/tortoise-orm,123595.0,32,True,2,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-03-07 18:00:43,2024-03-05 15:53:53,5552,64.0,1027,239,1540,,,4010,2024-02-21 21:43:51,4.6.2,,25535343.0,31.0,PyMongo - the Official MongoDB Python driver.,,,209.0,https://pypi.org/project/pymongo,25535343.0,32,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-03-05 08:10:55,2024-03-05 08:10:13,736,20.0,341,40,559,10.0,250.0,3925,2024-02-05 08:55:46,12.1.3,167.0,85659.0,98.0,Ready-to-use and customizable users management for FastAPI.,2892.0,2892.0,64.0,https://pypi.org/project/fastapi-users,85656.0,32,True,1,
10,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-03-07 17:33:29,2024-03-07 17:33:28,1888,37.0,461,16,1341,416.0,548.0,577,2024-02-23 17:50:03,0.44b0,,2973433.0,36.0,OpenTelemetry instrumentation for Python modules.,1236.0,1236.0,233.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,2973433.0,32,True,1,3.0
11,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2024-02-29 11:07:05,2024-02-26 22:10:44,469,14.0,180,18,318,67.0,306.0,1726,2024-01-25 05:53:16,1.25.0,,194658.0,100.0,Asynchronous Python ODM for MongoDB.,2053.0,2053.0,73.0,https://pypi.org/project/beanie,194658.0,31,True,3,
12,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-03-05 09:56:09,2024-02-12 21:57:23,1315,13.0,78,16,773,69.0,178.0,1537,2023-06-18 17:05:55,0.12.2,,84392.0,77.0,python async orm with fastapi in mind and pydantic validation.,973.0,973.0,35.0,https://pypi.org/project/ormar,84392.0,30,True,2,
13,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2024-03-07 12:55:31,2024-03-07 12:55:31,338,10.0,155,13,378,29.0,165.0,1477,2024-02-21 15:16:39,0.16.1,,57964.0,36.0,SQLAlchemy Admin for FastAPI and Starlette.,634.0,634.0,50.0,https://pypi.org/project/sqladmin,57964.0,29,True,1,1.0
