,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-10-31 13:20:31,2024-10-31 13:20:24,17209,132.0,1413,103,855,225.0,7692.0,9617,2024-10-15 19:41:54,rel_2_0_36,51280.0,148356606.0,100.0,The Database Toolkit for Python.,895904.0,895904.0,740.0,https://pypi.org/project/sqlalchemy,148355414.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,106.0,1158,136,1156,297.0,1412.0,4237,2024-09-19 08:33:36,0.29.1,,1471991.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25411.0,25411.0,399.0,https://pypi.org/project/mongoengine,1471991.0,40,True,1,,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-10-27 20:19:22,2024-10-27 20:16:40,1783,10.0,806,141,567,90.0,907.0,8086,2024-10-27 20:19:22,3.4.1,,12897369.0,61.0,GraphQL framework for Python.,24062.0,24062.0,208.0,https://pypi.org/project/graphene,12897369.0,38,True,1,1.0,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-10-30 22:29:03,2024-10-27 08:08:55,578,108.0,617,143,549,176.0,160.0,14434,2024-08-31 09:42:46,0.0.22,,2212830.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",16766.0,16766.0,80.0,https://pypi.org/project/sqlmodel,2212830.0,36,True,1,,fastapi/sqlmodel
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-30 15:49:59,2024-09-18 16:51:48,1836,14.0,201,91,306,,,2422,2024-09-18 23:23:42,3.5.3,33.0,2818627.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,102524.0,102524.0,54.0,https://pypi.org/project/motor,2818627.0,35,True,2,,
5,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-10-30 21:07:25,2024-10-30 21:07:24,2221,74.0,592,23,1716,418.0,768.0,728,2024-08-28 21:28:30,0.48b0,,5792771.0,40.0,OpenTelemetry instrumentation for Python modules.,2234.0,2234.0,309.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5792771.0,35,True,1,,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-10-26 07:21:50,2024-10-26 07:21:50,1296,19.0,384,50,577,520.0,570.0,4635,2024-10-14 08:04:06,0.21.7,16.0,262123.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8562.0,8562.0,148.0,https://pypi.org/project/tortoise-orm,262123.0,34,True,2,,
7,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-10-30 20:46:52,2024-10-30 20:46:52,5957,228.0,1059,240,1981,,,4140,2024-10-02 23:57:07,4.9.2,492.0,34346757.0,41.0,PyMongo - the Official MongoDB Python driver.,,,219.0,https://pypi.org/project/pymongo,34346750.0,33,True,3,,
8,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-10-31 10:09:15,2024-10-31 10:09:15,2187,187.0,135,13,1090,9.0,220.0,1181,2024-10-08 17:02:15,0.12.31,,1004834.0,62.0,FastAPI pagination.,2919.0,2919.0,48.0,https://pypi.org/project/fastapi-pagination,1004834.0,33,True,1,,
9,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,,179,39,662,32.0,283.0,2212,2024-03-18 10:27:12,0.23.0,,581273.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1713.0,1713.0,77.0,https://pypi.org/project/ariadne,581273.0,32,True,2,-1.0,
