,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-10-15 19:42:28,2024-10-15 19:42:11,17200,148.0,1406,103,848,224.0,7686.0,9557,2024-10-15 19:41:54,rel_2_0_36,51257.0,163470863.0,100.0,The Database Toolkit for Python.,885050.0,885050.0,738.0,https://pypi.org/project/sqlalchemy,163469671.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,106.0,1158,136,1155,297.0,1410.0,4232,2024-09-19 08:33:36,0.29.1,,1459994.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25311.0,25311.0,399.0,https://pypi.org/project/mongoengine,1459994.0,40,True,1,,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-10-15 22:50:45,2024-10-15 10:39:42,570,111.0,594,144,500,175.0,160.0,14321,2024-08-31 09:42:46,0.0.22,,2233706.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",16227.0,16227.0,80.0,https://pypi.org/project/sqlmodel,2233706.0,36,True,1,fastapi/sqlmodel,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-09-29 13:23:21,2024-09-29 13:23:21,1779,6.0,805,141,566,93.0,904.0,8083,2023-07-26 06:47:55,3.3.0,,12282315.0,59.0,GraphQL framework for Python.,23790.0,23790.0,208.0,https://pypi.org/project/graphene,12282315.0,36,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-30 15:49:59,2024-09-18 16:51:48,1836,15.0,201,92,306,,,2416,2024-09-18 23:23:42,3.5.3,24.0,2775977.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,101501.0,101501.0,54.0,https://pypi.org/project/motor,2775977.0,35,True,2,,
5,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-10-15 19:38:03,2024-10-15 19:38:03,2205,89.0,586,23,1700,417.0,755.0,724,2024-08-28 21:28:30,0.48b0,,5861480.0,40.0,OpenTelemetry instrumentation for Python modules.,2155.0,2155.0,305.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5861480.0,35,True,1,,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-10-14 08:04:06,2024-10-14 07:48:27,1293,25.0,381,50,572,523.0,562.0,4612,2024-10-14 08:04:06,0.21.7,16.0,245905.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8481.0,8481.0,147.0,https://pypi.org/project/tortoise-orm,245905.0,34,True,2,,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-10-17 03:59:48,2024-10-17 03:59:41,2164,191.0,133,13,1078,10.0,218.0,1169,2024-10-08 17:02:15,0.12.31,,1218009.0,62.0,FastAPI pagination.,2866.0,2866.0,47.0,https://pypi.org/project/fastapi-pagination,1218009.0,34,True,1,,1.0
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-10-17 16:01:48,2024-10-17 16:01:47,5921,217.0,1060,241,1938,,,4136,2024-10-02 23:57:07,4.9.2,180.0,36731243.0,41.0,PyMongo - the Official MongoDB Python driver.,,,219.0,https://pypi.org/project/pymongo,36731241.0,33,True,3,,
9,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,12.0,179,39,662,31.0,283.0,2206,2024-03-18 10:27:12,0.23.0,,485045.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1700.0,1700.0,77.0,https://pypi.org/project/ariadne,485045.0,33,True,2,,1.0
