,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-04-20 17:42:02,2023-04-20 17:42:02,16200,340.0,1098,90,607,168.0,7076.0,7109,2023-04-05 23:36:49,rel_2_0_9,41039.0,69611660,100.0,The Database Toolkit for Python.,551558.0,551558.0,616.0,https://pypi.org/project/sqlalchemy,69610706,45,True,1,1.0
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-04-18 19:22:59,2023-04-18 19:22:32,4081,31.0,1144,136,1098,345.0,1308.0,3980,2023-03-03 10:21:35,0.27.0,,1120548,41.0,A Python Object-Document-Mapper for working with MongoDB.,19941.0,19941.0,385.0,https://pypi.org/project/mongoengine,1120548,39,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-04-14 05:15:33,2023-03-13 20:24:16,1742,6.0,785,143,522,102.0,871.0,7650,2023-03-13 20:25:52,3.2.2,,2182203,58.0,GraphQL framework for Python.,17174.0,17174.0,198.0,https://pypi.org/project/graphene,2182203,36,True,1,1.0
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-04-19 18:02:15,2023-04-18 12:16:38,1169,11.0,302,40,458,397.0,473.0,3497,2023-01-30 02:31:19,0.19.3,10.0,91248,100.0,"Familiar asyncio ORM for python, built with relations in mind.",5372.0,5372.0,120.0,https://pypi.org/project/tortoise-orm,91248,34,True,2,2.0
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-04-12 19:30:06,2023-04-12 19:30:05,1720,9.0,178,88,198,,,2144,2023-04-03 20:26:32,3.1.2,,1360535,9.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,56455.0,56455.0,42.0,https://pypi.org/project/motor,1360535,33,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-04-20 16:10:35,2023-04-20 12:59:17,1570,32.0,160,40,611,45.0,237.0,1994,2023-03-28 13:00:46,0.19.1,,163640,36.0,Python library for implementing GraphQL servers using schema-first approach.,1173.0,1173.0,66.0,https://pypi.org/project/ariadne,163640,33,True,2,
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-04-20 17:57:06,2023-04-20 17:54:09,2667,139.0,384,45,1934,267.0,438.0,3142,2023-04-07 14:52:05,0.171.1,457.0,589,100.0,A GraphQL library for Python that leverages type annotations.,1732.0,1732.0,191.0,https://pypi.org/project/strawberry,524,32,True,3,
7,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-04-13 10:00:18,2023-02-21 11:02:54,236,8.0,406,132,231,176.0,146.0,9751,2022-08-30 17:56:11,0.0.8,,364138,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",5601.0,5601.0,54.0,https://pypi.org/project/sqlmodel,364138,31,True,1,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-04-20 11:35:29,2023-04-14 22:35:20,5245,52.0,990,239,1189,,,3824,2022-11-17 21:50:05,4.3.3,,19407427,25.0,PyMongo - the Official MongoDB Python driver.,,,197.0,https://pypi.org/project/pymongo,19407427,31,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-04-18 09:10:36,2023-04-18 09:09:33,681,20.0,258,35,519,4.0,225.0,2654,2023-04-14 14:11:38,10.4.2,29.0,46740,92.0,Ready-to-use and customizable users management for FastAPI.,1072.0,1072.0,56.0,https://pypi.org/project/fastapi-users,46740,31,True,1,
