,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-10-03 15:28:30,2024-09-24 20:20:31,17165,121.0,1395,101,845,224.0,7671.0,9498,2024-09-16 20:30:15,rel_2_0_35,51869.0,166057348.0,100.0,The Database Toolkit for Python.,874585.0,874585.0,737.0,https://pypi.org/project/sqlalchemy,166056170.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-02 20:20:37,2024-10-02 20:20:36,4307,99.0,1160,137,1153,309.0,1397.0,4227,2024-09-19 08:33:36,0.29.1,,1394181.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25183.0,25183.0,399.0,https://pypi.org/project/mongoengine,1394181.0,40,True,1,,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-09-30 17:54:48,2024-09-21 18:45:35,552,115.0,589,147,488,175.0,159.0,14189,2024-08-31 09:42:46,0.0.22,,2173017.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",15796.0,15796.0,80.0,https://pypi.org/project/sqlmodel,2173017.0,36,True,1,fastapi/sqlmodel,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-09-29 13:23:21,2024-09-29 13:23:21,1779,6.0,805,141,566,92.0,904.0,8075,2023-07-26 06:47:55,3.3.0,,10661675.0,59.0,GraphQL framework for Python.,23492.0,23492.0,208.0,https://pypi.org/project/graphene,10661675.0,36,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-30 15:49:59,2024-09-18 16:51:48,1836,20.0,201,92,305,,,2410,2024-09-18 23:23:42,3.5.3,24.0,2361999.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,100546.0,100546.0,54.0,https://pypi.org/project/motor,2361999.0,35,True,2,,
5,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-10-02 22:42:35,2024-10-02 22:42:33,2203,110.0,581,22,1688,409.0,756.0,703,2024-08-28 21:28:30,0.48b0,,5837919.0,40.0,OpenTelemetry instrumentation for Python modules.,2083.0,2083.0,305.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5837919.0,35,True,1,,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-10-02 11:47:14,2024-10-02 11:47:14,1289,28.0,376,49,566,516.0,560.0,4581,2024-08-17 08:35:50,0.21.6,16.0,274707.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8391.0,8391.0,146.0,https://pypi.org/project/tortoise-orm,274707.0,34,True,2,,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-10-02 22:23:14,2024-10-02 14:40:39,2136,178.0,133,13,1064,11.0,214.0,1162,2024-10-01 12:36:01,0.12.29,,1277929.0,60.0,FastAPI pagination.,2815.0,2815.0,47.0,https://pypi.org/project/fastapi-pagination,1277929.0,33,True,1,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-10-03 17:39:04,2024-10-03 17:39:04,5878,185.0,1061,241,1889,,,4128,2024-10-02 23:57:07,4.9.2,115.0,35716458.0,41.0,PyMongo - the Official MongoDB Python driver.,,,219.0,https://pypi.org/project/pymongo,35716457.0,32,True,3,,
9,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,12.0,179,39,660,31.0,283.0,2198,2024-03-18 10:27:12,0.23.0,,342971.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1693.0,1693.0,77.0,https://pypi.org/project/ariadne,342971.0,32,True,2,,
10,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-09-30 04:41:14,2024-09-13 15:46:25,749,4.0,376,47,572,7.0,266.0,4557,2024-03-11 13:30:38,13.0.0,291.0,189740.0,99.0,Ready-to-use and customizable users management for FastAPI.,3964.0,3964.0,67.0,https://pypi.org/project/fastapi-users,189736.0,31,True,1,,
11,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-10-02 09:10:52,2024-10-02 09:10:52,524,38.0,211,18,376,82.0,345.0,2021,2024-05-01 19:47:15,1.26.0,,235139.0,100.0,Asynchronous Python ODM for MongoDB.,2841.0,2841.0,95.0,https://pypi.org/project/beanie,235139.0,31,True,3,BeanieODM/beanie,
12,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2024-09-11 06:32:05,2024-09-11 06:32:05,368,11.0,179,16,415,38.0,191.0,1850,2024-09-06 07:13:12,0.19.0,,140942.0,39.0,SQLAlchemy Admin for FastAPI and Starlette.,1087.0,1087.0,60.0,https://pypi.org/project/sqladmin,140942.0,31,True,1,,
13,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-10-02 02:15:07,2024-10-02 02:15:00,1399,7.0,85,16,878,71.0,192.0,1655,2024-06-09 16:24:10,0.20.1,,71684.0,79.0,python async orm with fastapi in mind and pydantic validation.,1039.0,1039.0,38.0,https://pypi.org/project/ormar,71684.0,30,True,2,,-1.0
