,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-06-10 13:09:00,2026-06-10 13:08:43,18100,125.0,1678,109,1113,185.0,8042.0,11905,2026-05-24 19:20:11,rel_2_0_50,6927.0,374196250.0,100.0,The Database Toolkit for Python.,1189153.0,1189153.0,846.0,https://pypi.org/project/sqlalchemy,374196137.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-06-10 06:21:36,2026-06-10 06:21:35,1254,153.0,823,130,1053,1.0,347.0,18085,2026-04-02 21:03:42,0.0.38,,17619556.0,37.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",31855.0,31855.0,112.0,https://pypi.org/project/sqlmodel,17619556.0,39,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,803,139,578,92.0,911.0,8240,2024-11-09 20:43:58,3.4.3,,36128824.0,63.0,GraphQL framework for Python.,31252.0,31252.0,211.0,https://pypi.org/project/graphene,36128824.0,37,True,1,,
3,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-03-10 15:14:11,2025-09-02 20:46:15,4355,,1162,132,1179,306.0,1420.0,4349,2026-03-10 15:14:11,0.29.3,,2281761.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,28016.0,28016.0,402.0,https://pypi.org/project/mongoengine,2281761.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-06-10 08:36:34,2026-06-10 08:36:33,1502,33.0,481,43,849,465.0,792.0,5577,2026-03-21 20:03:05,1.1.7,21.0,591621.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10554.0,10554.0,176.0,https://pypi.org/project/tortoise-orm,591621.0,36,True,2,,
5,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-06-11 03:12:40,2026-06-11 03:12:32,3164,186.0,161,13,1602,4.0,278.0,1664,2026-05-30 12:16:02,0.15.14,,3868805.0,92.0,FastAPI pagination.,4653.0,4653.0,61.0,https://pypi.org/project/fastapi-pagination,3868805.0,36,True,1,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-06-11 16:37:58,2026-06-11 16:37:57,2369,98.0,194,38,748,30.0,307.0,2342,2026-04-03 10:46:34,1.0.1,322.0,1545241.0,64.0,Python library for implementing GraphQL servers using schema-first approach. Created with by Mirumee.,2053.0,2053.0,88.0,https://pypi.org/project/ariadne,1545238.0,35,True,2,,
7,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-06-08 13:47:11,2026-06-08 13:47:03,1909,7.0,210,82,385,,,2528,2025-05-14 19:00:46,3.7.1,173.0,9623563.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,128903.0,128903.0,61.0,https://pypi.org/project/motor,9623561.0,34,True,2,,
8,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-06-09 12:04:28,2026-06-09 12:04:25,3959,136.0,635,40,3135,379.0,799.0,4672,2026-05-19 17:06:20,0.316.0,803.0,863.0,100.0,A GraphQL library for Python that leverages type annotations.,5801.0,5801.0,322.0,https://pypi.org/project/strawberry,790.0,33,True,3,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-06-11 16:54:47,2026-06-11 16:54:46,6641,86.0,1114,227,2862,,,4342,2026-04-20 16:45:35,4.17.0,5420.0,106060992.0,60.0,PyMongo - the Official MongoDB Python driver.,,,242.0,https://pypi.org/project/pymongo,106060928.0,33,True,3,,
10,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/smithyhq/sqladmin,https://github.com/smithyhq/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-06-08 11:17:59,2026-06-08 11:14:58,463,50.0,284,13,548,54.0,255.0,2746,2026-06-08 11:17:34,0.27.2,,826112.0,51.0,SQLAlchemy Admin for FastAPI and Starlette.,1872.0,1872.0,99.0,https://pypi.org/project/sqladmin,826112.0,33,True,1,smithyhq/sqladmin,1.0
