,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-03-09 22:58:15,2026-03-09 22:57:59,17972,100.0,1630,103,1044,192.0,7973.0,11711,2026-03-02 15:28:58,rel_2_0_48,7446.0,316262998.0,100.0,The Database Toolkit for Python.,1172625.0,1172625.0,816.0,https://pypi.org/project/sqlalchemy,316262872.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-03-11 14:45:37,2026-03-11 14:45:36,1099,212.0,775,134,934,57.0,288.0,17717,2026-02-21 16:39:33,0.0.37,,11789658.0,36.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",30701.0,30701.0,108.0,https://pypi.org/project/sqlmodel,11789658.0,40,True,1,fastapi/sqlmodel,1.0
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-03-10 15:14:11,2025-09-02 20:46:15,4355,,1161,132,1168,305.0,1412.0,4349,2026-03-10 15:14:11,0.29.3,,2217854.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,27927.0,27927.0,401.0,https://pypi.org/project/mongoengine,2217854.0,38,True,1,,2.0
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,804,140,575,92.0,912.0,8251,2024-11-09 20:43:58,3.4.3,,30689817.0,63.0,GraphQL framework for Python.,30547.0,30547.0,211.0,https://pypi.org/project/graphene,30689817.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-03-08 17:01:54,2026-03-08 17:01:54,1468,62.0,463,42,797,456.0,783.0,5516,2026-03-05 07:19:50,1.1.6,18.0,470756.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10459.0,10459.0,168.0,https://pypi.org/project/tortoise-orm,470756.0,37,True,2,,
5,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-03-11 03:13:58,2026-03-11 03:13:50,2972,194.0,155,13,1490,5.0,272.0,1634,2026-02-08 13:13:30,0.15.10,,3520233.0,88.0,FastAPI pagination.,4540.0,4540.0,57.0,https://pypi.org/project/fastapi-pagination,3520233.0,37,True,1,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-03-12 15:32:25,2026-03-12 13:48:18,2259,192.0,187,37,730,29.0,302.0,2325,2026-02-19 11:48:41,0.29.0,149.0,2772152.0,58.0,Python library for implementing GraphQL servers using schema-first approach.,2029.0,2029.0,87.0,https://pypi.org/project/ariadne,2772151.0,36,True,2,,1.0
7,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-03-09 11:04:29,2026-03-04 23:45:08,1902,12.0,210,83,371,,,2525,2025-05-14 19:00:46,3.7.1,119.0,8528091.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,127928.0,127928.0,60.0,https://pypi.org/project/motor,8528090.0,35,True,2,,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-03-12 07:27:22,2026-03-12 07:26:49,815,18.0,484,53,616,4.0,292.0,6041,2026-02-05 09:37:04,15.0.4,491.0,713973.0,100.0,Ready-to-use and customizable users management for FastAPI.,5562.0,5562.0,77.0,https://pypi.org/project/fastapi-users,713967.0,34,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-03-12 16:42:15,2026-03-12 16:42:15,6555,58.0,1103,229,2724,,,4339,2026-01-07 18:15:35,4.16.0,4942.0,88338101.0,59.0,PyMongo - the Official MongoDB Python driver.,,,237.0,https://pypi.org/project/pymongo,88338040.0,33,True,3,,
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-03-11 20:42:31,2026-03-11 20:42:30,600,21.0,277,19,503,80.0,427.0,2658,2025-11-20 18:47:01,2.0.1,,2071015.0,100.0,Asynchronous Python ODM for MongoDB.,4525.0,4525.0,125.0,https://pypi.org/project/beanie,2071015.0,33,True,3,BeanieODM/beanie,
11,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/ormar-orm/ormar,https://github.com/ormar-orm/ormar,MIT,2020-08-02 06:34:03,2026-03-10 11:44:49,2026-03-06 10:30:02,1529,98.0,94,15,1043,58.0,217.0,1804,2026-02-22 13:51:43,0.23.0,,778955.0,83.0,python async orm with fastapi in mind and pydantic validation.,1105.0,1105.0,47.0,https://pypi.org/project/ormar,778955.0,33,True,2,ormar-orm/ormar,
12,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-03-02 08:31:06,2026-03-02 08:29:59,413,14.0,265,16,505,79.0,217.0,2680,2026-02-04 08:17:02,0.23.0,,652085.0,44.0,SQLAlchemy Admin for FastAPI and Starlette.,1824.0,1824.0,84.0,https://pypi.org/project/sqladmin,652085.0,32,True,1,,
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-03-12 16:43:30,2026-03-12 16:43:29,2863,149.0,873,23,2676,557.0,995.0,1010,2026-03-04 14:20:59,0.61b0,,46987027.0,79.0,OpenTelemetry instrumentation for Python modules.,,,427.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,46987027.0,31,True,1,,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2026-03-06 17:11:40,2026-03-06 17:09:28,1954,20.0,99,16,604,18.0,503.0,1866,2026-03-06 17:11:40,1.33.0,,263923.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",518.0,518.0,53.0,https://pypi.org/project/piccolo,263923.0,30,True,3,,
15,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-03-10 19:54:53,2026-03-10 19:25:51,3823,209.0,612,39,3000,383.0,784.0,4628,2026-03-10 19:26:19,0.311.1,604.0,1540.0,100.0,A GraphQL library for Python that leverages type annotations.,,,311.0,https://pypi.org/project/strawberry,1473.0,29,True,3,,
16,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,110,5,237,42.0,63.0,1435,2025-03-19 19:38:47,7.1.0,,10541793.0,14.0,Instrument your FastAPI with Prometheus metrics.,7462.0,7462.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,10541793.0,29,True,3,,
17,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2026-03-01 04:11:57,2026-01-25 11:23:24,601,41.0,88,17,345,86.0,91.0,1168,2026-01-24 18:02:42,1.1.0,,79966.0,23.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3586.0,3586.0,22.0,https://pypi.org/project/odmantic,79966.0,29,True,3,,
18,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2026-03-10 00:10:05,2026-03-10 00:10:05,1444,71.0,58,14,715,,67.0,1147,2026-02-19 10:36:03,1.5.1,,42872.0,47.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,243.0,243.0,22.0,https://pypi.org/project/authx,42872.0,29,True,2,,
19,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2026-03-11 22:45:47,2025-08-08 15:15:46,261,,108,17,130,51.0,64.0,1928,,,,8256604.0,,A rate limiter for Starlette and FastAPI.,9205.0,9205.0,26.0,https://pypi.org/project/slowapi,8256604.0,28,True,1,,
20,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,Apache-2.0,2019-06-21 15:51:20,2026-03-11 21:06:29,2026-03-11 19:13:09,533,34.0,138,26,637,18.0,289.0,268,,,,72312.0,,Dapr SDK for Python.,968.0,968.0,89.0,https://pypi.org/project/dapr-ext-fastapi,72312.0,27,True,1,,
21,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,2020-05-14 18:03:48,2026-03-12 07:11:22,2026-03-12 07:11:20,5609,295.0,43,9,2069,113.0,496.0,264,2026-02-26 21:24:51,0.18.1,,14329.0,89.0,Software for technical documentation and requirements management.,16.0,16.0,37.0,https://pypi.org/project/strictdoc,14329.0,26,True,1,,
22,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406,,452,44,51,60.0,73.0,3728,2021-08-31 03:28:51,1.0.3,,11069.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",510.0,510.0,19.0,https://pypi.org/project/fastapi-admin,11069.0,25,True,3,,
23,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,148,44,475,45.0,263.0,2810,,,,25630.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2502.0,2502.0,45.0,https://pypi.org/project/gino,25630.0,24,True,3,,
24,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2026-03-11 21:38:22,2026-01-27 20:01:28,804,57.0,104,11,192,17.0,97.0,1497,2026-01-23 19:30:32,0.21.0,,,43.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",207.0,207.0,25.0,,,24,True,1,benavlabs/fastcrud,
25,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931,,89,15,563,213.0,205.0,2109,2024-08-16 02:54:35,0.15.0,,888177.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,888177.0,23,True,3,,
26,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482,,67,10,94,1.0,58.0,824,2024-12-14 08:17:42,1.10.3,16.0,49960.0,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1131.0,1131.0,15.0,https://pypi.org/project/fastapi-login,49960.0,23,True,2,maxrdu/fastapi_login,
27,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2025-11-01 08:01:26,2025-07-25 06:56:51,359,,78,10,139,7.0,116.0,670,2025-07-25 06:57:46,5.2.0,,379110.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",147.0,147.0,33.0,https://pypi.org/project/fastapi-azure-auth,379110.0,23,True,2,,
