,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-04-22 18:40:46,2025-04-22 15:54:50,17436,139.0,1501,103,925,207.0,7809.0,10339,2025-03-27 17:52:41,rel_2_0_40,54636.0,159854151.0,100.0,The Database Toolkit for Python.,1066674.0,1066674.0,770.0,https://pypi.org/project/sqlalchemy,159853036.0,45,True,1,37.0,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-04-09 22:28:04,2025-04-09 22:28:03,4343,28.0,1160,135,1152,305.0,1407.0,4312,2024-09-19 08:33:36,0.29.1,,1305807.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27097.0,27097.0,399.0,https://pypi.org/project/mongoengine,1305807.0,38,True,1,,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-04-21 17:21:02,2025-03-31 08:56:10,642,38.0,675,136,632,176.0,163.0,15695,2025-03-07 05:43:05,0.0.24,,3592115.0,23.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",24903.0,24903.0,88.0,https://pypi.org/project/sqlmodel,3592115.0,37,True,1,,fastapi/sqlmodel
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787,,805,140,571,90.0,911.0,8169,2024-11-09 20:43:58,3.4.3,,13868018.0,63.0,GraphQL framework for Python.,27559.0,27559.0,211.0,https://pypi.org/project/graphene,13868018.0,37,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-04-24 14:27:54,2025-04-24 14:27:54,1860,15.0,204,86,327,,,2486,2025-01-29 21:14:45,3.7.0,72.0,3962306.0,21.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,119130.0,119130.0,57.0,https://pypi.org/project/motor,3962305.0,36,True,2,,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-04-24 16:38:18,2025-04-14 11:39:29,1380,24.0,419,45,683,466.0,694.0,4997,2025-04-14 11:41:57,0.25.0,18.0,228097.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",9778.0,9778.0,155.0,https://pypi.org/project/tortoise-orm,228097.0,35,True,2,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-04-18 07:41:34,2025-04-18 07:38:22,1998,107.0,187,39,686,36.0,289.0,2268,2025-04-18 08:27:47,0.26.2,47.0,652762.0,51.0,Python library for implementing GraphQL servers using schema-first approach.,1873.0,1873.0,84.0,https://pypi.org/project/ariadne,652762.0,35,True,2,,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2025-04-24 16:51:17,2025-04-24 16:46:35,2503,147.0,146,13,1245,13.0,236.0,1329,2025-04-24 16:51:17,0.13.1,,1113162.0,70.0,FastAPI pagination.,3936.0,3936.0,51.0,https://pypi.org/project/fastapi-pagination,1113162.0,34,True,1,1.0,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-04-24 18:05:31,2025-04-24 14:28:10,6256,213.0,1075,235,2307,,,4211,2025-04-08 14:24:25,4.12.0,1795.0,45250128.0,46.0,PyMongo - the Official MongoDB Python driver.,,,222.0,https://pypi.org/project/pymongo,45250103.0,33,True,3,,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-04-23 06:56:10,2025-04-23 06:56:08,551,3.0,240,18,434,91.0,374.0,2300,2025-01-06 17:53:05,1.29.0,,500111.0,100.0,Asynchronous Python ODM for MongoDB.,3908.0,3908.0,105.0,https://pypi.org/project/beanie,500111.0,32,True,3,2.0,BeanieODM/beanie
10,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-01-04 13:18:26,2025-01-04 13:16:19,769,,422,48,593,13.0,268.0,5140,2025-01-04 13:31:56,14.0.1,353.0,261216.0,100.0,Ready-to-use and customizable users management for FastAPI.,4953.0,4953.0,69.0,https://pypi.org/project/fastapi-users,261211.0,31,True,1,,
11,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2025-04-24 17:31:09,2025-04-24 17:31:08,2469,121.0,672,23,2047,487.0,842.0,821,2025-04-15 16:05:26,0.53b1,,13733369.0,54.0,OpenTelemetry instrumentation for Python modules.,5.0,5.0,343.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,13733369.0,31,True,1,,
12,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-03-19 19:34:50,2025-03-19 19:32:47,448,2.0,91,4,219,39.0,62.0,1102,2025-03-19 19:38:47,7.1.0,,3974524.0,14.0,Instrument your FastAPI with Prometheus metrics.,4758.0,4758.0,29.0,https://pypi.org/project/prometheus-fastapi-instrumentator,3974524.0,30,True,3,,
13,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2025-04-24 16:35:19,2025-04-24 16:35:11,1419,5.0,92,17,921,67.0,201.0,1731,2024-12-06 10:47:54,0.20.2,,33225.0,80.0,python async orm with fastapi in mind and pydantic validation.,1083.0,1083.0,42.0,https://pypi.org/project/ormar,33225.0,29,True,2,,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2025-04-17 22:18:38,2025-04-17 22:18:38,1876,21.0,92,18,537,131.0,323.0,1584,2025-04-03 22:05:37,1.24.2,,38675.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",473.0,473.0,48.0,https://pypi.org/project/piccolo,38675.0,29,True,2,,
15,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2025-02-20 08:02:36,2025-02-20 08:02:36,378,2.0,209,17,447,60.0,205.0,2133,2024-10-28 13:15:26,0.20.1,,218098.0,41.0,SQLAlchemy Admin for FastAPI and Starlette.,1562.0,1562.0,64.0,https://pypi.org/project/sqladmin,218098.0,28,True,1,,
16,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2025-04-21 21:47:28,2025-04-21 21:47:26,3418,68.0,556,37,2650,395.0,678.0,4235,2025-04-19 20:56:03,0.266.0,562.0,841.0,100.0,A GraphQL library for Python that leverages type annotations.,,,280.0,https://pypi.org/project/strawberry,795.0,27,True,3,,
17,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2025-04-08 10:04:39,2024-06-27 18:02:44,258,,86,13,119,40.0,62.0,1444,,,,1091249.0,,A rate limiter for Starlette and FastAPI.,5477.0,5477.0,26.0,https://pypi.org/project/slowapi,1091249.0,27,True,1,,
18,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406,3.0,402,40,49,54.0,72.0,3187,2021-08-31 03:28:51,1.0.3,,8908.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",466.0,466.0,18.0,https://pypi.org/project/fastapi-admin,8908.0,26,True,3,,
19,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2025-04-23 15:08:56,2025-04-23 15:08:48,356,15.0,73,13,125,3.0,109.0,523,2025-03-18 10:12:14,5.1.1,,137568.0,33.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",126.0,126.0,31.0,https://pypi.org/project/fastapi-azure-auth,137568.0,26,True,2,,
20,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,149,45,475,45.0,263.0,2706,,,,27978.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2486.0,2486.0,45.0,https://pypi.org/project/gino,27978.0,25,True,3,,
