,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
0,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-12-15 22:02:19,2025-12-10 16:03:58,887.0,104.0,747.0,136.0,818.0,62.0,283.0,17359.0,2025-10-08 16:38:41,0.0.27,26.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29749.0,29749.0,98.0,https://pypi.org/project/sqlmodel,8074905.0,8074905.0,38,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787.0,,803.0,140.0,573.0,90.0,912.0,8240.0,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,29964.0,29964.0,211.0,https://pypi.org/project/graphene,26455367.0,26455367.0,37,True,1,,
2,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,,Apache-2.0,2018-03-29 16:52:10,2025-12-17 09:19:42,2025-12-17 09:19:42,1409.0,11.0,442.0,42.0,731.0,475.0,734.0,5416.0,2025-12-16 08:20:50,0.25.2,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10371.0,10371.0,161.0,https://pypi.org/project/tortoise-orm,530498.0,530498.0,36,True,1,18.0,2.0
3,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355.0,,1164.0,131.0,1166.0,304.0,1411.0,4353.0,2024-09-19 08:33:36,0.29.1,46.0,A Python Object-Document-Mapper for working with MongoDB.,27839.0,27839.0,401.0,https://pypi.org/project/mongoengine,1753695.0,1753695.0,36,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,,Apache-2.0,2013-01-11 21:34:44,2025-12-15 12:33:11,2025-12-15 12:33:08,1891.0,16.0,208.0,84.0,357.0,,,2523.0,2025-05-14 19:00:46,3.7.1,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,127136.0,127136.0,59.0,https://pypi.org/project/motor,8163174.0,8163175.0,35,True,2,74.0,
5,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,,MIT,2020-11-06 18:05:12,2025-12-18 03:22:09,2025-12-18 03:22:01,2794.0,172.0,151.0,12.0,1387.0,6.0,260.0,1583.0,2025-12-11 21:53:33,0.15.3,81.0,FastAPI pagination.,4439.0,4439.0,54.0,https://pypi.org/project/fastapi-pagination,2733104.0,2733104.0,35,True,1,,
6,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,,MIT,2019-10-05 15:40:31,2025-12-18 04:03:39,2025-10-25 06:56:02,797.0,28.0,478.0,51.0,609.0,4.0,289.0,5875.0,2025-10-25 06:53:51,15.0.1,100.0,Ready-to-use and customizable users management for FastAPI.,5475.0,5475.0,74.0,https://pypi.org/project/fastapi-users,607544.0,607550.0,34,True,1,456.0,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067.0,46.0,188.0,38.0,692.0,37.0,291.0,2311.0,2025-04-18 08:27:47,0.26.2,51.0,Python library for implementing GraphQL servers using schema-first approach.,2011.0,2011.0,85.0,https://pypi.org/project/ariadne,1376796.0,1376796.0,34,True,2,67.0,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,,Apache-2.0,2009-01-15 15:18:06,2025-12-18 12:16:29,2025-12-18 12:16:29,6506.0,80.0,1101.0,229.0,2653.0,,,4322.0,2025-12-02 19:15:26,4.15.5,58.0,PyMongo - the Official MongoDB Python driver.,,,235.0,https://pypi.org/project/pymongo,74868350.0,74868403.0,33,True,3,4166.0,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-12-15 19:46:12,2025-11-20 18:45:39,579.0,4.0,266.0,19.0,472.0,93.0,412.0,2602.0,2025-11-20 18:47:01,2.0.1,100.0,Asynchronous Python ODM for MongoDB.,4454.0,4454.0,119.0,https://pypi.org/project/beanie,1426065.0,1426065.0,32,True,3,,
