,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-05-07 18:22:03,2026-05-07 15:54:58,18039,97.0,1661,105,1076,194.0,8008.0,11832,2026-04-03 16:38:18,rel_2_0_49,6801.0,353322555.0,100.0,The Database Toolkit for Python.,1182705.0,1182705.0,831.0,https://pypi.org/project/sqlalchemy,353322442.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-05-06 22:03:39,2026-05-05 09:37:17,1196,204.0,803,129,1011,57.0,291.0,17910,2026-04-02 21:03:42,0.0.38,,15332002.0,37.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",31392.0,31392.0,112.0,https://pypi.org/project/sqlmodel,15332002.0,40,True,1,fastapi/sqlmodel,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-03-10 15:14:11,2025-09-02 20:46:15,4355,,1161,132,1179,306.0,1420.0,4351,2026-03-10 15:14:11,0.29.3,,2317089.0,48.0,A Python Object-Document-Mapper for working with MongoDB.,27975.0,27975.0,402.0,https://pypi.org/project/mongoengine,2317089.0,38,True,1,,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,804,140,577,92.0,912.0,8241,2024-11-09 20:43:58,3.4.3,,35216571.0,63.0,GraphQL framework for Python.,30969.0,30969.0,211.0,https://pypi.org/project/graphene,35216571.0,37,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-05-07 14:02:10,2026-05-07 14:02:09,1490,63.0,476,41,825,461.0,788.0,5566,2026-03-21 20:03:05,1.1.7,18.0,541641.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10524.0,10524.0,171.0,https://pypi.org/project/tortoise-orm,541641.0,37,True,2,,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-05-06 17:05:31,2026-04-22 10:32:36,2355,218.0,192,38,745,29.0,306.0,2338,2026-04-03 10:46:34,1.0.1,268.0,3800713.0,64.0,Python library for implementing GraphQL servers using schema-first approach.,2044.0,2044.0,87.0,https://pypi.org/project/ariadne,3800711.0,37,True,1,,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-05-07 03:11:14,2026-05-07 03:09:48,3074,202.0,159,14,1558,5.0,276.0,1650,2026-03-28 12:50:49,0.15.12,,3572822.0,90.0,FastAPI pagination.,4608.0,4608.0,59.0,https://pypi.org/project/fastapi-pagination,3572822.0,37,True,1,,
7,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-04-27 20:00:00,2026-03-29 11:57:21,626,47.0,282,19,526,71.0,439.0,2675,2026-03-27 03:54:07,2.1.0,,2152336.0,100.0,Asynchronous Python ODM for MongoDB.,4592.0,4592.0,130.0,https://pypi.org/project/beanie,2152336.0,34,True,2,BeanieODM/beanie,
8,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-05-07 15:05:34,2026-04-27 23:44:47,1903,4.0,210,82,379,,,2525,2025-05-14 19:00:46,3.7.1,128.0,9191175.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,128551.0,128551.0,60.0,https://pypi.org/project/motor,9191174.0,34,True,2,,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-03-30 11:30:36,2026-03-27 08:58:32,817,3.0,492,53,620,4.0,292.0,6118,2026-03-27 09:01:35,15.0.5,511.0,1853036.0,100.0,Ready-to-use and customizable users management for FastAPI.,5640.0,5640.0,78.0,https://pypi.org/project/fastapi-users,1853030.0,33,True,1,,6.0
10,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-05-07 17:33:39,2026-05-07 16:28:15,6586,49.0,1105,228,2792,,,4342,2026-04-20 16:45:35,4.17.0,4872.0,97150766.0,60.0,PyMongo - the Official MongoDB Python driver.,,,238.0,https://pypi.org/project/pymongo,97150708.0,33,True,3,,
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/smithyhq/sqladmin,https://github.com/smithyhq/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-05-04 16:48:30,2026-05-04 16:48:28,438,29.0,278,15,526,61.0,242.0,2717,2026-04-18 01:25:21,0.25.0,,829516.0,46.0,SQLAlchemy Admin for FastAPI and Starlette.,1856.0,1856.0,95.0,https://pypi.org/project/sqladmin,829516.0,32,True,1,smithyhq/sqladmin,
12,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/ormar-orm/ormar,https://github.com/ormar-orm/ormar,MIT,2020-08-02 06:34:03,2026-05-07 17:50:51,2026-05-07 17:50:51,1612,135.0,96,15,1128,45.0,230.0,1808,2026-05-07 10:54:29,0.25.0,,217478.0,86.0,python async orm with fastapi in mind and pydantic validation.,1108.0,1108.0,55.0,https://pypi.org/project/ormar,217478.0,32,True,2,ormar-orm/ormar,
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-05-07 17:50:05,2026-05-07 17:50:04,2953,150.0,925,22,2861,560.0,1024.0,1038,2026-05-01 17:41:52,opentelemetry-instrumentation-openai-v2==2.4b0,,62867444.0,85.0,OpenTelemetry instrumentation for Python modules.,,,448.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,62867444.0,31,True,1,,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2026-05-04 21:21:08,2026-05-04 14:40:55,1961,19.0,103,16,610,20.0,507.0,1897,2026-03-06 17:11:40,1.33.0,,243438.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",528.0,528.0,53.0,https://pypi.org/project/piccolo,243438.0,30,True,3,,
15,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,111,5,237,43.0,64.0,1452,2025-03-19 19:38:47,7.1.0,,12516621.0,14.0,Instrument your FastAPI with Prometheus metrics.,7964.0,7964.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,12516621.0,29,True,3,,
16,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2026-05-06 21:14:31,2026-05-05 12:26:24,1533,130.0,60,15,746,,69.0,1169,2026-04-30 11:34:09,1.6.0,,44864.0,49.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,246.0,246.0,23.0,https://pypi.org/project/authx,44864.0,29,True,2,,
17,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2026-05-07 13:51:13,2025-08-08 15:15:46,261,,116,16,137,53.0,64.0,1968,,,,14251119.0,,A rate limiter for Starlette and FastAPI.,10297.0,10297.0,26.0,https://pypi.org/project/slowapi,14251119.0,28,True,1,,
18,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2026-05-01 04:40:57,2026-01-25 11:23:24,601,,89,17,351,86.0,91.0,1170,2026-01-24 18:02:42,1.1.0,,80472.0,23.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3595.0,3595.0,22.0,https://pypi.org/project/odmantic,80472.0,28,True,3,,
