,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-02-09 17:10:07,2023-02-09 17:07:12,15976,351.0,1037,90,570,145.0,6942.0,6733,2023-02-07 00:02:34,rel_2_0_2,39758.0,61083309,100.0,The Database Toolkit for Python.,504703.0,504703.0,597.0,https://pypi.org/project/sqlalchemy,61082340,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-02-09 09:30:25,2023-01-28 21:19:21,4051,39.0,1137,136,1089,340.0,1302.0,3941,2023-01-20 22:17:59,0.26.0,,960577,40.0,A Python Object-Document-Mapper for working with MongoDB.,19036.0,19036.0,385.0,https://pypi.org/project/mongoengine,960577,39,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-01-25 18:40:56,2022-12-25 21:59:05,1736,13.0,774,145,514,103.0,867.0,7566,2022-12-11 20:07:51,3.2.1,,2148668,57.0,GraphQL framework for Python.,15269.0,15269.0,196.0,https://pypi.org/project/graphene,2148668,36,True,1,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-02-08 04:41:08,2023-01-13 02:04:33,1158,9.0,291,40,442,384.0,466.0,3370,2023-01-30 02:31:19,0.19.3,9.0,86284,100.0,"Familiar asyncio ORM for python, built with relations in mind.",3895.0,3895.0,118.0,https://pypi.org/project/tortoise-orm,86284,33,True,2,-1.0
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-01-11 20:34:24,2023-01-11 20:34:23,1711,6.0,177,90,189,,,2098,2022-10-25 20:56:31,3.1.1,,1261022,8.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,48042.0,48042.0,41.0,https://pypi.org/project/motor,1261022,33,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-02-09 13:57:35,2023-02-08 12:24:44,1539,23.0,155,39,587,37.0,226.0,1954,2023-01-09 11:42:59,0.17.1,,176551,30.0,Python library for implementing GraphQL servers using schema-first approach.,1014.0,1014.0,62.0,https://pypi.org/project/ariadne,176551,33,True,2,5.0
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-02-09 16:44:12,2023-02-09 16:44:08,2564,128.0,353,43,1798,247.0,408.0,2927,2023-02-09 16:44:28,0.156.2,412.0,427,100.0,A GraphQL library for Python that leverages type annotations.,1052.0,1052.0,177.0,https://pypi.org/project/strawberry,369,32,True,3,
7,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-02-07 12:11:10,2023-02-03 17:53:01,234,12.0,396,123,224,178.0,144.0,9351,2022-08-30 17:56:11,0.0.8,,304494,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",2874.0,2874.0,54.0,https://pypi.org/project/sqlmodel,304494,31,True,1,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-02-08 21:37:59,2023-02-07 18:23:59,5207,38.0,978,238,1148,,,3781,2022-11-17 21:50:05,4.3.3,,20334150,25.0,PyMongo - the Official MongoDB Python driver.,,,195.0,https://pypi.org/project/pymongo,20334150,30,True,3,-1.0
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-01-25 08:08:33,2023-01-25 08:07:12,663,10.0,240,34,510,2.0,219.0,2464,2023-01-16 10:55:16,10.3.0,17.0,36734,89.0,Ready-to-use and customizable users management for FastAPI.,700.0,700.0,54.0,https://pypi.org/project/fastapi-users,36734,30,True,1,
10,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-02-09 02:04:58,2023-01-29 12:20:16,1160,28.0,62,15,545,50.0,173.0,1236,2023-01-29 12:21:40,0.12.1,,22551,76.0,python async orm with fastapi in mind and pydantic validation.,534.0,534.0,30.0,https://pypi.org/project/ormar,22551,29,True,2,
11,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-02-01 23:54:47,2023-01-31 18:48:45,1648,44.0,66,11,364,71.0,198.0,973,2023-01-07 16:03:08,0.105.0,,9227,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",139.0,139.0,38.0,https://pypi.org/project/piccolo,9227,28,True,3,
12,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-02-09 08:45:00,2023-02-09 08:44:55,862,121.0,77,8,416,2.0,107.0,612,2023-02-02 10:56:10,0.11.3,,205162,29.0,FastAPI pagination.,853.0,853.0,24.0,https://pypi.org/project/fastapi-pagination,205162,28,True,1,
13,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2023-02-08 14:14:35,2023-02-06 12:20:20,1721,77.0,301,15,987,250.0,407.0,395,2022-12-09 21:26:02,0.36b0,,449658,28.0,OpenTelemetry instrumentation for Python modules.,2.0,2.0,179.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,449658,28,True,1,1.0
14,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-02-09 15:25:25,2023-02-09 15:23:25,377,28.0,101,16,206,67.0,140.0,1065,2023-02-09 15:25:23,1.18.0b1,,45755,91.0,Asynchronous Python ODM for MongoDB.,577.0,577.0,38.0,https://pypi.org/project/beanie,45755,25,True,3,
15,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2023-02-08 21:48:45,2023-02-07 20:53:30,721,62.0,44,14,373,126.0,148.0,988,2023-01-01 20:10:16,0.8.0,,9540,26.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,135.0,135.0,20.0,https://pypi.org/project/prisma,9540,25,True,3,
16,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,146,49,472,46.0,261.0,2532,,,,20685,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,1447.0,1447.0,46.0,https://pypi.org/project/gino,20685,24,True,3,
17,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2023-02-08 20:42:08,2022-12-18 12:08:33,372,6.0,55,5,149,30.0,32.0,452,2022-08-23 18:19:16,5.9.1,,174001,5.0,Instrument your FastAPI app.,460.0,460.0,16.0,https://pypi.org/project/prometheus-fastapi-instrumentator,174001,24,True,3,
