,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
0,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-05-14 22:13:42,2025-05-11 17:13:55,688.0,84.0,691.0,139.0,662.0,176.0,164.0,15935.0,2025-03-07 05:43:05,0.0.24,23.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",26279.0,26279.0,92.0,https://pypi.org/project/sqlmodel,3359103.0,3359103.0,38,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,,MIT,2012-03-05 12:10:20,2025-04-09 22:28:04,2025-04-09 22:28:03,4343.0,27.0,1161.0,135.0,1152.0,303.0,1409.0,4315.0,2024-09-19 08:33:36,0.29.1,46.0,A Python Object-Document-Mapper for working with MongoDB.,27337.0,27337.0,399.0,https://pypi.org/project/mongoengine,1199441.0,1199441.0,38,True,1,,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787.0,,804.0,141.0,571.0,91.0,911.0,8179.0,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,28102.0,28102.0,211.0,https://pypi.org/project/graphene,14112026.0,14112026.0,36,True,1,,
3,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,,Apache-2.0,2013-01-11 21:34:44,2025-05-14 18:57:50,2025-05-14 18:57:49,1866.0,13.0,204.0,86.0,332.0,,,2493.0,2025-05-14 19:00:46,3.7.1,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,121613.0,121613.0,57.0,https://pypi.org/project/motor,5320988.0,5320989.0,36,True,2,72.0,1.0
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,,Apache-2.0,2018-03-29 16:52:10,2025-05-13 20:35:45,2025-05-13 17:32:36,1382.0,19.0,422.0,45.0,686.0,456.0,710.0,5061.0,2025-04-14 11:41:57,0.25.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",9927.0,9927.0,156.0,https://pypi.org/project/tortoise-orm,217360.0,217360.0,35,True,1,18.0,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,,BSD-3-Clause,2018-07-09 09:46:17,2025-04-18 07:41:34,2025-04-18 07:38:22,1998.0,56.0,186.0,39.0,686.0,37.0,288.0,2272.0,2025-04-18 08:27:47,0.26.2,51.0,Python library for implementing GraphQL servers using schema-first approach.,1911.0,1911.0,84.0,https://pypi.org/project/ariadne,653652.0,653652.0,35,True,2,48.0,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,,MIT,2020-11-06 18:05:12,2025-05-15 03:38:05,2025-05-15 03:37:58,2515.0,113.0,145.0,13.0,1251.0,9.0,242.0,1346.0,2025-04-24 16:51:17,0.13.1,70.0,FastAPI pagination.,4048.0,4048.0,51.0,https://pypi.org/project/fastapi-pagination,1107444.0,1107444.0,34,True,1,,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,,MIT,2019-10-05 15:40:31,2025-05-14 04:58:51,2025-01-04 13:16:19,769.0,,427.0,48.0,593.0,14.0,268.0,5198.0,2025-01-04 13:31:56,14.0.1,100.0,Ready-to-use and customizable users management for FastAPI.,5088.0,5088.0,68.0,https://pypi.org/project/fastapi-users,271300.0,271305.0,32,True,1,358.0,1.0
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,,Apache-2.0,2009-01-15 15:18:06,2025-05-14 19:14:33,2025-05-14 19:14:32,6284.0,177.0,1077.0,236.0,2338.0,,,4217.0,2025-05-14 19:18:18,4.13.0,48.0,PyMongo - the Official MongoDB Python driver.,,,222.0,https://pypi.org/project/pymongo,46768756.0,46768784.0,32,True,3,2032.0,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-05-12 18:56:50,2025-05-06 10:20:03,556.0,8.0,243.0,18.0,441.0,93.0,377.0,2321.0,2025-01-06 17:53:05,1.29.0,100.0,Asynchronous Python ODM for MongoDB.,4063.0,4063.0,106.0,https://pypi.org/project/beanie,777453.0,777453.0,32,True,3,,
10,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,,Apache-2.0,2019-11-08 18:23:43,2025-05-15 17:58:40,2025-05-15 17:58:37,2489.0,114.0,684.0,23.0,2088.0,504.0,845.0,834.0,2025-05-09 14:59:55,0.54b0,56.0,OpenTelemetry instrumentation for Python modules.,5.0,5.0,349.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,13319764.0,13319764.0,31,True,1,,
11,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,,ISC,2020-07-09 10:57:52,2025-03-19 19:34:50,2025-03-19 19:32:47,448.0,2.0,93.0,4.0,219.0,40.0,62.0,1128.0,2025-03-19 19:38:47,7.1.0,14.0,Instrument your FastAPI with Prometheus metrics.,5215.0,5215.0,29.0,https://pypi.org/project/prometheus-fastapi-instrumentator,3698563.0,3698563.0,30,True,3,,
12,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,,MIT,2020-08-02 06:34:03,2025-05-12 02:32:29,2025-05-12 02:31:29,1420.0,5.0,93.0,17.0,922.0,67.0,201.0,1737.0,2024-12-06 10:47:54,0.20.2,80.0,python async orm with fastapi in mind and pydantic validation.,1090.0,1090.0,42.0,https://pypi.org/project/ormar,28031.0,28031.0,29,True,2,,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,,MIT,2018-10-27 20:53:26,2025-05-14 22:30:54,2025-05-14 22:30:53,1883.0,22.0,94.0,19.0,540.0,131.0,327.0,1601.0,2025-05-12 14:25:12,1.26.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",479.0,479.0,49.0,https://pypi.org/project/piccolo,36135.0,36135.0,29,True,2,,
14,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,,MIT,2018-12-21 08:56:55,2025-05-13 15:20:23,2025-05-13 15:20:21,3432.0,63.0,559.0,37.0,2658.0,398.0,680.0,4261.0,2025-05-12 23:49:30,0.268.1,100.0,A GraphQL library for Python that leverages type annotations.,,,280.0,https://pypi.org/project/strawberry,793.0,837.0,27,True,3,539.0,
15,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,,BSD-3-Clause,2021-12-22 10:09:54,2025-02-20 08:02:36,2025-02-20 08:02:36,378.0,2.0,212.0,18.0,453.0,62.0,206.0,2172.0,2024-10-28 13:15:26,0.20.1,41.0,SQLAlchemy Admin for FastAPI and Starlette.,1620.0,1620.0,64.0,https://pypi.org/project/sqladmin,207420.0,207420.0,27,True,1,,
