,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-05-08 16:26:33,2024-05-08 15:12:08,16968,148.0,1314,97,785,215.0,7538.0,8869,2024-05-05 18:04:05,rel_2_0_30,47697.0,113501917.0,100.0,The Database Toolkit for Python.,772249.0,772249.0,711.0,https://pypi.org/project/sqlalchemy,113500858.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-04-24 15:32:09,2024-03-10 11:56:26,4154,16.0,1152,137,1122,346.0,1346.0,4164,2024-03-07 17:35:36,0.28.2,,1273182.0,44.0,A Python Object-Document-Mapper for working with MongoDB.,23905.0,23905.0,391.0,https://pypi.org/project/mongoengine,1273182.0,39,True,1,,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-05-09 02:55:19,2024-05-07 18:32:44,406,37.0,550,151,382,175.0,154.0,13111,2024-04-30 06:30:05,0.0.18,,1357515.0,17.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",11771.0,11771.0,72.0,https://pypi.org/project/sqlmodel,1357515.0,36,True,1,,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-03-24 05:13:00,2023-10-06 20:15:26,1755,,797,143,542,110.0,877.0,7977,2023-07-26 06:47:55,3.3.0,,7122360.0,59.0,GraphQL framework for Python.,21043.0,21043.0,207.0,https://pypi.org/project/graphene,7122360.0,36,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-04-19 15:56:51,2024-04-19 15:56:50,1795,20.0,203,92,272,,,2334,2024-03-26 18:57:20,3.4.0,,1726095.0,14.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,88880.0,88880.0,52.0,https://pypi.org/project/motor,1726095.0,35,True,2,,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-05-09 13:47:59,2024-05-07 06:09:58,1214,21.0,346,43,512,509.0,515.0,4258,2024-04-26 15:58:39,0.20.1,13.0,137581.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",7600.0,7600.0,133.0,https://pypi.org/project/tortoise-orm,137581.0,34,True,2,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-04-12 04:44:54,2024-04-09 09:00:03,1833,62.0,178,39,656,30.0,275.0,2144,2024-03-18 10:27:12,0.23.0,,193018.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1583.0,1583.0,74.0,https://pypi.org/project/ariadne,193018.0,34,True,2,,
7,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-05-09 16:06:35,2024-05-09 15:14:08,2005,133.0,496,16,1438,397.0,641.0,623,2024-03-28 19:31:45,0.45b0,,4301568.0,37.0,OpenTelemetry instrumentation for Python modules.,1432.0,1432.0,251.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,4301568.0,34,True,1,,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-05-02 14:48:10,2024-05-02 14:46:44,745,20.0,353,41,562,6.0,255.0,4100,2024-03-11 13:30:38,13.0.0,189.0,95672.0,99.0,Ready-to-use and customizable users management for FastAPI.,3199.0,3199.0,65.0,https://pypi.org/project/fastapi-users,95669.0,32,True,1,,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-05-09 17:46:06,2024-05-09 00:31:19,5637,100.0,1043,240,1631,,,4055,2024-05-07 20:50:20,4.7.2,,28458771.0,34.0,PyMongo - the Official MongoDB Python driver.,,,212.0,https://pypi.org/project/pymongo,28458771.0,32,True,3,,
