,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-08-03 14:13:02,2023-08-03 14:12:45,16469,212.0,1168,93,655,163.0,7237.0,7582,2023-07-15 13:06:54,rel_2_0_19,45395.0,89372591,100.0,The Database Toolkit for Python.,609163.0,609163.0,640.0,https://pypi.org/project/sqlalchemy,89371626,45,True,1,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-07-28 15:25:03,2023-07-26 07:43:40,1753,11.0,790,146,529,100.0,874.0,7751,2023-07-26 06:47:55,3.3.0,,1761565,59.0,GraphQL framework for Python.,18323.0,18323.0,205.0,https://pypi.org/project/graphene,1761565,37,True,1,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-05-28 05:24:49,2023-04-18 19:22:32,4081,,1145,139,1100,348.0,1314.0,4035,2023-03-03 10:21:35,0.27.0,,1161449,41.0,A Python Object-Document-Mapper for working with MongoDB.,20996.0,20996.0,386.0,https://pypi.org/project/mongoengine,1161449,37,True,1,-1.0
3,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-07-28 10:22:41,2023-07-26 17:29:30,1734,14.0,187,87,212,,,2185,2023-06-21 21:29:27,3.2.0,,1025196,10.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,66192.0,66192.0,43.0,https://pypi.org/project/motor,1025196,34,True,2,
4,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-06-27 14:25:22,2023-06-27 14:21:08,1679,80.0,170,39,628,44.0,250.0,2057,2023-06-27 14:25:22,0.20.1,,236397,38.0,Python library for implementing GraphQL servers using schema-first approach.,1306.0,1306.0,69.0,https://pypi.org/project/ariadne,236397,34,True,2,
5,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-08-01 15:34:26,2023-08-01 09:19:41,246,10.0,433,140,248,178.0,146.0,10359,2022-08-30 17:56:11,0.0.8,,471311,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",6740.0,6740.0,53.0,https://pypi.org/project/sqlmodel,471311,33,True,1,1.0
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-07-28 19:18:04,2023-07-24 13:59:09,1182,11.0,318,41,471,439.0,485.0,3728,2023-01-30 02:31:19,0.19.3,13.0,90550,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6038.0,6038.0,121.0,https://pypi.org/project/tortoise-orm,90550,33,True,2,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-08-03 13:45:30,2023-08-03 13:45:28,2897,196.0,427,44,2131,305.0,487.0,3356,2023-08-03 13:45:53,0.199.2,386.0,583,100.0,A GraphQL library for Python that leverages type annotations.,2068.0,2068.0,217.0,https://pypi.org/project/strawberry,506,33,True,3,1.0
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-08-03 16:39:07,2023-08-03 03:11:25,5378,123.0,1006,238,1336,,,3895,2023-07-13 14:56:41,4.4.1,,20402495,27.0,PyMongo - the Official MongoDB Python driver.,,,204.0,https://pypi.org/project/pymongo,20402495,31,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-07-26 11:11:58,2023-07-26 11:10:56,708,18.0,286,35,536,5.0,236.0,3114,2023-07-12 09:13:22,12.1.0,63.0,49366,95.0,Ready-to-use and customizable users management for FastAPI.,1700.0,1700.0,60.0,https://pypi.org/project/fastapi-users,49365,31,True,1,
