,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-04-24 20:49:14,2024-04-24 20:48:02,16927,132.0,1303,96,779,221.0,7520.0,8773,2024-03-23 21:53:32,rel_2_0_29,47983.0,110804284.0,100.0,The Database Toolkit for Python.,763031.0,763031.0,706.0,https://pypi.org/project/sqlalchemy,110803241.0,45,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-04-24 15:32:09,2024-03-10 11:56:26,4154,16.0,1152,137,1122,345.0,1344.0,4158,2024-03-07 17:35:36,0.28.2,,1186309.0,44.0,A Python Object-Document-Mapper for working with MongoDB.,23740.0,23740.0,391.0,https://pypi.org/project/mongoengine,1186309.0,39,True,1,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2024-04-24 00:22:02,2024-04-08 23:08:14,389,20.0,538,152,366,174.0,154.0,12956,2024-02-17 13:54:28,0.0.16,,1155858.0,15.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",11453.0,11453.0,72.0,https://pypi.org/project/sqlmodel,1155858.0,36,True,1,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-03-24 05:13:00,2023-10-06 20:15:26,1755,,798,143,542,110.0,877.0,7973,2023-07-26 06:47:55,3.3.0,,6762576.0,59.0,GraphQL framework for Python.,20861.0,20861.0,207.0,https://pypi.org/project/graphene,6762576.0,36,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-04-19 15:56:51,2024-04-19 15:56:50,1795,30.0,203,91,272,,,2325,2024-03-26 18:57:20,3.4.0,,1655243.0,14.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,87765.0,87765.0,52.0,https://pypi.org/project/motor,1655243.0,35,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-04-12 04:44:54,2024-04-09 09:00:03,1833,91.0,178,39,656,29.0,275.0,2137,2024-03-18 10:27:12,0.23.0,,186421.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1573.0,1573.0,74.0,https://pypi.org/project/ariadne,186421.0,34,True,2,
6,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-04-25 17:51:29,2024-04-25 17:40:03,1993,128.0,487,16,1404,386.0,636.0,613,2024-03-28 19:31:45,0.45b0,,3756224.0,37.0,OpenTelemetry instrumentation for Python modules.,1379.0,1379.0,249.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,3756224.0,34,True,1,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-04-25 03:57:34,2024-04-25 03:57:27,1844,198.0,118,10,914,12.0,189.0,1015,2024-04-17 15:55:32,0.12.23,,491995.0,54.0,FastAPI pagination.,2186.0,2186.0,42.0,https://pypi.org/project/fastapi-pagination,491995.0,33,True,1,
8,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-04-25 10:45:42,2024-04-25 10:45:42,1198,5.0,343,43,503,506.0,513.0,4241,2023-08-11 03:42:54,0.20.0,13.0,127349.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",7520.0,7520.0,128.0,https://pypi.org/project/tortoise-orm,127349.0,32,True,2,1.0
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-04-07 06:17:28,2024-03-11 13:16:20,744,25.0,348,41,562,6.0,255.0,4060,2024-03-11 13:30:38,13.0.0,187.0,98946.0,99.0,Ready-to-use and customizable users management for FastAPI.,3120.0,3120.0,65.0,https://pypi.org/project/fastapi-users,98943.0,32,True,1,
