,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-09-10 14:35:26,2024-09-10 14:35:09,17139,135.0,1390,101,832,221.0,7664.0,9410,2024-09-05 15:54:22,rel_1_4_54,48104.0,150952276.0,100.0,The Database Toolkit for Python.,858679.0,858679.0,730.0,https://pypi.org/project/sqlalchemy,150951158.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-09-08 21:16:52,2024-09-08 21:16:52,4264,57.0,1158,137,1140,337.0,1367.0,4215,2024-08-26 21:57:08,0.29.0,,1338723.0,45.0,A Python Object-Document-Mapper for working with MongoDB.,25013.0,25013.0,396.0,https://pypi.org/project/mongoengine,1338723.0,40,True,1,,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-09-09 22:51:08,2024-09-08 12:06:10,546,111.0,583,146,484,175.0,159.0,14038,2024-08-31 09:42:46,0.0.22,,1780930.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",15230.0,15230.0,79.0,https://pypi.org/project/sqlmodel,1780930.0,36,True,1,fastapi/sqlmodel,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-08-08 09:49:26,2024-08-08 09:49:26,1774,9.0,804,141,565,91.0,904.0,8056,2023-07-26 06:47:55,3.3.0,,9843161.0,59.0,GraphQL framework for Python.,23125.0,23125.0,208.0,https://pypi.org/project/graphene,9843161.0,36,True,1,,-1.0
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-11 19:45:10,2024-09-11 19:45:09,1833,29.0,201,92,301,,,2404,2024-07-10 21:16:01,3.5.1,7.0,2016478.0,16.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,99095.0,99095.0,54.0,https://pypi.org/project/motor,2016478.0,35,True,2,,
5,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-09-12 07:37:00,2024-09-12 07:36:59,2190,132.0,572,21,1671,407.0,749.0,697,2024-08-28 21:28:30,0.48b0,,5619643.0,40.0,OpenTelemetry instrumentation for Python modules.,2003.0,2003.0,299.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5619643.0,35,True,1,,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-09-04 00:26:52,2024-08-27 07:55:16,1284,36.0,371,47,561,511.0,558.0,4534,2024-08-17 08:35:50,0.21.6,15.0,223923.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8250.0,8250.0,142.0,https://pypi.org/project/tortoise-orm,223923.0,34,True,2,,
7,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-09-12 03:11:32,2024-09-12 03:11:24,2084,157.0,131,13,1035,15.0,201.0,1146,2024-09-10 15:38:56,0.12.27,,1166021.0,58.0,FastAPI pagination.,2762.0,2762.0,46.0,https://pypi.org/project/fastapi-pagination,1166021.0,33,True,1,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-09-12 15:59:58,2024-09-12 15:59:57,5838,168.0,1052,241,1850,,,4115,2024-06-26 18:56:53,4.8.0,24.0,32029932.0,37.0,PyMongo - the Official MongoDB Python driver.,,,217.0,https://pypi.org/project/pymongo,32029932.0,32,True,3,,
9,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,12.0,179,39,660,31.0,283.0,2187,2024-03-18 10:27:12,0.23.0,,275100.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1675.0,1675.0,77.0,https://pypi.org/project/ariadne,275100.0,32,True,2,,
