,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-02-06 15:14:57,2025-02-06 15:14:43,17313,97.0,1454,101,885,215.0,7757.0,9985,2025-01-09 22:43:36,rel_2_0_37,51472.0,151729943.0,100.0,The Database Toolkit for Python.,975524.0,975524.0,758.0,https://pypi.org/project/sqlalchemy,151728848.0,45,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787,4.0,810,141,570,90.0,910.0,8141,2024-11-09 20:43:58,3.4.3,,11190981.0,63.0,GraphQL framework for Python.,25791.0,25791.0,211.0,https://pypi.org/project/graphene,11190981.0,37,True,1,-1.0,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,,1159,136,1145,301.0,1406.0,4280,2024-09-19 08:33:36,0.29.1,,1175783.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,26269.0,26269.0,398.0,https://pypi.org/project/mongoengine,1175783.0,37,True,1,,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-02-06 14:04:59,2025-02-06 14:04:59,1361,61.0,399,45,652,477.0,654.0,4833,2025-01-23 11:42:31,0.24.0,18.0,219363.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",9174.0,9174.0,154.0,https://pypi.org/project/tortoise-orm,219363.0,36,True,2,,
4,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-02-05 22:34:41,2025-01-02 21:16:45,604,24.0,647,137,597,177.0,162.0,15133,2024-08-31 09:42:46,0.0.22,,2847964.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",20750.0,20750.0,83.0,https://pypi.org/project/sqlmodel,2847964.0,35,True,1,-1.0,fastapi/sqlmodel
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-02-06 15:23:01,2025-02-06 15:23:01,1853,17.0,204,88,320,,,2457,2025-01-29 21:14:45,3.7.0,52.0,2881960.0,21.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,110905.0,110905.0,56.0,https://pypi.org/project/motor,2881960.0,35,True,2,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-02-04 20:58:33,2025-02-03 14:34:42,1930,79.0,179,39,677,36.0,285.0,2238,2025-02-03 14:46:28,0.25.1,,445466.0,46.0,Python library for implementing GraphQL servers using schema-first approach.,1795.0,1795.0,82.0,https://pypi.org/project/ariadne,445466.0,35,True,2,1.0,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-01-04 13:18:26,2025-01-04 13:16:19,769,5.0,396,46,589,12.0,267.0,4861,2025-01-04 13:31:56,14.0.1,341.0,209723.0,100.0,Ready-to-use and customizable users management for FastAPI.,4457.0,4457.0,69.0,https://pypi.org/project/fastapi-users,209718.0,32,True,1,-1.0,
8,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2025-02-06 03:50:20,2025-02-06 03:48:40,2381,186.0,142,14,1186,9.0,233.0,1265,2025-02-02 15:11:19,0.13.0a1,,946309.0,66.0,FastAPI pagination.,3366.0,3366.0,50.0,https://pypi.org/project/fastapi-pagination,946309.0,32,True,1,-1.0,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-02-06 15:07:24,2025-02-06 15:07:24,6086,117.0,1071,239,2132,,,4178,2025-01-28 16:06:14,4.11,1005.0,38319147.0,42.0,PyMongo - the Official MongoDB Python driver.,,,222.0,https://pypi.org/project/pymongo,38319133.0,31,True,3,,
