,name,github_id,pypi_id,labels,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,trending
0,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-07-30 23:01:37,2025-07-23 23:13:42,724.0,52.0,707.0,137.0,696.0,176.0,165.0,16467.0,2025-03-07 05:43:05,0.0.24,23.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",28668.0,28668.0,92.0,https://pypi.org/project/sqlmodel,4457642.0,4457642.0,38,True,1,,
1,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,,MIT,2015-09-24 09:18:18,2024-11-09 20:43:58,2024-11-09 20:43:17,1787.0,,802.0,142.0,571.0,91.0,911.0,8206.0,2024-11-09 20:43:58,3.4.3,63.0,GraphQL framework for Python.,29157.0,29157.0,211.0,https://pypi.org/project/graphene,21204383.0,21204383.0,36,True,1,,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,,MIT,2012-03-05 12:10:20,2025-04-09 22:28:04,2025-04-09 22:28:03,4343.0,,1163.0,135.0,1159.0,303.0,1410.0,4333.0,2024-09-19 08:33:36,0.29.1,46.0,A Python Object-Document-Mapper for working with MongoDB.,27706.0,27706.0,399.0,https://pypi.org/project/mongoengine,1691932.0,1691932.0,36,True,1,,
3,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,,Apache-2.0,2013-01-11 21:34:44,2025-07-30 19:55:54,2025-07-30 19:55:53,1872.0,11.0,205.0,86.0,339.0,,,2502.0,2025-05-14 19:00:46,3.7.1,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,126024.0,126024.0,57.0,https://pypi.org/project/motor,6926411.0,6926412.0,36,True,1,73.0,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,,Apache-2.0,2018-03-29 16:52:10,2025-07-18 21:47:01,2025-07-18 21:46:59,1393.0,13.0,431.0,46.0,703.0,457.0,725.0,5223.0,2025-06-05 10:42:46,0.25.1,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10237.0,10237.0,159.0,https://pypi.org/project/tortoise-orm,263872.0,263872.0,35,True,1,18.0,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,,BSD-3-Clause,2018-07-09 09:46:17,2025-07-15 11:19:23,2025-07-15 11:19:23,2010.0,12.0,186.0,39.0,686.0,38.0,288.0,2282.0,2025-04-18 08:27:47,0.26.2,51.0,Python library for implementing GraphQL servers using schema-first approach.,1986.0,1986.0,85.0,https://pypi.org/project/ariadne,662696.0,662696.0,34,True,2,56.0,
6,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-07-30 19:01:32,2025-07-30 19:01:30,570.0,17.0,255.0,18.0,460.0,87.0,395.0,2395.0,2025-07-20 07:17:27,2.0.0,100.0,Asynchronous Python ODM for MongoDB.,4338.0,4338.0,115.0,https://pypi.org/project/beanie,930516.0,930516.0,33,True,3,,
7,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,,Apache-2.0,2009-01-15 15:18:06,2025-07-31 15:40:02,2025-07-31 15:40:02,6359.0,91.0,1087.0,234.0,2446.0,,,4246.0,2025-06-16 18:44:27,4.13.2,50.0,PyMongo - the Official MongoDB Python driver.,,,226.0,https://pypi.org/project/pymongo,52747397.0,52747461.0,32,True,3,4743.0,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,,MIT,2019-10-05 15:40:31,2025-05-14 04:58:51,2025-01-04 13:16:19,769.0,,454.0,50.0,597.0,15.0,269.0,5428.0,2025-01-04 13:31:56,14.0.1,100.0,Ready-to-use and customizable users management for FastAPI.,5357.0,5357.0,68.0,https://pypi.org/project/fastapi-users,388876.0,388882.0,31,True,1,422.0,
9,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,,BSD-3-Clause,2021-12-22 10:09:54,2025-07-02 09:41:24,2025-07-02 09:34:57,389.0,11.0,231.0,19.0,463.0,67.0,208.0,2271.0,2025-07-02 09:40:46,0.21.0,42.0,SQLAlchemy Admin for FastAPI and Starlette.,1716.0,1716.0,74.0,https://pypi.org/project/sqladmin,265452.0,265452.0,31,True,1,,
