,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-07-09 15:31:31,2026-07-09 03:34:59,18150,143.0,1689,108,1136,185.0,8055.0,11976,2026-06-15 15:41:27,rel_2_0_51,6285.0,389072895.0,100.0,The Database Toolkit for Python.,1193712.0,1193712.0,852.0,https://pypi.org/project/sqlalchemy,389072794.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-07-08 06:05:17,2026-07-08 06:05:16,1293,143.0,826,128,1084,1.0,347.0,18176,2026-06-25 13:01:25,0.0.39,,18958698.0,38.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",32159.0,32159.0,112.0,https://pypi.org/project/sqlmodel,18958698.0,39,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,802,138,578,92.0,911.0,8236,2024-11-09 20:43:58,3.4.3,,36849164.0,63.0,GraphQL framework for Python.,31521.0,31521.0,212.0,https://pypi.org/project/graphene,36849164.0,37,True,1,,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2026-07-06 15:08:13,2026-07-06 15:08:10,1510,27.0,493,43,870,467.0,795.0,5601,2026-03-21 20:03:05,1.1.7,24.0,581835.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10626.0,10626.0,178.0,https://pypi.org/project/tortoise-orm,581835.0,36,True,2,,
4,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-07-09 03:17:27,2026-07-09 03:17:19,3214,169.0,162,13,1647,5.0,278.0,1672,2026-06-16 17:25:28,0.15.15,,3468516.0,93.0,FastAPI pagination.,4684.0,4684.0,61.0,https://pypi.org/project/fastapi-pagination,3468516.0,36,True,1,,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2026-07-08 18:13:37,2026-07-08 18:13:37,1913,11.0,209,82,392,,,2528,2025-05-14 19:00:46,3.7.1,189.0,9447586.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,129164.0,129164.0,62.0,https://pypi.org/project/motor,9447584.0,35,True,1,,1.0
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2026-06-15 11:20:51,2026-06-15 11:20:50,2381,38.0,194,38,751,30.0,307.0,2346,2026-06-15 11:04:06,1.1.0,453.0,1373643.0,65.0,Python library for implementing GraphQL servers using schema-first approach. Created with by Mirumee.,2057.0,2057.0,88.0,https://pypi.org/project/ariadne,1373639.0,34,True,2,,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-07-09 09:30:00,2026-07-09 09:29:58,4017,136.0,637,40,3191,381.0,804.0,4686,2026-07-09 09:30:06,0.320.4,820.0,867.0,100.0,A GraphQL library for Python that leverages type annotations.,5866.0,5866.0,325.0,https://pypi.org/project/strawberry,785.0,33,True,3,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-07-09 18:41:33,2026-07-09 17:54:41,6685,122.0,1116,226,2918,,,4349,2026-04-20 16:45:35,4.17.0,6033.0,110458274.0,60.0,PyMongo - the Official MongoDB Python driver.,,,243.0,https://pypi.org/project/pymongo,110458204.0,33,True,2,,
9,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2026-06-23 22:16:49,2026-06-23 22:16:49,4371,13.0,1160,132,1183,306.0,1420.0,4347,2026-03-10 15:14:11,0.29.3,,,48.0,A Python Object-Document-Mapper for working with MongoDB.,28034.0,28034.0,402.0,https://pypi.org/project/mongoengine,,33,True,2,,-6.0
10,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/smithyhq/sqladmin,https://github.com/smithyhq/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-07-08 09:41:20,2026-07-08 09:41:20,475,55.0,281,13,554,52.0,260.0,2763,2026-07-04 20:34:45,0.28.0,,856170.0,52.0,SQLAlchemy Admin for FastAPI and Starlette.,1887.0,1887.0,101.0,https://pypi.org/project/sqladmin,856170.0,33,True,1,smithyhq/sqladmin,
11,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2026-06-22 12:37:13,2026-06-22 12:36:40,818,1.0,500,53,626,4.0,292.0,6186,2026-03-27 09:01:35,15.0.5,582.0,1638313.0,100.0,Ready-to-use and customizable users management for FastAPI.,5752.0,5752.0,78.0,https://pypi.org/project/fastapi-users,1638306.0,32,True,1,,
12,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2026-06-29 19:43:12,2026-03-29 11:57:21,626,,296,19,538,70.0,443.0,2685,2026-03-27 03:54:07,2.1.0,,1828037.0,100.0,Asynchronous Python ODM for MongoDB.,4650.0,4650.0,130.0,https://pypi.org/project/beanie,1828037.0,32,True,3,BeanieODM/beanie,
13,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/ormar-orm/ormar,https://github.com/ormar-orm/ormar,MIT,2020-08-02 06:34:03,2026-07-08 02:30:23,2026-07-08 02:27:31,1673,109.0,95,15,1192,32.0,246.0,1806,2026-06-08 16:37:26,0.26.0,,145794.0,87.0,python async orm with fastapi in mind and pydantic validation.,1108.0,1108.0,55.0,https://pypi.org/project/ormar,145794.0,32,True,2,ormar-orm/ormar,
14,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2026-07-09 18:36:27,2026-06-23 09:37:43,484,30.0,117,5,263,44.0,70.0,1473,2026-06-23 09:44:32,8.0.2,,14583301.0,17.0,Instrument your FastAPI with Prometheus metrics.,8571.0,8571.0,35.0,https://pypi.org/project/prometheus-fastapi-instrumentator,14583301.0,32,True,1,,
15,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-07-08 15:43:40,2026-07-08 08:42:44,3048,150.0,976,23,3043,541.0,1083.0,1072,2026-06-24 15:19:50,0.64b0,,84096012.0,89.0,OpenTelemetry instrumentation for Python modules.,,,469.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,84096012.0,31,True,3,,
