,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-12-13 16:01:43,2023-12-13 16:01:03,16718,178.0,1237,88,717,191.0,7397.0,8123,2023-11-02 14:52:13,rel_2_0_23,47772.0,102666749,100.0,The Database Toolkit for Python.,683327.0,683327.0,672.0,https://pypi.org/project/sqlalchemy,102665794,45,True,1,1.0
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-12-08 08:29:11,2023-12-08 08:29:10,4095,13.0,1143,137,1107,355.0,1321.0,4101,2023-03-03 10:21:35,0.27.0,,1307499,41.0,A Python Object-Document-Mapper for working with MongoDB.,22341.0,22341.0,389.0,https://pypi.org/project/mongoengine,1307499,38,True,1,1.0
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-12-13 22:47:23,2023-12-10 20:20:18,367,121.0,486,154,308,173.0,153.0,11720,2023-12-04 14:53:29,0.0.14,,665343,13.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",8612.0,8612.0,71.0,https://pypi.org/project/sqlmodel,665343,37,True,1,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-11-28 12:05:57,2023-10-06 20:15:26,1755,1.0,799,141,541,104.0,876.0,7863,2023-07-26 06:47:55,3.3.0,,2030556,59.0,GraphQL framework for Python.,19514.0,19514.0,207.0,https://pypi.org/project/graphene,2030556,35,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-12-12 20:12:52,2023-12-12 20:12:51,1761,16.0,196,91,239,,,2254,2023-11-14 21:54:12,3.3.2,,1409048,13.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,76657.0,76657.0,47.0,https://pypi.org/project/motor,1409048,34,True,2,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-12-06 08:46:36,2023-12-06 08:46:35,1191,7.0,337,42,488,473.0,505.0,3983,2023-08-11 03:42:54,0.20.0,13.0,112609,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6754.0,6754.0,125.0,https://pypi.org/project/tortoise-orm,112609,33,True,2,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-12-14 17:46:52,2023-11-08 15:31:19,1706,27.0,174,39,635,46.0,254.0,2093,2023-11-08 15:28:41,0.21.0,,175341,39.0,Python library for implementing GraphQL servers using schema-first approach.,1468.0,1468.0,71.0,https://pypi.org/project/ariadne,175341,33,True,2,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-12-13 19:13:20,2023-12-12 17:14:53,3020,84.0,467,45,2325,356.0,515.0,3560,2023-12-12 17:15:23,0.216.1,453.0,753,100.0,A GraphQL library for Python that leverages type annotations.,2530.0,2530.0,235.0,https://pypi.org/project/strawberry,678,32,True,3,
8,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-12-14 09:26:35,2023-12-14 09:22:29,1575,197.0,108,8,771,13.0,156.0,908,2023-11-27 09:45:13,0.12.13,,348340,44.0,FastAPI pagination.,1807.0,1807.0,38.0,https://pypi.org/project/fastapi-pagination,348340,32,True,1,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-12-13 23:05:14,2023-12-13 21:14:44,5490,77.0,1023,240,1455,,,3970,2023-11-29 15:44:00,4.6.1,,24015333,30.0,PyMongo - the Official MongoDB Python driver.,,,206.0,https://pypi.org/project/pymongo,24015333,31,True,3,
10,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-10-23 04:50:08,2023-08-26 08:23:06,716,,324,37,546,7.0,245.0,3678,2023-08-26 08:37:15,12.1.2,156.0,73094,97.0,Ready-to-use and customizable users management for FastAPI.,2452.0,2452.0,62.0,https://pypi.org/project/fastapi-users,73091,31,True,1,
11,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-12-09 17:47:14,2023-12-03 22:38:46,455,34.0,171,18,296,50.0,283.0,1585,2023-11-13 03:49:48,1.23.6,,149440,100.0,Asynchronous Python ODM for MongoDB.,1756.0,1756.0,68.0,https://pypi.org/project/beanie,149440,31,True,3,-1.0
12,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2023-12-13 10:09:52,2023-12-12 14:22:59,793,24.0,63,15,444,165.0,175.0,1400,2023-10-22 23:01:49,0.11.0,,60239,32.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,2616.0,2616.0,26.0,https://pypi.org/project/prisma,60239,30,True,2,
13,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2023-12-13 18:29:53,2023-12-13 03:00:33,1303,26.0,75,16,742,68.0,176.0,1488,2023-06-18 17:05:55,0.12.2,,25861,77.0,python async orm with fastapi in mind and pydantic validation.,937.0,937.0,35.0,https://pypi.org/project/ormar,25861,29,True,3,
14,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2023-12-12 11:29:46,2023-12-12 11:15:00,1731,15.0,77,14,425,91.0,241.0,1185,2023-11-10 17:30:54,1.1.1,,22082,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",306.0,306.0,42.0,https://pypi.org/project/piccolo,22082,29,True,3,
