,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-03-09 00:22:26,2023-03-09 00:22:10,16083,353.0,1062,89,586,162.0,6999.0,6895,2023-03-06 03:49:36,rel_2_0_5_post1,40257.0,81447676,100.0,The Database Toolkit for Python.,531402.0,531402.0,606.0,https://pypi.org/project/sqlalchemy,81446718,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-03-03 20:31:34,2023-03-03 10:15:06,4071,55.0,1137,137,1096,338.0,1306.0,3958,2023-03-03 10:21:35,0.27.0,,1086926,41.0,A Python Object-Document-Mapper for working with MongoDB.,19528.0,19528.0,385.0,https://pypi.org/project/mongoengine,1086926,40,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-03-09 09:09:15,2023-03-09 09:09:15,1740,8.0,779,144,519,102.0,871.0,7600,2022-12-11 20:07:51,3.2.1,,1989559,57.0,GraphQL framework for Python.,16687.0,16687.0,198.0,https://pypi.org/project/graphene,1989559,35,True,1,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-02-21 14:28:32,2023-02-12 13:56:56,1159,5.0,296,41,450,389.0,469.0,3427,2023-01-30 02:31:19,0.19.3,10.0,92591,100.0,"Familiar asyncio ORM for python, built with relations in mind.",5139.0,5139.0,118.0,https://pypi.org/project/tortoise-orm,92591,33,True,2,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-03-03 08:42:31,2023-02-17 18:03:30,1713,7.0,177,89,192,,,2126,2022-10-25 20:56:31,3.1.1,,1352225,8.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,53063.0,53063.0,41.0,https://pypi.org/project/motor,1352225,33,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-03-02 21:02:08,2023-02-22 11:03:33,1554,26.0,157,41,596,46.0,230.0,1968,2023-02-22 11:33:08,0.18.1,,156798,34.0,Python library for implementing GraphQL servers using schema-first approach.,1147.0,1147.0,62.0,https://pypi.org/project/ariadne,156798,33,True,2,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-03-09 06:30:38,2023-02-21 11:02:54,236,10.0,401,125,228,177.0,145.0,9524,2022-08-30 17:56:11,0.0.8,,373110,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",5254.0,5254.0,54.0,https://pypi.org/project/sqlmodel,373110,32,True,1,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-03-09 17:40:17,2023-03-09 11:50:08,2604,119.0,368,41,1871,256.0,423.0,3001,2023-03-09 11:50:30,0.161.1,432.0,508,100.0,A GraphQL library for Python that leverages type annotations.,1613.0,1613.0,182.0,https://pypi.org/project/strawberry,447,32,True,3,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-02-28 05:01:45,2023-02-14 16:10:11,668,15.0,244,34,511,3.0,220.0,2532,2023-02-13 16:56:40,10.4.0,24.0,37708,90.0,Ready-to-use and customizable users management for FastAPI.,927.0,927.0,54.0,https://pypi.org/project/fastapi-users,37708,31,True,1,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-03-09 17:53:06,2023-03-07 18:55:20,5223,40.0,984,239,1166,,,3797,2022-11-17 21:50:05,4.3.3,,20386267,25.0,PyMongo - the Official MongoDB Python driver.,,,195.0,https://pypi.org/project/pymongo,20386267,30,True,3,
10,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2023-03-08 21:16:47,2023-03-08 11:54:32,1754,87.0,318,14,1021,246.0,433.0,416,2023-02-17 22:05:20,1.16.0,,667633,29.0,OpenTelemetry instrumentation for Python modules.,4.0,4.0,188.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,667633,30,True,1,
