,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-11-06 23:56:08,2024-11-06 23:55:51,17211,120.0,1414,103,855,225.0,7694.0,9641,2024-10-15 19:41:54,rel_2_0_36,51297.0,143373754.0,100.0,The Database Toolkit for Python.,901236.0,901236.0,740.0,https://pypi.org/project/sqlalchemy,143372589.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,106.0,1158,136,1156,297.0,1412.0,4238,2024-09-19 08:33:36,0.29.1,,1447702.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25482.0,25482.0,399.0,https://pypi.org/project/mongoengine,1447702.0,40,True,1,,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-10-27 20:19:22,2024-10-27 20:16:40,1783,9.0,807,141,568,90.0,907.0,8089,2024-10-27 20:19:22,3.4.1,,13132248.0,61.0,GraphQL framework for Python.,24193.0,24193.0,208.0,https://pypi.org/project/graphene,13132248.0,37,True,1,-1.0,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-11-06 22:39:47,2024-10-27 08:08:55,578,86.0,619,143,558,176.0,160.0,14481,2024-08-31 09:42:46,0.0.22,,2294858.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",17022.0,17022.0,80.0,https://pypi.org/project/sqlmodel,2294858.0,36,True,1,,fastapi/sqlmodel
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-11-04 07:53:39,2024-11-04 07:53:39,1300,21.0,385,51,582,519.0,573.0,4653,2024-10-14 08:04:06,0.21.7,16.0,271320.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8609.0,8609.0,149.0,https://pypi.org/project/tortoise-orm,271320.0,35,True,2,1.0,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-30 15:49:59,2024-09-18 16:51:48,1836,14.0,201,91,306,,,2425,2024-09-18 23:23:42,3.5.3,33.0,2786657.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,102979.0,102979.0,54.0,https://pypi.org/project/motor,2786657.0,35,True,2,,
6,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-11-06 16:36:34,2024-11-06 16:36:33,2230,73.0,597,23,1734,423.0,770.0,733,2024-11-05 19:22:31,0.49b0,,5959005.0,41.0,OpenTelemetry instrumentation for Python modules.,2264.0,2264.0,310.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5959005.0,35,True,1,,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-11-07 14:54:32,2024-11-07 14:53:46,764,16.0,379,46,579,8.0,267.0,4636,2024-11-03 13:22:10,14.0.0,300.0,149119.0,100.0,Ready-to-use and customizable users management for FastAPI.,4132.0,4132.0,68.0,https://pypi.org/project/fastapi-users,149115.0,33,True,1,3.0,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-11-05 20:19:51,2024-11-05 20:19:51,5969,224.0,1060,239,1992,,,4145,2024-10-02 23:57:07,4.9.2,496.0,33703732.0,41.0,PyMongo - the Official MongoDB Python driver.,,,219.0,https://pypi.org/project/pymongo,33703725.0,33,True,3,,
9,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-11-06 03:55:00,2024-11-06 03:54:53,2195,177.0,136,13,1094,10.0,220.0,1190,2024-10-08 17:02:15,0.12.31,,886934.0,62.0,FastAPI pagination.,2932.0,2932.0,48.0,https://pypi.org/project/fastapi-pagination,886934.0,33,True,1,,
