,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-03-02 16:19:23,2023-03-01 22:22:46,16047,352.0,1058,90,583,155.0,6980.0,6868,2023-02-17 16:01:33,rel_2_0_4,40106.0,80328721,100.0,The Database Toolkit for Python.,528497.0,528497.0,605.0,https://pypi.org/project/sqlalchemy,80327767,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-03-01 22:32:19,2023-02-26 21:12:17,4066,50.0,1138,137,1094,337.0,1306.0,3957,2023-01-20 22:17:59,0.26.0,,980392,40.0,A Python Object-Document-Mapper for working with MongoDB.,19468.0,19468.0,385.0,https://pypi.org/project/mongoengine,980392,40,True,1,1.0
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-02-28 12:21:46,2023-02-28 12:21:45,1737,7.0,777,144,517,104.0,869.0,7590,2022-12-11 20:07:51,3.2.1,,1971446,57.0,GraphQL framework for Python.,16654.0,16654.0,197.0,https://pypi.org/project/graphene,1971446,35,True,1,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-02-21 14:28:32,2023-02-12 13:56:56,1159,5.0,297,41,450,387.0,469.0,3409,2023-01-30 02:31:19,0.19.3,10.0,91665,100.0,"Familiar asyncio ORM for python, built with relations in mind.",5110.0,5110.0,118.0,https://pypi.org/project/tortoise-orm,91665,33,True,2,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-03-02 00:39:02,2023-02-17 18:03:30,1713,7.0,177,89,192,,,2121,2022-10-25 20:56:31,3.1.1,,1288916,8.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,52520.0,52520.0,41.0,https://pypi.org/project/motor,1288916,33,True,2,
5,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-02-22 11:33:08,2023-02-22 11:03:33,1554,27.0,156,40,595,44.0,229.0,1963,2023-02-22 11:33:08,0.18.1,,166203,34.0,Python library for implementing GraphQL servers using schema-first approach.,1146.0,1146.0,62.0,https://pypi.org/project/ariadne,166203,33,True,2,
6,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-02-21 23:04:53,2023-02-21 11:02:54,236,10.0,401,124,227,177.0,145.0,9489,2022-08-30 17:56:11,0.0.8,,361193,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",5201.0,5201.0,54.0,https://pypi.org/project/sqlmodel,361193,32,True,1,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-03-02 17:56:16,2023-03-02 15:22:09,2594,133.0,366,40,1857,251.0,422.0,2983,2023-02-22 20:53:02,0.159.0,430.0,483,100.0,A GraphQL library for Python that leverages type annotations.,1596.0,1596.0,182.0,https://pypi.org/project/strawberry,430,32,True,3,
8,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-02-28 05:01:45,2023-02-14 16:10:11,668,15.0,243,34,511,3.0,220.0,2517,2023-02-13 16:56:40,10.4.0,22.0,37515,90.0,Ready-to-use and customizable users management for FastAPI.,914.0,914.0,54.0,https://pypi.org/project/fastapi-users,37515,31,True,1,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-03-02 01:02:24,2023-03-02 01:02:24,5221,39.0,981,239,1164,,,3796,2022-11-17 21:50:05,4.3.3,,20393256,25.0,PyMongo - the Official MongoDB Python driver.,,,195.0,https://pypi.org/project/pymongo,20393256,30,True,3,
