,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2025-10-16 00:55:31,2025-10-16 00:55:07,17738,169.0,1564,101,991,195.0,7905.0,11020,2025-10-10 14:39:20,rel_2_0_44,6375.0,225818892.0,100.0,The Database Toolkit for Python.,1152788.0,1152788.0,793.0,https://pypi.org/project/sqlalchemy,225818774.0,46,True,1,,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2025-10-16 10:31:38,2025-10-08 16:37:37,815,95.0,729,137,763,61.0,282.0,16951,2025-10-08 16:38:41,0.0.27,,6534645.0,26.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29242.0,29242.0,97.0,https://pypi.org/project/sqlmodel,6534645.0,38,True,1,fastapi/sqlmodel,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,801,142,572,90.0,912.0,8223,2024-11-09 20:43:58,3.4.3,,24990958.0,63.0,GraphQL framework for Python.,29582.0,29582.0,211.0,https://pypi.org/project/graphene,24990958.0,38,True,1,,
3,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355,11.0,1166,135,1165,304.0,1411.0,4341,2024-09-19 08:33:36,0.29.1,,2054450.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27775.0,27775.0,401.0,https://pypi.org/project/mongoengine,2054450.0,38,True,1,,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-10-13 10:52:29,2025-10-07 17:28:47,1882,12.0,209,85,349,,,2511,2025-05-14 19:00:46,3.7.1,74.0,8910592.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,126643.0,126643.0,59.0,https://pypi.org/project/motor,8910591.0,36,True,2,,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-09-23 12:07:12,2025-09-23 12:07:12,1399,6.0,437,43,713,467.0,728.0,5330,2025-06-05 10:42:46,0.25.1,18.0,392756.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10308.0,10308.0,160.0,https://pypi.org/project/tortoise-orm,392756.0,34,True,2,,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067,57.0,185,39,691,37.0,290.0,2298,2025-04-18 08:27:47,0.26.2,57.0,1110758.0,51.0,Python library for implementing GraphQL servers using schema-first approach.,1999.0,1999.0,85.0,https://pypi.org/project/ariadne,1110758.0,34,True,2,,1.0
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-10-13 12:08:56,2025-01-04 13:16:19,769,,471,48,603,19.0,271.0,5639,2025-01-04 13:31:56,14.0.1,430.0,631438.0,100.0,Ready-to-use and customizable users management for FastAPI.,5414.0,5414.0,69.0,https://pypi.org/project/fastapi-users,631433.0,32,True,1,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2025-10-13 16:06:27,2025-10-10 16:27:01,6460,110.0,1095,234,2587,,,4283,2025-10-07 22:08:50,4.15.3,4539.0,64625071.0,56.0,PyMongo - the Official MongoDB Python driver.,,,230.0,https://pypi.org/project/pymongo,64625012.0,32,True,3,,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-10-14 12:30:36,2025-09-27 17:39:46,576,8.0,257,18,464,92.0,406.0,2464,2025-07-20 07:17:27,2.0.0,,1237294.0,100.0,Asynchronous Python ODM for MongoDB.,4418.0,4418.0,119.0,https://pypi.org/project/beanie,1237294.0,32,True,3,BeanieODM/beanie,
