,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-10-12 17:34:35,2023-10-12 17:34:19,16599,150.0,1202,90,686,174.0,7317.0,7832,2023-09-18 21:15:03,rel_2_0_21,45871.0,93167751,100.0,The Database Toolkit for Python.,646455.0,646455.0,657.0,https://pypi.org/project/sqlalchemy,93166815,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-10-07 15:27:00,2023-10-04 06:58:22,4085,3.0,1140,139,1105,344.0,1322.0,4065,2023-03-03 10:21:35,0.27.0,,944555,41.0,A Python Object-Document-Mapper for working with MongoDB.,21663.0,21663.0,387.0,https://pypi.org/project/mongoengine,944555,37,True,1,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-10-06 20:15:26,2023-10-06 20:15:26,1755,8.0,796,143,539,102.0,874.0,7808,2023-07-26 06:47:55,3.3.0,,1726034,59.0,GraphQL framework for Python.,18941.0,18941.0,207.0,https://pypi.org/project/graphene,1726034,36,True,1,
3,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-10-12 14:40:10,2023-10-11 08:31:09,1187,12.0,330,41,482,456.0,496.0,3857,2023-08-11 03:42:54,0.20.0,13.0,95346,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6407.0,6407.0,122.0,https://pypi.org/project/tortoise-orm,95346,34,True,2,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-09-08 01:39:49,2023-09-05 16:58:54,1745,12.0,190,89,225,,,2224,2023-08-31 20:43:19,3.3.1,,1140620,12.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,71567.0,71567.0,45.0,https://pypi.org/project/motor,1140620,34,True,2,
5,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-10-12 07:16:23,2023-08-01 09:19:41,246,10.0,460,147,255,179.0,147.0,10869,2022-08-30 17:56:11,0.0.8,,530742,7.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",7654.0,7654.0,53.0,https://pypi.org/project/sqlmodel,530742,33,True,1,
6,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-10-11 18:30:10,2023-10-07 11:29:00,2965,117.0,445,43,2226,332.0,500.0,3481,2023-10-07 11:29:34,0.209.6,366.0,540,100.0,A GraphQL library for Python that leverages type annotations.,2283.0,2283.0,223.0,https://pypi.org/project/strawberry,467,32,True,2,
7,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-10-11 12:06:19,2023-10-11 12:06:18,1684,5.0,173,39,630,44.0,252.0,2072,2023-06-27 14:25:22,0.20.1,,214565,38.0,Python library for implementing GraphQL servers using schema-first approach.,1379.0,1379.0,70.0,https://pypi.org/project/ariadne,214565,32,True,2,1.0
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-10-12 17:50:28,2023-10-11 17:25:10,5426,72.0,1016,241,1383,,,3937,2023-08-22 13:42:54,4.5.0,,22578318,28.0,PyMongo - the Official MongoDB Python driver.,,,205.0,https://pypi.org/project/pymongo,22578318,31,True,3,
9,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2023-09-24 11:03:36,2023-08-26 08:23:06,716,11.0,307,36,545,5.0,242.0,3466,2023-08-26 08:37:15,12.1.2,84.0,58054,97.0,Ready-to-use and customizable users management for FastAPI.,2074.0,2074.0,62.0,https://pypi.org/project/fastapi-users,58053,31,True,1,
