,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-12-07 14:37:50,2023-12-07 14:37:18,16710,183.0,1236,87,715,191.0,7392.0,8097,2023-11-02 14:52:13,rel_2_0_23,47196.0,102626767,100.0,The Database Toolkit for Python.,679182.0,679182.0,671.0,https://pypi.org/project/sqlalchemy,102625824,44,True,1,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-12-06 22:41:43,2023-12-04 14:51:20,365,119.0,480,150,302,173.0,153.0,11596,2023-12-04 14:53:29,0.0.14,,662489,13.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",8489.0,8489.0,71.0,https://pypi.org/project/sqlmodel,662489,37,True,1,
2,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-11-24 16:04:57,2023-11-21 13:09:44,4087,5.0,1143,137,1107,354.0,1321.0,4097,2023-03-03 10:21:35,0.27.0,,1235941,41.0,A Python Object-Document-Mapper for working with MongoDB.,22287.0,22287.0,388.0,https://pypi.org/project/mongoengine,1235941,37,True,1,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-11-28 12:05:57,2023-10-06 20:15:26,1755,1.0,799,141,541,103.0,875.0,7860,2023-07-26 06:47:55,3.3.0,,1902460,59.0,GraphQL framework for Python.,19454.0,19454.0,207.0,https://pypi.org/project/graphene,1902460,35,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-11-29 19:28:21,2023-11-29 19:28:21,1759,14.0,196,91,238,,,2248,2023-11-14 21:54:12,3.3.2,,1368739,13.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,76127.0,76127.0,47.0,https://pypi.org/project/motor,1368739,34,True,2,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-12-06 08:46:36,2023-12-06 08:46:35,1191,7.0,337,42,488,468.0,505.0,3966,2023-08-11 03:42:54,0.20.0,13.0,113012,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6717.0,6717.0,125.0,https://pypi.org/project/tortoise-orm,113012,33,True,2,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-11-08 15:31:20,2023-11-08 15:31:19,1706,27.0,174,39,634,46.0,254.0,2091,2023-11-08 15:28:41,0.21.0,,181663,39.0,Python library for implementing GraphQL servers using schema-first approach.,1462.0,1462.0,71.0,https://pypi.org/project/ariadne,181663,33,True,2,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-12-07 13:40:59,2023-12-06 13:52:10,3018,92.0,465,45,2321,350.0,515.0,3548,2023-12-06 13:52:40,0.216.0,451.0,849,100.0,A GraphQL library for Python that leverages type annotations.,2504.0,2504.0,235.0,https://pypi.org/project/strawberry,774,32,True,3,
8,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2023-12-03 23:54:15,2023-12-03 22:38:46,455,45.0,168,18,294,46.0,283.0,1578,2023-11-13 03:49:48,1.23.6,,144263,100.0,Asynchronous Python ODM for MongoDB.,1731.0,1731.0,68.0,https://pypi.org/project/beanie,144263,32,True,3,1.0
9,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-12-07 04:36:53,2023-12-07 04:36:45,1555,206.0,107,8,760,11.0,155.0,904,2023-11-27 09:45:13,0.12.13,,344285,44.0,FastAPI pagination.,1787.0,1787.0,38.0,https://pypi.org/project/fastapi-pagination,344285,32,True,1,
