,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2026-01-07 12:53:03,2026-01-07 12:52:43,17894,180.0,1595,103,1019,191.0,7947.0,11363,2025-12-09 21:05:22,rel_2_0_45,8016.0,233253985.0,100.0,The Database Toolkit for Python.,1162044.0,1162044.0,807.0,https://pypi.org/project/sqlalchemy,233253845.0,46,True,1,-1.0,
1,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2026-01-06 21:08:31,2026-01-06 21:08:30,953,138.0,748,135,844,60.0,285.0,17451,2025-12-28 12:34:35,0.0.31,,6717988.0,30.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",29952.0,29952.0,102.0,https://pypi.org/project/sqlmodel,6717988.0,38,True,1,,fastapi/sqlmodel
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2025-09-04 15:43:44,2024-11-09 20:43:17,1787,,804,140,574,90.0,912.0,8243,2024-11-09 20:43:58,3.4.3,,22041138.0,63.0,GraphQL framework for Python.,30025.0,30025.0,211.0,https://pypi.org/project/graphene,22041138.0,36,True,1,,
3,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2025-09-02 20:46:15,2025-09-02 20:46:15,4355,,1165,131,1168,305.0,1411.0,4352,2024-09-19 08:33:36,0.29.1,,1441538.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,27855.0,27855.0,401.0,https://pypi.org/project/mongoengine,1441538.0,36,True,1,,
4,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2025-12-30 04:12:30,2025-12-30 04:12:29,1412,13.0,442,42,734,475.0,740.0,5441,2025-12-24 01:14:05,0.25.3,18.0,364377.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",10389.0,10389.0,161.0,https://pypi.org/project/tortoise-orm,364377.0,35,True,2,-1.0,
5,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2025-12-29 15:16:37,2025-12-29 15:16:34,1894,12.0,208,84,360,,,2522,2025-05-14 19:00:46,3.7.1,74.0,6265186.0,22.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,127289.0,127289.0,59.0,https://pypi.org/project/motor,6265185.0,35,True,2,,
6,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2026-01-08 16:18:51,2026-01-08 16:16:49,2809,156.0,151,12,1402,7.0,262.0,1590,2026-01-08 16:18:52,0.15.5,,2072169.0,83.0,FastAPI pagination.,4455.0,4455.0,54.0,https://pypi.org/project/fastapi-pagination,2072169.0,35,True,1,,
7,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2025-12-25 18:32:17,2025-12-25 18:31:42,810,41.0,479,51,612,5.0,290.0,5914,2025-12-19 09:43:56,15.0.3,469.0,508609.0,100.0,Ready-to-use and customizable users management for FastAPI.,5491.0,5491.0,76.0,https://pypi.org/project/fastapi-users,508603.0,34,True,1,,
8,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2026-01-07 18:10:25,2026-01-07 18:10:24,6520,60.0,1101,230,2668,,,4327,2026-01-07 18:15:35,4.16.0,3912.0,68561408.0,59.0,PyMongo - the Official MongoDB Python driver.,,,237.0,https://pypi.org/project/pymongo,68561359.0,33,True,3,,
9,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2025-12-22 19:29:15,2025-11-20 18:45:39,579,3.0,268,19,473,97.0,412.0,2620,2025-11-20 18:47:01,2.0.1,,1332270.0,100.0,Asynchronous Python ODM for MongoDB.,4470.0,4470.0,119.0,https://pypi.org/project/beanie,1332270.0,32,True,3,,BeanieODM/beanie
10,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2025-10-13 12:26:33,2025-10-13 12:26:32,2067,41.0,189,38,692,37.0,291.0,2314,2025-04-18 08:27:47,0.26.2,67.0,928956.0,51.0,Python library for implementing GraphQL servers using schema-first approach.,2014.0,2014.0,85.0,https://pypi.org/project/ariadne,928956.0,32,True,2,-1.0,
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2026-01-02 16:34:58,2026-01-02 16:34:58,404,11.0,258,16,490,71.0,217.0,2601,2025-11-24 12:52:23,0.22.0,,361621.0,43.0,SQLAlchemy Admin for FastAPI and Starlette.,1792.0,1792.0,84.0,https://pypi.org/project/sqladmin,361621.0,31,True,1,,
12,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2026-01-07 23:24:10,2026-01-07 15:11:01,2746,108.0,831,22,2490,558.0,948.0,976,2025-12-24 13:21:00,opentelemetry-instrumentation-openai-v2==2.3b0,,31156968.0,75.0,OpenTelemetry instrumentation for Python modules.,,,409.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,31156968.0,31,True,1,,
13,piccolo,piccolo-orm/piccolo,piccolo,[],database-orms,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2025-12-16 15:37:36,2025-12-16 15:37:36,1935,24.0,96,16,588,68.0,440.0,1848,2025-10-21 23:03:55,1.30.0,,68022.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",509.0,509.0,52.0,https://pypi.org/project/piccolo,68022.0,30,True,2,,
14,prometheus-fastapi-instrumentator,trallnag/prometheus-fastapi-instrumentator,prometheus-fastapi-instrumentator,['observability'],restful-api-observability,https://github.com/trallnag/prometheus-fastapi-instrumentator,https://github.com/trallnag/prometheus-fastapi-instrumentator,ISC,2020-07-09 10:57:52,2025-10-01 05:02:39,2025-09-07 16:02:38,454,,108,5,235,42.0,63.0,1404,2025-03-19 19:38:47,7.1.0,,5660093.0,14.0,Instrument your FastAPI with Prometheus metrics.,6931.0,6931.0,30.0,https://pypi.org/project/prometheus-fastapi-instrumentator,5660093.0,29,True,3,,
15,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2026-01-08 15:08:55,2026-01-06 02:07:44,1432,2.0,92,16,937,70.0,202.0,1787,2024-12-06 10:47:54,0.20.2,,193687.0,80.0,python async orm with fastapi in mind and pydantic validation.,1102.0,1102.0,44.0,https://pypi.org/project/ormar,193687.0,28,True,3,,
16,authx,yezz123/AuthX,authx,['authentication'],restful-api-authentication,https://github.com/yezz123/authx,https://github.com/yezz123/authx,MIT,2021-08-23 16:18:04,2026-01-04 17:52:45,2026-01-04 17:51:03,1399,38.0,56,14,692,,66.0,1130,2026-01-04 17:52:45,1.5.0,,26153.0,46.0,Ready-to-use and customizable Authentications and Oauth2 management for FastAPI.,241.0,241.0,21.0,https://pypi.org/project/authx,26153.0,28,True,2,1.0,
17,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2026-01-06 14:31:58,2026-01-06 14:31:58,3629,49.0,601,39,2827,381.0,751.0,4579,2026-01-01 20:00:42,0.288.2,526.0,481.0,100.0,A GraphQL library for Python that leverages type annotations.,,,303.0,https://pypi.org/project/strawberry,444.0,27,True,3,,
18,SlowApi,laurentS/slowapi,slowapi,['rate-limiting'],restful-api-rate-limiting,https://github.com/laurentS/slowapi,https://github.com/laurentS/slowapi,MIT,2020-02-21 12:56:20,2025-08-10 12:25:45,2025-08-08 15:15:46,261,,103,16,126,45.0,64.0,1859,,,,3664929.0,,A rate limiter for Starlette and FastAPI.,8249.0,8249.0,26.0,https://pypi.org/project/slowapi,3664929.0,27,True,1,,
19,Dapr SDK for Python,dapr/python-sdk,dapr-ext-fastapi,[],dappfs,https://github.com/dapr/python-sdk,https://github.com/dapr/python-sdk,Apache-2.0,2019-06-21 15:51:20,2025-12-31 10:43:11,2025-12-16 09:52:41,500,13.0,135,26,568,15.0,284.0,260,,,,51773.0,,Dapr SDK for Python.,915.0,915.0,86.0,https://pypi.org/project/dapr-ext-fastapi,51773.0,26,True,1,,
20,strictdoc,strictdoc-project/strictdoc,strictdoc,,requirement-management-framework,https://github.com/strictdoc-project/strictdoc,https://github.com/strictdoc-project/strictdoc,,2020-05-14 18:03:48,2026-01-07 02:22:39,2026-01-07 02:22:37,5420,252.0,40,8,2009,118.0,477.0,235,2026-01-05 20:07:48,0.16.1,,8937.0,82.0,Software for technical documentation and requirements management.,15.0,15.0,34.0,https://pypi.org/project/strictdoc,8937.0,26,True,1,,
21,odmantic,art049/odmantic,odmantic,[],database-odms,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2025-01-23 21:09:34,2025-01-07 22:21:10,560,,88,17,313,87.0,90.0,1145,2024-04-26 23:28:12,1.0.2,,63691.0,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3584.0,3584.0,19.0,https://pypi.org/project/odmantic,63691.0,25,True,3,,
22,fastapi-admin,fastapi-admin/fastapi-admin,fastapi-admin,[],admin-interface,https://github.com/fastapi-admin/fastapi-admin,https://github.com/fastapi-admin/fastapi-admin,Apache-2.0,2020-04-06 05:09:44,2025-04-05 06:11:16,2025-04-05 06:11:16,406,,442,42,51,56.0,73.0,3666,2021-08-31 03:28:51,1.0.3,,8032.0,16.0,"A fast admin dashboard based on FastAPI and TortoiseORM with tabler ui, inspired by Django admin.",507.0,507.0,18.0,https://pypi.org/project/fastapi-admin,8032.0,24,True,3,-1.0,
23,gino,python-gino/gino,gino,[],database-orms,https://github.com/python-gino/gino,https://github.com/python-gino/gino,,2017-07-21 04:27:01,2022-02-12 20:35:18,2022-02-12 20:29:45,1128,,148,44,475,45.0,263.0,2810,,,,16471.0,,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,2502.0,2502.0,45.0,https://pypi.org/project/gino,16471.0,24,True,3,,
24,FastCRUD,igorbenav/fastcrud,,[],crud,https://github.com/benavlabs/fastcrud,https://github.com/benavlabs/fastcrud,MIT,2024-01-08 04:04:17,2025-12-16 20:14:29,2025-12-16 20:12:24,758,112.0,101,9,184,17.0,92.0,1455,2025-12-16 20:14:26,0.20.1,,,42.0,"FastCRUD is a Python package for FastAPI, offering robust async CRUD operations and flexible endpoint creation..",206.0,206.0,22.0,,,24,True,1,,benavlabs/fastcrud
25,fastapi-azure-auth,Intility/fastapi-azure-auth,fastapi-azure-auth,['authentication'],restful-api-authentication,https://github.com/intility/fastapi-azure-auth,https://github.com/intility/fastapi-azure-auth,MIT,2021-08-10 19:46:24,2025-11-01 08:01:26,2025-07-25 06:56:51,359,,79,10,139,7.0,115.0,660,2025-07-25 06:57:46,5.2.0,,189202.0,34.0,"Easy and secure implementation of Azure Entra ID (previously AD) for your FastAPI APIs B2C, single- and multi-tenant..",146.0,146.0,33.0,https://pypi.org/project/fastapi-azure-auth,189202.0,24,True,2,,
26,prisma,RobertCraigie/prisma-client-py,prisma,[],database-orms,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28,2025-04-10 08:07:05,2025-03-23 17:43:00,931,,88,15,563,213.0,205.0,2105,2024-08-16 02:54:35,0.15.0,,474847.0,37.0,Prisma Client Python is an auto-generated and fully type-safe database client designed for ease of use.,,,31.0,https://pypi.org/project/prisma,474847.0,23,True,3,,
27,fastapi-login,MushroomMaula/fastapi_login,fastapi-login,['authentication'],restful-api-authentication,https://github.com/maxrdu/fastapi_login,https://github.com/maxrdu/fastapi_login,MIT,2019-10-21 14:47:00,2025-05-20 07:04:51,2025-05-20 07:04:51,482,,67,10,94,1.0,58.0,817,2024-12-14 08:17:42,1.10.3,13.0,37046.0,25.0,FastAPI-Login tries to provide similar functionality as Flask-Login does.,1126.0,1126.0,15.0,https://pypi.org/project/fastapi-login,37046.0,23,True,2,,maxrdu/fastapi_login
28,piccolo-admin,piccolo-orm/piccolo_admin,piccolo-admin,[],admin-interface,https://github.com/piccolo-orm/piccolo_admin,https://github.com/piccolo-orm/piccolo_admin,MIT,2019-06-25 19:24:31,2025-12-17 08:52:17,2025-12-17 08:52:17,745,3.0,44,5,253,34.0,146.0,462,2025-07-29 08:25:27,1.12.0,,17897.0,63.0,A powerful web admin for your database.,,,22.0,https://pypi.org/project/piccolo-admin,17897.0,20,True,3,,
29,orm,encode/orm,orm,[],database-orms,https://github.com/encode/orm,https://github.com/encode/orm,BSD-3-Clause,2019-02-12 16:51:31,2022-08-30 10:12:31,2022-08-30 10:12:30,125,,95,40,78,17.0,64.0,1875,2021-11-29 09:20:38,0.3.1,,8901.0,8.0,An async ORM.,,,18.0,https://pypi.org/project/orm,8901.0,19,True,3,,
30,tartiflette,tartiflette/tartiflette,tartiflette,[],graphql-api,https://github.com/tartiflette/tartiflette,https://github.com/tartiflette/tartiflette,MIT,2018-01-26 09:56:10,2023-09-11 07:49:27,2022-01-20 14:55:31,1149,,35,20,492,12.0,131.0,854,2021-11-15 11:05:03,1.4.1,,2151.0,44.0,GraphQL Engine built with Python 3.6+ / asyncio.,,,27.0,https://pypi.org/project/tartiflette,2151.0,19,True,3,,
