,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending,updated_github_id
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2024-10-23 20:25:26,2024-10-23 20:25:10,17205,152.0,1411,103,852,224.0,7689.0,9578,2024-10-15 19:41:54,rel_2_0_36,51270.0,159299940.0,100.0,The Database Toolkit for Python.,890486.0,890486.0,739.0,https://pypi.org/project/sqlalchemy,159298748.0,45,True,1,,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2024-10-09 06:18:06,2024-10-09 06:18:06,4314,106.0,1158,136,1156,295.0,1412.0,4234,2024-09-19 08:33:36,0.29.1,,1512892.0,46.0,A Python Object-Document-Mapper for working with MongoDB.,25363.0,25363.0,399.0,https://pypi.org/project/mongoengine,1512892.0,40,True,1,,
2,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2024-10-18 11:45:31,2024-10-18 11:43:07,1781,8.0,806,141,566,94.0,904.0,8085,2024-10-18 11:45:31,3.4.0,,12768095.0,60.0,GraphQL framework for Python.,23935.0,23935.0,208.0,https://pypi.org/project/graphene,12768095.0,37,True,1,1.0,
3,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/fastapi/sqlmodel,https://github.com/fastapi/sqlmodel,MIT,2021-08-24 14:26:53,2024-10-22 22:18:31,2024-10-15 10:39:42,570,104.0,599,145,503,175.0,160.0,14393,2024-08-31 09:42:46,0.0.22,,2169930.0,21.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",16476.0,16476.0,80.0,https://pypi.org/project/sqlmodel,2169930.0,36,True,1,,fastapi/sqlmodel
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2024-09-30 15:49:59,2024-09-18 16:51:48,1836,15.0,201,92,306,,,2419,2024-09-18 23:23:42,3.5.3,32.0,2834524.0,19.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,102074.0,102074.0,54.0,https://pypi.org/project/motor,2834524.0,35,True,2,,
5,opentelemetry-instrumentation-fastapi,open-telemetry/opentelemetry-python-contrib,opentelemetry-instrumentation-fastapi,['observability'],restful-api-observability,https://github.com/open-telemetry/opentelemetry-python-contrib,https://github.com/open-telemetry/opentelemetry-python-contrib,Apache-2.0,2019-11-08 18:23:43,2024-10-24 16:34:54,2024-10-24 16:34:54,2211,80.0,588,23,1707,414.0,762.0,726,2024-08-28 21:28:30,0.48b0,,5887730.0,40.0,OpenTelemetry instrumentation for Python modules.,2193.0,2193.0,306.0,https://pypi.org/project/opentelemetry-instrumentation-fastapi,5887730.0,35,True,1,,
6,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2024-10-21 07:18:29,2024-10-21 07:18:28,1295,21.0,384,50,575,519.0,568.0,4622,2024-10-14 08:04:06,0.21.7,16.0,263497.0,100.0,"Familiar asyncio ORM for python, built with relations in mind.",8519.0,8519.0,148.0,https://pypi.org/project/tortoise-orm,263497.0,34,True,2,,
7,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2024-10-24 15:30:30,2024-10-24 15:30:30,5944,232.0,1060,241,1962,,,4138,2024-10-02 23:57:07,4.9.2,191.0,36437847.0,41.0,PyMongo - the Official MongoDB Python driver.,,,219.0,https://pypi.org/project/pymongo,36437845.0,33,True,3,,
8,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2024-08-02 06:37:32,2024-08-02 06:37:32,1851,12.0,179,39,662,32.0,283.0,2208,2024-03-18 10:27:12,0.23.0,,579899.0,43.0,Python library for implementing GraphQL servers using schema-first approach.,1708.0,1708.0,77.0,https://pypi.org/project/ariadne,579899.0,33,True,2,,
9,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2024-10-23 04:01:23,2024-10-23 04:01:16,2178,188.0,133,13,1085,9.0,219.0,1175,2024-10-08 17:02:15,0.12.31,,1109299.0,62.0,FastAPI pagination.,2887.0,2887.0,47.0,https://pypi.org/project/fastapi-pagination,1109299.0,33,True,1,-1.0,
10,beanie,roman-right/beanie,beanie,[],database-odms,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-10-15 15:41:01,2024-10-15 15:41:01,534,44.0,213,18,391,83.0,351.0,2042,2024-10-07 17:49:00,1.27.0,,266723.0,100.0,Asynchronous Python ODM for MongoDB.,2925.0,2925.0,96.0,https://pypi.org/project/beanie,266723.0,32,True,3,,BeanieODM/beanie
11,sqladmin,aminalaee/sqladmin,sqladmin,[],admin-interface,https://github.com/aminalaee/sqladmin,https://github.com/aminalaee/sqladmin,BSD-3-Clause,2021-12-22 10:09:54,2024-10-24 09:11:26,2024-10-24 09:11:25,374,14.0,183,17,423,38.0,197.0,1886,2024-10-17 09:07:42,0.20.0,,143805.0,40.0,SQLAlchemy Admin for FastAPI and Starlette.,1124.0,1124.0,63.0,https://pypi.org/project/sqladmin,143805.0,31,True,1,,
12,fastapi-users,fastapi-users/fastapi-users,fastapi-users,['authentication'],restful-api-authentication,https://github.com/fastapi-users/fastapi-users,https://github.com/fastapi-users/fastapi-users,MIT,2019-10-05 15:40:31,2024-10-19 13:17:13,2024-10-19 13:16:40,750,2.0,377,47,572,8.0,266.0,4604,2024-03-11 13:30:38,13.0.0,296.0,182779.0,99.0,Ready-to-use and customizable users management for FastAPI.,4062.0,4062.0,67.0,https://pypi.org/project/fastapi-users,182775.0,30,True,1,,
13,ormar,collerek/ormar,ormar,[],database-orms,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-10-02 02:15:07,2024-10-02 02:15:00,1399,3.0,87,17,879,74.0,192.0,1667,2024-06-09 16:24:10,0.20.1,,57216.0,79.0,python async orm with fastapi in mind and pydantic validation.,1047.0,1047.0,38.0,https://pypi.org/project/ormar,57216.0,29,True,2,-1.0,
