,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,projectrank,show,projectrank_placing,trending
0,sqlalchemy,sqlalchemy/sqlalchemy,sqlalchemy,[],database-orms,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2018-11-27 03:35:03,2023-11-08 21:59:19,2023-11-08 20:49:06,16663,175.0,1218,87,698,180.0,7362.0,7963,2023-11-02 14:52:13,rel_2_0_23,46252.0,101235831,100.0,The Database Toolkit for Python.,662190.0,662190.0,663.0,https://pypi.org/project/sqlalchemy,101234888,44,True,1,
1,mongoengine,MongoEngine/mongoengine,mongoengine,[],database-odms,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20,2023-11-08 22:32:56,2023-10-04 06:58:22,4085,3.0,1140,139,1105,349.0,1322.0,4081,2023-03-03 10:21:35,0.27.0,,974381,41.0,A Python Object-Document-Mapper for working with MongoDB.,21946.0,21946.0,387.0,https://pypi.org/project/mongoengine,974381,37,True,1,
2,sqlmodel,tiangolo/sqlmodel,sqlmodel,[],database-orm-integrations,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53,2023-11-08 16:04:48,2023-11-08 16:04:47,331,85.0,468,145,281,173.0,153.0,11170,2023-10-29 09:58:11,0.0.11,,593442,10.0,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",8039.0,8039.0,71.0,https://pypi.org/project/sqlmodel,593442,36,True,1,
3,graphene,graphql-python/graphene,graphene,[],graphql-api,https://github.com/graphql-python/graphene,https://github.com/graphql-python/graphene,MIT,2015-09-24 09:18:18,2023-10-06 20:15:26,2023-10-06 20:15:26,1755,2.0,797,142,539,102.0,875.0,7831,2023-07-26 06:47:55,3.3.0,,1885108,59.0,GraphQL framework for Python.,19175.0,19175.0,207.0,https://pypi.org/project/graphene,1885108,35,True,1,
4,motor,mongodb/motor,motor,[],database-odms,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44,2023-11-09 15:20:43,2023-11-08 16:13:38,1747,11.0,192,91,229,,,2233,2023-08-31 20:43:19,3.3.1,,1255519,12.0,Motor - the async Python driver for MongoDB and Tornado or asyncio.,73774.0,73774.0,45.0,https://pypi.org/project/motor,1255519,34,True,2,
5,tortoise-orm,tortoise/tortoise-orm,tortoise-orm,[],database-orms,https://github.com/tortoise/tortoise-orm,https://github.com/tortoise/tortoise-orm,Apache-2.0,2018-03-29 16:52:10,2023-11-06 02:07:28,2023-11-05 03:35:54,1190,7.0,334,41,484,462.0,505.0,3911,2023-08-11 03:42:54,0.20.0,13.0,113340,100.0,"Familiar asyncio ORM for python, built with relations in mind.",6549.0,6549.0,125.0,https://pypi.org/project/tortoise-orm,113340,33,True,2,
6,ariadne,mirumee/ariadne,ariadne,[],graphql-api,https://github.com/mirumee/ariadne,https://github.com/mirumee/ariadne,BSD-3-Clause,2018-07-09 09:46:17,2023-11-08 15:31:20,2023-11-08 15:31:19,1706,27.0,173,39,634,44.0,254.0,2080,2023-11-08 15:28:41,0.21.0,,217503,39.0,Python library for implementing GraphQL servers using schema-first approach.,1419.0,1419.0,71.0,https://pypi.org/project/ariadne,217503,33,True,2,
7,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-api,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2023-11-09 16:16:17,2023-11-08 10:36:14,2997,83.0,454,43,2271,341.0,508.0,3513,2023-11-08 10:34:29,0.213.0,457.0,668,100.0,A GraphQL library for Python that leverages type annotations.,2409.0,2409.0,228.0,https://pypi.org/project/strawberry,592,32,True,3,
8,fastapi-pagination,uriyyo/fastapi-pagination,fastapi-pagination,['pagination'],restful-api-pagination,https://github.com/uriyyo/fastapi-pagination,https://github.com/uriyyo/fastapi-pagination,MIT,2020-11-06 18:05:12,2023-11-09 03:54:52,2023-11-09 03:54:45,1511,218.0,104,8,738,7.0,153.0,875,2023-10-30 09:43:22,0.12.12,,316165,43.0,FastAPI pagination.,1695.0,1695.0,38.0,https://pypi.org/project/fastapi-pagination,316165,32,True,1,
9,pymongo,mongodb/mongo-python-driver,pymongo,[],database-odms,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06,2023-11-08 20:59:13,2023-11-08 20:59:13,5466,72.0,1017,241,1422,,,3947,2023-11-01 22:19:31,4.6.0,,23208664,29.0,PyMongo - the Official MongoDB Python driver.,,,205.0,https://pypi.org/project/pymongo,23208664,31,True,3,
